Case_number,District_name,Week_day,Year,Month,Day_month,Time,Type_of_vehicle,Sex,Age,Person_type,Injury_severity,Day,Holiday,Vacation_day,Numero_expedient_count,Number of victims,Slightly injured,Severely injured,Weekend Exists,Season,Density,TM,HRM,PM,PPT,RS24h,VVM10,Time_segment
2022S005458    ,Sants-Montjuïc,Sunday,2022,9,11,23,Motorcycle,Man,34,Driver,2,11/09/2022,Not Holiday,True,1,0,0,1,False,Fall,1,26.4,73,1012.2,0.0,14.0,1.6,22-6
2022S005460    ,Sants-Montjuïc,Monday,2022,9,12,8,Motorcycle,Man,50,Driver,2,12/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,6-14
2022S005461    ,Gràcia,Monday,2022,9,12,10,Bus,Woman,16,Pedestrian,2,12/09/2022,Not Holiday,False,1,0,0,1,False,Fall,1,27.3,72,1009.1,0.0,18.9,1.7,6-14
2022S005462    ,Horta-Guinardó,Sunday,2022,9,11,22,Tourism,Woman,18,Passenger,2,11/09/2022,Not Holiday,True,3,0,0,1,False,Fall,1,26.4,73,1012.2,0.0,14.0,1.6,22-6
2022S005463    ,Sants-Montjuïc,Sunday,2022,9,11,20,Veh. motor personal mobility,Man,46,Driver,2,11/09/2022,Not Holiday,True,1,0,0,1,False,Fall,1,26.4,73,1012.2,0.0,14.0,1.6,14-22
2022S005464    ,Sants-Montjuïc,Monday,2022,9,12,12,Van,Woman,71,Pedestrian,2,12/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,6-14
2022S005465    ,Les Corts,Monday,2022,9,12,11,Tourism,Man,47,Passenger,2,12/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,6-14
2022S005466    ,Sarrià-Sant Gervasi,Sunday,2022,9,11,20,Ciclomotor,Man,23,Driver,2,11/09/2022,Not Holiday,True,1,0,0,1,False,Fall,1,26.4,73,1012.2,0.0,14.0,1.6,14-22
2022S005467    ,Eixample,Monday,2022,9,12,12,Ciclomotor,Man,24,Driver,2,12/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,6-14
2022S005468    ,Sants-Montjuïc,Monday,2022,9,12,13,Motorcycle,Man,30,Driver,2,12/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,6-14
2022S005469    ,Sant Andreu,Monday,2022,9,12,14,Motorcycle,Man,26,Driver,2,12/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,14-22
2022S005470    ,Nou Barris,Monday,2022,9,12,16,Tourism,Woman,42,Driver,1,12/09/2022,Not Holiday,False,2,0,1,0,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,14-22
2022S005471    ,Ciutat Vella,Monday,2022,9,12,17,Ciclomotor,Man,19,Driver,2,12/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,14-22
2022S005472    ,Gràcia,Sunday,2022,9,11,23,Bus,Man,54,Passenger,0,11/09/2022,Not Holiday,True,1,0,1,0,False,Fall,1,26.4,73,1012.2,0.0,14.0,1.6,22-6
2022S005473    ,Eixample,Monday,2022,9,12,19,Tourism,Man,2,Pedestrian,1,12/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,14-22
2022S005474    ,Nou Barris,Monday,2022,9,12,18,Van,Woman,68,Pedestrian,4,12/09/2022,Not Holiday,False,1,1,0,0,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,14-22
2022S005475    ,Sants-Montjuïc,Monday,2022,9,12,18,Veh. motor personal mobility,Woman,18,Driver,2,12/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,14-22
2022S005476    ,Horta-Guinardó,Monday,2022,9,12,22,Tourism,Man,23,Driver,1,12/09/2022,Not Holiday,False,2,0,1,0,False,Fall,1,27.3,72,1009.1,0.0,18.9,1.7,22-6
2022S005477    ,Eixample,Monday,2022,9,12,14,Bicycle,Man,33,Driver,0,12/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,27.3,72,1009.1,0.0,18.9,1.7,14-22
2022S005479    ,Sants-Montjuïc,Tuesday,2022,9,13,3,Bicycle,Man,62,Driver,2,13/09/2022,Not Holiday,False,2,0,0,1,False,Fall,0,27.9,58,1007.1,0.1,9.5,2.0,22-6
2022S005480    ,Eixample,Tuesday,2022,9,13,8,Motorcycle,Man,30,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005481    ,Sants-Montjuïc,Tuesday,2022,9,13,8,Bicycle,Man,30,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005482    ,Sarrià-Sant Gervasi,Tuesday,2022,9,13,9,Motorcycle,Man,44,Driver,1,13/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005483    ,Sarrià-Sant Gervasi,Tuesday,2022,9,13,9,Bicycle,Man,22,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005484    ,Sant Andreu,Tuesday,2022,9,13,10,Tourism,Woman,68,Passenger,2,13/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005485    ,Sant Martí,Tuesday,2022,9,13,12,Motorcycle,Woman,47,Passenger,2,13/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005486    ,Sant Martí,Tuesday,2022,9,13,9,Veh. motor personal mobility,Woman,32,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005487    ,Les Corts,Tuesday,2022,9,13,14,Motorcycle,Man,31,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,14-22
2022S005488    ,Eixample,Tuesday,2022,9,13,17,Motorcycle,Woman,23,Passenger,1,13/09/2022,Not Holiday,False,2,0,1,0,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,14-22
2022S005489    ,Sant Martí,Tuesday,2022,9,13,17,Bicycle,Man,35,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,14-22
2022S005491    ,Sarrià-Sant Gervasi,Thursday,2022,9,8,11,Van,Woman,44,Pedestrian,2,08/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.4,52,1010.5,0.0,14.5,2.1,6-14
2022S005492    ,Eixample,Tuesday,2022,9,13,17,Veh. motor personal mobility,Man,28,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,14-22
2022S005493    ,Eixample,Tuesday,2022,9,13,8,Motorcycle,Man,25,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,6-14
2022S005494    ,Nou Barris,Tuesday,2022,9,13,19,Van,Woman,55,Pedestrian,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,14-22
2022S005495    ,Gràcia,Tuesday,2022,9,13,19,Motorcycle,Woman,29,Driver,2,13/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,27.9,58,1007.1,0.1,9.5,2.0,14-22
2022S005497    ,Nou Barris,Wednesday,2022,9,14,7,Motorcycle,Man,51,Driver,1,14/09/2022,Not Holiday,False,1,0,1,0,False,Fall,1,25.6,61,1005.4,0.6,6.4,2.4,6-14
2022S005498    ,Sant Martí,Wednesday,2022,9,14,8,Motorcycle,Woman,52,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,6-14
2022S005499    ,Les Corts,Wednesday,2022,9,14,10,Motorcycle,Man,25,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,6-14
2022S005500    ,Sants-Montjuïc,Wednesday,2022,9,14,7,Ciclomotor,Man,28,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,1,25.6,61,1005.4,0.6,6.4,2.4,6-14
2022S005501    ,Eixample,Wednesday,2022,9,14,10,Tourism,Woman,15,Pedestrian,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,6-14
2022S005502    ,Eixample,Wednesday,2022,9,14,11,Motorcycle,Man,78,Driver,1,14/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,6-14
2022S005503    ,Eixample,Wednesday,2022,9,14,12,Tricycle,Man,25,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,6-14
2022S005504    ,Eixample,Wednesday,2022,9,14,14,Motorcycle,Man,21,Driver,2,14/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005505    ,Eixample,Wednesday,2022,9,14,14,Tourism,Man,2,Passenger,1,14/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005506    ,Sants-Montjuïc,Wednesday,2022,9,14,14,Motorcycle,Man,32,Driver,2,14/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005507    ,Sarrià-Sant Gervasi,Wednesday,2022,9,14,14,Motorcycle,Man,49,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005508    ,Sant Andreu,Wednesday,2022,9,14,14,Motorcycle,Man,40,Driver,1,14/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005509    ,Sarrià-Sant Gervasi,Wednesday,2022,9,14,15,Tourism,Man,31,Passenger,2,14/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005510    ,Sants-Montjuïc,Wednesday,2022,9,14,17,Taxi,Man,39,Pedestrian,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005511    ,Eixample,Wednesday,2022,9,14,17,Van,Woman,29,Pedestrian,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005512    ,Sant Martí,Wednesday,2022,9,14,17,Motorcycle,Man,55,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005513    ,Nou Barris,Wednesday,2022,9,14,17,Motorcycle,Man,38,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005514    ,Eixample,Wednesday,2022,9,14,18,Motorcycle,Man,24,Driver,2,14/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005515    ,Eixample,Wednesday,2022,9,14,18,Motorcycle,Man,28,Driver,0,14/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005516    ,Eixample,Wednesday,2022,9,14,17,Tourism,Man,30,Passenger,1,14/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005517    ,Eixample,Wednesday,2022,9,14,21,Motorcycle,Man,38,Driver,2,14/09/2022,Not Holiday,False,2,0,0,1,False,Fall,1,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005518    ,Sarrià-Sant Gervasi,Wednesday,2022,9,14,19,Motorcycle,Man,55,Driver,1,14/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005520    ,Eixample,Wednesday,2022,9,14,21,Motorcycle,Woman,30,Passenger,2,14/09/2022,Not Holiday,False,2,0,0,1,False,Fall,1,25.6,61,1005.4,0.6,6.4,2.4,14-22
2022S005521    ,Ciutat Vella,Thursday,2022,9,15,2,Motorcycle,Man,19,Driver,1,15/09/2022,Not Holiday,False,1,0,1,0,False,Fall,0,26.2,63,1007.4,0.0,21.3,1.8,22-6
2022S005522    ,Sant Martí,Thursday,2022,9,15,18,Motorcycle,Man,53,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005523    ,Ciutat Vella,Thursday,2022,9,15,5,Motorcycle,Man,46,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,0,26.2,63,1007.4,0.0,21.3,1.8,22-6
2022S005524    ,Eixample,Thursday,2022,9,15,9,Motorcycle,Man,46,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005525    ,Nou Barris,Thursday,2022,9,15,7,Motorcycle,Man,54,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,1,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005526    ,Sarrià-Sant Gervasi,Thursday,2022,9,15,8,Tourism,Man,52,Pedestrian,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005527    ,Eixample,Thursday,2022,9,15,9,Bicycle,Woman,43,Pedestrian,1,15/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005528    ,Sants-Montjuïc,Thursday,2022,9,15,9,Motorcycle,Man,33,Driver,1,15/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005530    ,Sant Andreu,Thursday,2022,9,15,11,Tourism,Man,60,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005533    ,Sant Martí,Thursday,2022,9,15,12,Bicycle,Woman,32,Pedestrian,2,15/09/2022,Not Holiday,False,2,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005534    ,Sants-Montjuïc,Thursday,2022,9,15,9,Bicycle,Man,52,Driver,0,15/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005535    ,Ciutat Vella,Thursday,2022,9,15,12,Articulated bus,Man,74,Passenger,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005536    ,Sant Martí,Thursday,2022,9,15,13,Motorcycle,Man,32,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005537    ,Sarrià-Sant Gervasi,Thursday,2022,9,15,10,Motorcycle,Man,59,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,6-14
2022S005538    ,Gràcia,Thursday,2022,9,15,14,Motorcycle,Woman,42,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005539    ,Sarrià-Sant Gervasi,Thursday,2022,9,15,14,Motorcycle,Man,79,Driver,1,15/09/2022,Not Holiday,False,1,0,1,0,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005540    ,Sant Martí,Thursday,2022,9,15,17,Tourism,Woman,27,Pedestrian,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005541    ,Horta-Guinardó,Thursday,2022,9,15,16,Tourism,Man,64,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005542    ,Eixample,Thursday,2022,9,15,15,Motorcycle,Woman,51,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005543    ,Ciutat Vella,Thursday,2022,9,15,20,Van,Man,36,Pedestrian,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005544    ,Eixample,Thursday,2022,9,15,17,Bicycle,Woman,46,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005545    ,Nou Barris,Thursday,2022,9,15,19,Tourism,Woman,76,Pedestrian,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005546    ,Les Corts,Thursday,2022,9,15,19,Motorcycle,Woman,42,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005547    ,Sant Martí,Thursday,2022,9,15,21,Motorcycle,Man,26,Driver,1,15/09/2022,Not Holiday,False,1,0,1,0,False,Fall,1,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005548    ,Sants-Montjuïc,Thursday,2022,9,15,22,Veh. motor personal mobility,Woman,59,Pedestrian,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,1,26.2,63,1007.4,0.0,21.3,1.8,22-6
2022S005549    ,Eixample,Thursday,2022,9,15,19,Ciclomotor,Woman,24,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005550    ,Ciutat Vella,Thursday,2022,9,15,17,Veh. motor personal mobility,Man,71,Pedestrian,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005551    ,Sarrià-Sant Gervasi,Friday,2022,9,16,5,Tourism,Man,33,Driver,2,16/09/2022,Not Holiday,False,2,0,0,1,True,Fall,0,24.7,70,1008.0,5.2,11.2,1.9,22-6
2022S005552    ,Sant Andreu,Friday,2022,9,16,6,Motorcycle,Woman,22,Passenger,2,16/09/2022,Not Holiday,False,2,0,0,1,True,Fall,1,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005553    ,Gràcia,Thursday,2022,9,15,14,Motorcycle,Man,26,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005554    ,Les Corts,Friday,2022,9,16,8,Taxi,Woman,4,Passenger,1,16/09/2022,Not Holiday,False,2,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005555    ,Eixample,Thursday,2022,9,15,20,Motorcycle,Woman,54,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005556    ,Les Corts,Thursday,2022,9,15,22,Motorcycle,Man,37,Driver,0,15/09/2022,Not Holiday,False,1,0,1,0,False,Fall,1,26.2,63,1007.4,0.0,21.3,1.8,22-6
2022S005557    ,Sant Martí,Thursday,2022,9,15,17,Tourism,Man,42,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005558    ,Eixample,Friday,2022,9,16,9,Motorcycle,Man,38,Driver,2,16/09/2022,Not Holiday,False,2,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005559    ,Eixample,Friday,2022,9,16,9,Veh. motor personal mobility,Man,22,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005560    ,Horta-Guinardó,Friday,2022,9,16,11,Motorcycle,Man,61,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005561    ,Sants-Montjuïc,Friday,2022,9,16,8,Motorcycle,Man,61,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005562    ,Les Corts,Friday,2022,9,16,8,Motorcycle,Man,50,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005563    ,Horta-Guinardó,Friday,2022,9,16,12,Motorcycle,Man,61,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005564    ,Sant Andreu,Friday,2022,9,16,7,Motorcycle,Woman,28,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,1,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005565    ,Ciutat Vella,Friday,2022,9,16,13,Veh. motor personal mobility,Man,21,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005566    ,Sant Martí,Friday,2022,9,16,13,Motorcycle,Woman,29,Passenger,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005567    ,Gràcia,Friday,2022,9,16,13,Motorcycle,Man,64,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005568    ,Sarrià-Sant Gervasi,Friday,2022,9,16,14,Ciclomotor,Man,26,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005569    ,Eixample,Friday,2022,9,16,14,Tourism,Woman,76,Passenger,1,16/09/2022,Not Holiday,False,2,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005570    ,Eixample,Friday,2022,9,16,15,Motorcycle,Man,31,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005571    ,Sarrià-Sant Gervasi,Friday,2022,9,16,13,Motorcycle,Woman,22,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005572    ,Eixample,Friday,2022,9,16,15,Bus,Woman,55,Passenger,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005573    ,Eixample,Friday,2022,9,16,13,Van,Man,77,Pedestrian,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,6-14
2022S005574    ,Sarrià-Sant Gervasi,Friday,2022,9,16,17,Van,Man,46,Pedestrian,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005575    ,Sants-Montjuïc,Friday,2022,9,16,16,Veh. motor personal mobility,Woman,50,Pedestrian,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005576    ,Sarrià-Sant Gervasi,Friday,2022,9,16,15,Motorcycle,Woman,42,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005579    ,Sarrià-Sant Gervasi,Friday,2022,9,16,16,Motorcycle,Woman,53,Passenger,2,16/09/2022,Not Holiday,False,2,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005580    ,Sant Andreu,Friday,2022,9,16,19,Motorcycle,Man,47,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005581    ,Sant Martí,Friday,2022,9,16,20,Motorcycle,Man,28,Driver,2,16/09/2022,Not Holiday,False,2,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005582    ,Eixample,Friday,2022,9,16,16,Bicycle,Man,21,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005583    ,Eixample,Friday,2022,9,16,22,Bicycle,Man,33,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,1,24.7,70,1008.0,5.2,11.2,1.9,22-6
2022S005584    ,Eixample,Friday,2022,9,16,19,Bicycle,Woman,56,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005586    ,Sant Martí,Friday,2022,9,16,20,Motorcycle,Man,19,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005587    ,Sant Martí,Friday,2022,9,16,18,Veh. motor personal mobility,Man,33,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005588    ,Sant Martí,Friday,2022,9,16,23,Ciclomotor,Woman,22,Driver,1,16/09/2022,Not Holiday,False,1,0,1,0,True,Fall,1,24.7,70,1008.0,5.2,11.2,1.9,22-6
2022S005589    ,Sarrià-Sant Gervasi,Friday,2022,9,16,21,Tourism,Woman,22,Driver,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,1,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005590    ,Nou Barris,Thursday,2022,9,15,16,Motorcycle,Man,50,Driver,2,15/09/2022,Not Holiday,False,1,0,0,1,False,Fall,2,26.2,63,1007.4,0.0,21.3,1.8,14-22
2022S005591    ,Eixample,Saturday,2022,9,17,0,Motorcycle,Man,26,Driver,2,17/09/2022,Not Holiday,True,1,0,0,1,False,Fall,1,23.1,57,1010.2,0.0,15.2,2.0,22-6
2022S005592    ,Sant Martí,Friday,2022,9,16,14,Motorcycle,Woman,54,Driver,2,16/09/2022,Not Holiday,False,2,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005593    ,Sant Martí,Saturday,2022,9,17,6,Tourism,Woman,21,Pedestrian,2,17/09/2022,Not Holiday,True,1,0,0,1,False,Fall,1,23.1,57,1010.2,0.0,15.2,2.0,6-14
2022S005594    ,Eixample,Friday,2022,9,16,19,Tourism,Woman,38,Pedestrian,2,16/09/2022,Not Holiday,False,1,0,0,1,True,Fall,2,24.7,70,1008.0,5.2,11.2,1.9,14-22
2022S005595    ,Sants-Montjuïc,Saturday,2022,9,17,11,Bicycle,Woman,25,Driver,2,17/09/2022,Not Holiday,True,1,0,0,1,False,Fall,2,23.1,57,1010.2,0.0,15.2,2.0,6-14
2022S005596    ,Eixample,Saturday,2022,9,17,13,Bicycle,Man,23,Driver,1,17/09/2022,Not Holiday,True,1,0,1,0,False,Fall,2,23.1,57,1010.2,0.0,15.2,2.0,6-14
