Case_number,District_code,Neighborhood_code,Neighborhood_name,Street_code,Street_name,Time,Pedestrian_cause,Coordinate_UTM_X_ED50 ,Coordinate_UTM_Y_ED50,Longitude,Latitude,Day,Holiday,Time_segment,Numero_expedient_count,Weekend Exit,Season,TM,PPT,VVM10,Weekend Return,Number of accidents by time segment
2022S001011    ,4,19,les Corts,320704,Sarrià,23,Not pedestrian´s fault,428420.41,4582668.49,214.379.724.351.757,413.923.654.931.144,19/02/2022,Yes,22-2,2,False,Winter,12.4,0.1,1.4,No,1
2022S001012    ,1,4,"Sant Pere, Santa Caterina i la Ribera",85400,Comerç,3,Not pedestrian´s fault,431664.07,4582352.75,218.262.818.544.736,413.898.038.614.859,20/02/2022,Yes,2-6,1,False,Winter,12.2,0.0,2.0,Yes,2
2022S001013    ,10,66,el Parc i la Llacuna del Poblenou,50803,Buenaventura Muñoz,5,Not pedestrian´s fault,432083.97,4582910.24,218.758.764.305.226,413.948.605.804.994,20/02/2022,Yes,2-6,6,False,Winter,12.2,0.0,2.0,Yes,2
2022S001019    ,2,5,el Fort Pienc,9209,Alí Bei,9,Not pedestrian´s fault,431559.9,4582948.49,218.131.500.028.007,413.951.606.570.500,20/02/2022,Yes,6-10,1,False,Winter,12.2,0.0,2.0,Yes,1
2022S001016    ,9,63,Navas,226400,Las Navas de Tolosa,10,Not pedestrian´s fault,432223.78,4585324.32,218.898.955.570.441,414.166.152.660.599,20/02/2022,Yes,10-14,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001017    ,9,62,el Congrés i els Indians,160608,Can Ros,10,Not pedestrian´s fault,431772.95,4586678.73,218.344.263.662.693,414.287.758.248.135,20/02/2022,Yes,10-14,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001018    ,5,22,"Vallvidrera, el Tibidabo i les Planes",233031,Observatori Fabra,10,Not pedestrian´s fault,426540.51,4585936.45,212.091.657.021.069,414.216.289.938.526,20/02/2022,Yes,10-14,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001020    ,1,3,la Barceloneta,207009,Mediterrània,12,Not pedestrian´s fault,432265.46,4581705.27,218.989.316.210.139,413.840.230.532.081,20/02/2022,Yes,10-14,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001021    ,3,16,la Bordeta,169409,Corts Catalanes,12,Not pedestrian´s fault,428120.05,4580176.09,214.050.049.637.309,413.698.905.928.075,20/02/2022,Yes,10-14,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001022    ,10,71,Provençals del Poblenou,701414,C-31,14,Not pedestrian´s fault,433366.47,4585249.15,220.266.998.610.733,414.160.337.967.447,20/02/2022,Yes,18-22,2,False,Winter,12.2,0.0,2.0,Yes,5
2022S001025    ,10,68,el Poblenou,270901,Pujades,15,Not pedestrian´s fault,433333.19,4583897.32,220.242.073.355.749,414.038.554.808.270,20/02/2022,Yes,18-22,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001024    ,10,70,el Besòs i el Maresme,266405,Prim,16,Other,434698.7,4585023.41,221.863.424.428.958,414.141.099.765.737,20/02/2022,Yes,18-22,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001026    ,9,63,Navas,297001,Sant Antoni Maria Claret,16,Not pedestrian´s fault,431859.74,4585707.51,218.459.070.574.577,414.200.357.448.736,20/02/2022,Yes,18-22,2,False,Winter,12.2,0.0,2.0,Yes,5
2022S001023    ,9,60,Sant Andreu,209900,Meridiana,17,Not pedestrian´s fault,431880.28,4587160.48,218.467.277.222.777,414.331.238.873.225,20/02/2022,Yes,18-22,1,False,Winter,12.2,0.0,2.0,Yes,5
2022S001028    ,4,20,la Maternitat i Sant Ramon,144601,Diagonal,21,Not pedestrian´s fault,426590.9,4582222.46,212.196.996.172.514,413.881.833.879.904,20/02/2022,Yes,14-18,1,False,Winter,12.2,0.0,2.0,Yes,3
2022S001029    ,2,6,la Sagrada Família,73900,Castillejos,21,Not pedestrian´s fault,431112.71,4584743.63,217.576.191.929.697,414.112.907.128.977,20/02/2022,Yes,14-18,1,False,Winter,12.2,0.0,2.0,Yes,3
2022S001031    ,10,73,la Verneda i la Pau,266405,Prim,21,Not pedestrian´s fault,433522.53,4586222.09,220.443.026.707.785,414.248.097.096.228,20/02/2022,Yes,14-18,1,False,Winter,12.2,0.0,2.0,Yes,3
2022S001061    ,2,7,la Dreta de l'Eixample,359404,Cinc d'Oros,22,Not pedestrian´s fault,429830.21,4583317.69,216.058.365.403.706,413.983.368.468.595,20/02/2022,Yes,22-2,1,False,Winter,12.2,0.0,2.0,Yes,3
2022S001030    ,8,49,Canyelles,701268,Dalt (Llobregat),23,Not pedestrian´s fault,430538.22,4588335.49,216.847.614.386.600,414.435.917.801.892,20/02/2022,Yes,22-2,3,False,Winter,12.2,0.0,2.0,Yes,3
2022S001032    ,10,67,la Vila Olímpica del Poblenou,700662,Salvador Espriu,23,Not pedestrian´s fault,433204.48,4582713.13,220.101.167.659.214,413.931.791.106.419,20/02/2022,Yes,22-2,1,False,Winter,12.2,0.0,2.0,Yes,3
2022S001033    ,5,27,el Putxet i el Farró,267000,Riera de Cassoles,6,Not pedestrian´s fault,429055.7,4584007.37,215.123.861.099.446,414.044.805.711.083,21/02/2022,No,6-10,1,False,Winter,14.2,0.0,2.1,No,4
2022S001035    ,2,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,8,Not pedestrian´s fault,429223.68,4581256.55,215.356.953.213.069,413.797.197.362.648,21/02/2022,No,6-10,1,False,Winter,14.2,0.0,2.1,No,4
2022S001038    ,5,26,Sant Gervasi - Galvany,32700,Balmes,8,Not pedestrian´s fault,428983.4,4583732.52,215.040.596.732.874,414.019.987.197.510,21/02/2022,No,6-10,1,False,Winter,14.2,0.0,2.1,No,4
2022S001047    ,2,8,l'Antiga Esquerra de l'Eixample,100800,Diputació,8,Not pedestrian´s fault,429758.67,4581936.74,215.988.809.116.245,413.858.928.629.254,21/02/2022,No,6-10,1,False,Winter,14.2,0.0,2.1,No,4
2022S001034    ,8,45,Porta,282650,Rio de Janeiro,10,Not pedestrian´s fault,431558.34,4587606.68,218.076.930.662.682,414.371.152.761.167,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001039    ,-1,-1,Desconegut,-1,Desconegut,10,Not pedestrian´s fault,-1.0,-1.0,,,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001036    ,2,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,11,Not pedestrian´s fault,429217.76,4581250.88,215.349.940.311.732,413.796.681.477.553,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001041    ,3,15,Hostafrancs,169409,Corts Catalanes,11,Not pedestrian´s fault,428831.97,4580872.86,214.893.052.920.018,413.762.294.236.902,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001042    ,6,28,Vallcarca i els Penitents,158107,Vallcarca,11,Not pedestrian´s fault,429014.74,4584580.8,215.068.136.766.677,414.096.416.150.547,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001043    ,2,7,la Dreta de l'Eixample,169409,Corts Catalanes,11,Not pedestrian´s fault,430916.85,4582914.27,217.362.746.165.908,413.947.974.647.547,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001037    ,5,23,Sarrià,215302,Monestir,12,Not pedestrian´s fault,426227.31,4583618.05,211.745.162.479.434,414.007.195.746.635,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001040    ,4,19,les Corts,100107,Deu i Mata,12,Not pedestrian´s fault,428202.26,4582701.77,214.118.416.724.208,413.926.457.881.940,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001046    ,2,7,la Dreta de l'Eixample,286504,Roger de Flor,12,Not pedestrian´s fault,430965.1,4583547.85,217.413.233.246.341,414.005.080.588.301,21/02/2022,No,10-14,1,False,Winter,14.2,0.0,2.1,No,9
2022S001048    ,3,13,la Marina de Port,212406,Mineria,14,Not pedestrian´s fault,428163.32,4580092.92,214.102.769.210.802,413.691.453.731.341,21/02/2022,No,18-22,1,False,Winter,14.2,0.0,2.1,No,10
2022S001050    ,2,7,la Dreta de l'Eixample,169409,Corts Catalanes,14,Not pedestrian´s fault,430840.01,4582839.1,217.271.697.828.657,413.941.138.282.026,21/02/2022,No,18-22,1,False,Winter,14.2,0.0,2.1,No,10
2022S001053    ,2,5,el Fort Pienc,89004,Consell de Cent,14,Not pedestrian´s fault,431170.25,4583541.18,217.658.706.605.943,414.004.655.723.918,21/02/2022,No,18-22,1,False,Winter,14.2,0.0,2.1,No,10
2022S001054    ,10,68,el Poblenou,242906,Pallars,14,Disobey light traffic signal,433340.64,4584119.03,220.248.543.705.373,414.058.529.805.488,21/02/2022,No,18-22,2,False,Winter,14.2,0.0,2.1,No,10
2022S001049    ,1,1,el Raval,349207,Universitat,15,Not pedestrian´s fault,430250.79,4582109.11,216.575.357.974.780,413.874.881.631.275,21/02/2022,No,18-22,2,False,Winter,14.2,0.0,2.1,No,10
2022S001055    ,9,60,Sant Andreu,322007,Segre,16,Cross over the pedestrian crossing,432768.02,4587169.83,219.529.610.947.961,414.332.829.063.335,21/02/2022,No,18-22,1,False,Winter,14.2,0.0,2.1,No,10
2022S001056    ,8,44,Vilapicina i la Torre Llobeta,45701,Quinze,16,Not pedestrian´s fault,431236.35,4586594.65,217.703.067.883.525,414.279.727.890.779,21/02/2022,No,18-22,1,False,Winter,14.2,0.0,2.1,No,10
2022S001051    ,2,7,la Dreta de l'Eixample,335100,Tetuan,17,Not pedestrian´s fault,431096.96,4583105.03,217.576.001.709.550,413.965.310.317.110,21/02/2022,No,18-22,1,False,Winter,14.2,0.0,2.1,No,10
2022S001058    ,10,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),17,Not pedestrian´s fault,433185.75,4582626.29,220.079.723.506.943,413.923.954.091.210,21/02/2022,No,18-22,2,False,Winter,14.2,0.0,2.1,No,10
2022S001059    ,10,69,Diagonal Mar i el Front Marítim del Poblenou,242906,Pallars,17,Not pedestrian´s fault,433980.2,4584717.01,221.007.121.309.048,414.112.916.099.927,21/02/2022,No,18-22,2,False,Winter,14.2,0.0,2.1,No,10
2022S001052    ,8,49,Canyelles,701268,Dalt (Llobregat),18,Not pedestrian´s fault,430450.92,4588287.22,216.743.674.267.805,414.431.494.740.035,21/02/2022,No,14-18,1,False,Winter,14.2,0.0,2.1,No,3
2022S001057    ,7,35,el Guinardó,194406,Maragall,19,Not pedestrian´s fault,431594.51,4585735.67,218.141.392.171.320,414.202.668.355.949,21/02/2022,No,14-18,1,False,Winter,14.2,0.0,2.1,No,3
2022S001086    ,7,40,Montbau,701267,Dalt (Besòs),19,Not pedestrian´s fault,428441.28,4586554.86,214.358.726.576.149,414.273.702.839.214,21/02/2022,No,14-18,1,False,Winter,14.2,0.0,2.1,No,3
2022S001060    ,5,25,Sant Gervasi - la Bonanova,701103,Alfonso Comín,22,Not pedestrian´s fault,427991.72,4585305.07,213.835.633.987.298,414.160.738.060.008,21/02/2022,No,22-2,1,False,Winter,14.2,0.0,2.1,No,1
2022S001062    ,9,61,la Sagrera,292507,Gran de la Sagrera,6,Not pedestrian´s fault,432531.77,4585623.99,219.264.118.692.846,414.193.402.176.225,22/02/2022,No,6-10,1,False,Winter,13.0,0.0,2.1,No,5
2022S001063    ,5,23,Sarrià,701267,Dalt (Besòs),8,Not pedestrian´s fault,426127.78,4583994.27,211.621.516.414.583,414.040.988.744.679,22/02/2022,No,6-10,1,False,Winter,13.0,0.0,2.1,No,5
2022S001064    ,10,71,Provençals del Poblenou,701414,C-31,8,Not pedestrian´s fault,432719.59,4584620.76,219.500.009.622.528,414.103.201.777.629,22/02/2022,No,6-10,2,False,Winter,13.0,0.0,2.1,No,5
2022S001065    ,2,7,la Dreta de l'Eixample,74506,Catalunya,9,Not pedestrian´s fault,430055.25,4582836.93,216.333.098.440.781,413.940.264.141.324,22/02/2022,No,6-10,1,False,Winter,13.0,0.0,2.1,No,5
2022S001075    ,7,35,el Guinardó,365702,Mare de Déu de Montserrat,9,Not pedestrian´s fault,431091.8,4586088.51,217.535.854.729.455,414.234.017.830.669,22/02/2022,No,6-10,1,False,Winter,13.0,0.0,2.1,No,5
2022S001067    ,5,24,les Tres Torres,68605,Carril,10,Not pedestrian´s fault,427386.95,4583506.34,213.133.634.375.505,413.998.190.149.538,22/02/2022,No,10-14,1,False,Winter,13.0,0.0,2.1,No,6
2022S001068    ,9,60,Sant Andreu,209900,Meridiana,10,Not pedestrian´s fault,432156.47,4588400.76,218.783.892.072.890,414.443.180.262.260,22/02/2022,No,10-14,1,False,Winter,13.0,0.0,2.1,No,6
2022S001069    ,5,27,el Putxet i el Farró,143904,General Mitre,10,Not pedestrian´s fault,428457.94,4584276.82,214.405.605.958.152,414.068.544.253.540,22/02/2022,No,10-14,1,False,Winter,13.0,0.0,2.1,No,6
2022S001066    ,3,15,Hostafrancs,169409,Corts Catalanes,11,Not pedestrian´s fault,428831.97,4580872.86,214.893.052.920.018,413.762.294.236.902,22/02/2022,No,10-14,1,False,Winter,13.0,0.0,2.1,No,6
2022S001073    ,10,64,el Camp de l'Arpa del Clot,161101,Independència,12,Not pedestrian´s fault,431635.22,4584748.44,218.201.260.670.657,414.113.786.491.030,22/02/2022,No,10-14,1,False,Winter,13.0,0.0,2.1,No,6
2022S001072    ,2,5,el Fort Pienc,144601,Diagonal,13,Not pedestrian´s fault,431167.21,4583735.85,217.652.856.744.523,414.022.186.419.614,22/02/2022,No,10-14,2,False,Winter,13.0,0.0,2.1,No,6
2022S001076    ,6,32,el Camp d'en Grassot i Gràcia Nova,144306,Pi i Margall,15,Not pedestrian´s fault,430170.62,4584569.43,216.451.103.535.782,414.096.404.593.006,22/02/2022,No,18-22,1,False,Winter,13.0,0.0,2.1,No,6
2022S001079    ,2,10,Sant Antoni,349207,Universitat,15,Disobey light traffic signal,430138.0,4582066.54,216.440.958.394.365,413.870.949.612.760,22/02/2022,No,18-22,2,False,Winter,13.0,0.0,2.1,No,6
2022S000031    ,1,1,el Raval,700025,Josep Carner,16,Not pedestrian´s fault,431246.31,4580919.22,217.779.447.675.041,413.768.568.742.862,22/02/2022,No,18-22,1,False,Winter,13.0,0.0,2.1,No,6
2022S001077    ,2,6,la Sagrada Família,289105,Rosselló,16,Not pedestrian´s fault,431404.7,4584702.51,217.925.990.355.136,414.109.453.319.159,22/02/2022,No,18-22,1,False,Winter,13.0,0.0,2.1,No,6
2022S001078    ,2,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,16,Not pedestrian´s fault,430089.84,4582488.8,216.378.488.766.306,413.908.939.325.813,22/02/2022,No,18-22,2,False,Winter,13.0,0.0,2.1,No,6
2022S001080    ,10,68,el Poblenou,701265,Litoral (Besòs),16,Not pedestrian´s fault,433705.19,4583102.38,220.695.785.604.592,413.967.264.201.412,22/02/2022,No,18-22,1,False,Winter,13.0,0.0,2.1,No,6
2022S001085    ,2,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,18,Not pedestrian´s fault,430059.37,4582530.07,216.341.569.910.487,413.912.629.885.500,22/02/2022,No,14-18,1,False,Winter,13.0,0.0,2.1,No,3
2022S001083    ,2,10,Sant Antoni,169409,Corts Catalanes,19,Not pedestrian´s fault,429448.88,4581405.03,215.624.518.489.010,413.810.768.232.249,22/02/2022,No,14-18,2,False,Winter,13.0,0.0,2.1,No,3
2022S001084    ,7,33,el Baix Guinardó,68900,Cartagena,21,Not pedestrian´s fault,430799.02,4585212.34,217.195.537.483.380,414.154.852.714.669,22/02/2022,No,14-18,1,False,Winter,13.0,0.0,2.1,No,3
2022S001088    ,2,7,la Dreta de l'Eixample,232902,Urquinaona,23,Not pedestrian´s fault,430958.17,4582539.07,217.416.445.533.693,413.914.217.051.899,22/02/2022,No,22-2,2,False,Winter,13.0,0.0,2.1,No,1
2022S001087    ,4,20,la Maternitat i Sant Ramon,66508,Carles III,0,Not pedestrian´s fault,427212.15,4581440.33,212.949.373.043.261,413.811.955.171.055,23/02/2022,No,22-2,1,False,Winter,13.4,0.0,2.0,No,1
2022S001091    ,3,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,5,Not pedestrian´s fault,427359.17,4576570.3,213.183.495.274.419,413.373.462.048.225,23/02/2022,No,2-6,1,False,Winter,13.4,0.0,2.0,No,1
2022S001089    ,2,9,la Nova Esquerra de l'Eixample,110803,Entença,6,Not pedestrian´s fault,428800.22,4581712.72,214.845.221.211.176,413.837.909.368.245,23/02/2022,No,6-10,1,False,Winter,13.4,0.0,2.0,No,3
2022S001092    ,10,67,la Vila Olímpica del Poblenou,700696,Mestral,8,Not pedestrian´s fault,433144.3,4582369.69,220.032.979.846.955,413.900.808.335.756,23/02/2022,No,6-10,2,False,Winter,13.4,0.0,2.0,No,3
2022S001094    ,2,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,9,Not pedestrian´s fault,429632.24,4582185.05,215.834.725.636.978,413.881.182.568.386,23/02/2022,No,6-10,1,False,Winter,13.4,0.0,2.0,No,3
2022S001090    ,9,63,Navas,121402,Felip II,10,Not pedestrian´s fault,432089.76,4585990.59,218.731.121.606.395,414.226.048.270.797,23/02/2022,No,10-14,1,False,Winter,13.4,0.0,2.0,No,8
2022S001093    ,-1,-1,Desconegut,-1,Desconegut,10,Not pedestrian´s fault,-1.0,-1.0,,,23/02/2022,No,10-14,2,False,Winter,13.4,0.0,2.0,No,8
2022S001228    ,10,71,Provençals del Poblenou,115603,Espronceda,10,Not pedestrian´s fault,433092.12,4584771.86,219.944.023.417.275,414.117.121.892.296,23/02/2022,No,10-14,1,False,Winter,13.4,0.0,2.0,No,8
2022S001095    ,9,59,el Bon Pastor,151957,Guayaquil,11,Not pedestrian´s fault,433908.76,4588122.64,220.884.422.616.250,414.419.592.584.378,23/02/2022,No,10-14,1,False,Winter,13.4,0.0,2.0,No,8
2022S001096    ,2,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,12,Not pedestrian´s fault,428520.96,4582640.01,214.500.320.986.286,413.921.179.272.605,23/02/2022,No,10-14,1,False,Winter,13.4,0.0,2.0,No,8
2022S001097    ,2,8,l'Antiga Esquerra de l'Eixample,320704,Sarrià,12,Not pedestrian´s fault,428532.59,4582672.59,214.513.846.282.577,413.924.123.964.220,23/02/2022,No,10-14,1,False,Winter,13.4,0.0,2.0,No,8
2022S001098    ,7,37,el Carmel,275304,Ramon Rocafull,13,Not pedestrian´s fault,429304.91,4586352.91,215.394.569.028.904,414.256.278.743.676,23/02/2022,No,10-14,1,False,Winter,13.4,0.0,2.0,No,8
2022S001101    ,6,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,13,Not pedestrian´s fault,430285.46,4583984.61,216.595.229.079.888,414.043.831.624.764,23/02/2022,No,10-14,1,False,Winter,13.4,0.0,2.0,No,8
2022S001099    ,9,61,la Sagrera,209900,Meridiana,14,Not pedestrian´s fault,431964.57,4586733.43,218.572.961.105.406,414.292.847.420.865,23/02/2022,No,18-22,2,False,Winter,13.4,0.0,2.0,No,6
2022S001102    ,5,24,les Tres Torres,701434,Mig (Descendent),14,Not pedestrian´s fault,427601.03,4583483.71,213.389.978.931.080,413.996.345.007.133,23/02/2022,No,18-22,1,False,Winter,13.4,0.0,2.0,No,6
2022S001103    ,2,10,Sant Antoni,361406,Viladomat,14,Not pedestrian´s fault,429738.16,4581361.43,215.970.952.115.223,413.807.094.463.445,23/02/2022,No,18-22,1,False,Winter,13.4,0.0,2.0,No,6
2022S001106    ,2,9,la Nova Esquerra de l'Eixample,100800,Diputació,14,Not pedestrian´s fault,429090.34,4581282.56,215.197.201.214.574,413.799.422.594.215,23/02/2022,No,18-22,1,False,Winter,13.4,0.0,2.0,No,6
2022S001104    ,2,10,Sant Antoni,361406,Viladomat,15,Not pedestrian´s fault,429949.34,4581111.69,216.226.371.783.741,413.784.785.322.186,23/02/2022,No,18-22,1,False,Winter,13.4,0.0,2.0,No,6
2022S001107    ,5,25,Sant Gervasi - la Bonanova,143904,General Mitre,17,Not pedestrian´s fault,428162.42,4584166.37,214.053.388.841.357,414.058.332.929.078,23/02/2022,No,18-22,1,False,Winter,13.4,0.0,2.0,No,6
2022S001109    ,7,43,Horta,157308,Horta a Cerdanyola,18,Not pedestrian´s fault,428918.43,4588644.11,214.905.142.307.000,414.462.296.000.085,23/02/2022,No,14-18,1,False,Winter,13.4,0.0,2.0,No,5
2022S001108    ,3,12,la Marina del Prat Vermell,701265,Litoral (Besòs),19,Not pedestrian´s fault,429470.26,4578385.67,215.685.202.527.286,413.538.842.742.343,23/02/2022,No,14-18,1,False,Winter,13.4,0.0,2.0,No,5
2022S000652    ,3,16,la Bordeta,169409,Corts Catalanes,20,Not pedestrian´s fault,428225.71,4580279.72,214.175.151.504.409,413.708.333.802.759,23/02/2022,No,14-18,1,False,Winter,13.4,0.0,2.0,No,5
2022S001111    ,2,6,la Sagrada Família,89004,Consell de Cent,20,Disobey light traffic signal,431901.4,4584250.51,218.525.318.605.695,414.069.165.478.290,23/02/2022,No,14-18,1,False,Winter,13.4,0.0,2.0,No,5
2022S001113    ,7,41,la Vall d'Hebron,700825,Granja Vella,20,Not pedestrian´s fault,428672.98,4586728.35,214.633.948.008.678,414.289.534.399.918,23/02/2022,No,14-18,1,False,Winter,13.4,0.0,2.0,No,5
2022S001115    ,6,32,el Camp d'en Grassot i Gràcia Nova,109203,Encarnació,8,Not pedestrian´s fault,430022.07,4584517.13,216.273.990.622.426,414.091.564.932.175,24/02/2022,No,6-10,1,False,Winter,14.1,0.0,1.6,No,4
2022S001116    ,5,24,les Tres Torres,28000,Augusta,9,Not pedestrian´s fault,427569.37,4583469.29,213.352.281.121.140,413.995.017.745.000,24/02/2022,No,6-10,1,False,Winter,14.1,0.0,1.6,No,4
2022S001117    ,5,25,Sant Gervasi - la Bonanova,334108,Teodora Lamadrid,9,Not pedestrian´s fault,427776.39,4584622.54,213.586.148.047.188,414.099.072.317.894,24/02/2022,No,6-10,1,False,Winter,14.1,0.0,1.6,No,4
2022S001119    ,1,4,"Sant Pere, Santa Caterina i la Ribera",134506,Freixures,9,Not pedestrian´s fault,431333.92,4582177.07,217.869.953.642.114,413.881.934.471.201,24/02/2022,No,6-10,1,False,Winter,14.1,0.0,1.6,No,4
2022S001120    ,2,8,l'Antiga Esquerra de l'Eixample,100800,Diputació,12,Not pedestrian´s fault,430055.22,4582258.04,216.339.747.695.968,413.888.125.446.508,24/02/2022,No,10-14,1,False,Winter,14.1,0.0,1.6,No,2
2022S001071    ,5,24,les Tres Torres,101904,Doctor Fleming,13,Not pedestrian´s fault,427756.14,4583047.98,213.580.713.812.773,413.957.240.113.959,24/02/2022,No,10-14,1,False,Winter,14.1,0.0,1.6,No,2
2022S001121    ,3,12,la Marina del Prat Vermell,180,A Zona Franca,14,Not pedestrian´s fault,428024.73,4576184.08,213.983.427.989.213,413.339.273.615.672,24/02/2022,No,18-22,1,False,Winter,14.1,0.0,1.6,No,4
2022S001110    ,2,7,la Dreta de l'Eixample,145003,Girona,16,Cross over the pedestrian crossing,431027.4,4582877.35,217.495.393.395.099,413.944.744.269.980,24/02/2022,No,18-22,2,False,Winter,14.1,0.0,1.6,No,4
2022S001124    ,4,19,les Corts,701433,Mig (Ascendent),16,Not pedestrian´s fault,427146.12,4582471.82,212.858.009.477.960,413.904.797.481.664,24/02/2022,No,18-22,1,False,Winter,14.1,0.0,1.6,No,4
2022S001126    ,2,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,17,Not pedestrian´s fault,429962.9,4582548.18,216.225.981.188.519,413.914.177.044.716,24/02/2022,No,18-22,1,False,Winter,14.1,0.0,1.6,No,4
2022S001157    ,2,10,Sant Antoni,362001,Vilamarí,19,Not pedestrian´s fault,429244.67,4581057.25,215.384.379.761.706,413.779.265.549.279,24/02/2022,No,14-18,1,False,Winter,14.1,0.0,1.6,No,3
2022S001128    ,9,62,el Congrés i els Indians,65403,Cardenal Tedeschini,20,Not pedestrian´s fault,431681.95,4586627.72,218.235.939.816.739,414.283.086.610.661,24/02/2022,No,14-18,1,False,Winter,14.1,0.0,1.6,No,3
2022S001129    ,5,27,el Putxet i el Farró,152508,Guillem Tell,20,Not pedestrian´s fault,428989.0,4584058.57,215.043.470.475.948,414.049.358.207.676,24/02/2022,No,14-18,1,False,Winter,14.1,0.0,1.6,No,3
2022S001130    ,2,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,23,Not pedestrian´s fault,429742.65,4582333.21,215.965.052.484.105,413.894.623.344.111,24/02/2022,No,22-2,1,False,Winter,14.1,0.0,1.6,No,2
2022S001131    ,2,7,la Dreta de l'Eixample,148307,Gràcia,23,Not pedestrian´s fault,430206.52,4582865.55,216.513.697.141.264,413.942.973.268.784,24/02/2022,No,22-2,1,False,Winter,14.1,0.0,1.6,No,2
2022S001136    ,9,57,la Trinitat Vella,34400,Bàrcino,6,Not pedestrian´s fault,432824.98,4589602.36,219.570.729.251.411,414.551.966.258.765,25/02/2022,No,6-10,2,True,Winter,13.0,0.0,1.4,No,6
2022S001134    ,5,26,Sant Gervasi - Galvany,32700,Balmes,8,Not pedestrian´s fault,428924.46,4583756.01,214.969.816.595.558,414.022.050.768.124,25/02/2022,No,6-10,1,True,Winter,13.0,0.0,1.4,No,6
2022S001135    ,2,7,la Dreta de l'Eixample,169409,Corts Catalanes,8,Not pedestrian´s fault,430795.1,4582761.18,217.218.872.858.414,413.934.081.644.021,25/02/2022,No,6-10,1,True,Winter,13.0,0.0,1.4,No,6
2022S001137    ,2,7,la Dreta de l'Eixample,268003,Provença,9,Not pedestrian´s fault,430096.88,4583240.65,216.378.230.052.946,413.976.662.011.094,25/02/2022,No,6-10,1,True,Winter,13.0,0.0,1.4,No,6
2022S001139    ,2,8,l'Antiga Esquerra de l'Eixample,55807,Francesc Macià,9,Not pedestrian´s fault,428631.84,4582893.65,214.629.947.034.363,413.944.122.130.636,25/02/2022,No,6-10,1,True,Winter,13.0,0.0,1.4,No,6
2022S001141    ,10,70,el Besòs i el Maresme,701265,Litoral (Besòs),9,Not pedestrian´s fault,434814.7,4584391.21,222.009.023.251.700,414.084.253.218.840,25/02/2022,No,6-10,1,True,Winter,13.0,0.0,1.4,No,6
2022S001138    ,9,60,Sant Andreu,119003,Fabra i Puig,11,Not pedestrian´s fault,431953.57,4587051.53,218.556.216.338.048,414.321.488.260.415,25/02/2022,No,10-14,1,True,Winter,13.0,0.0,1.4,No,7
2022S001140    ,6,31,la Vila de Gràcia,341103,Torrent d'en Vidalet,11,Not pedestrian´s fault,429826.78,4584151.04,216.044.602.319.273,414.058.422.302.771,25/02/2022,No,10-14,1,True,Winter,13.0,0.0,1.4,No,7
2022S001142    ,10,72,Sant Martí de Provençals,153205,Guipúscoa,11,Not pedestrian´s fault,432764.09,4585237.96,219.546.389.130.208,414.158.828.373.462,25/02/2022,No,10-14,1,True,Winter,13.0,0.0,1.4,No,7
2022S001143    ,2,9,la Nova Esquerra de l'Eixample,110803,Entença,13,Not pedestrian´s fault,429167.48,4581337.81,215.288.799.598.568,413.804.466.717.023,25/02/2022,No,10-14,1,True,Winter,13.0,0.0,1.4,No,7
2022S001144    ,2,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,13,Disobey light traffic signal,429546.49,4582097.17,215.733.194.698.459,413.873.192.460.579,25/02/2022,No,10-14,1,True,Winter,13.0,0.0,1.4,No,7
2022S001146    ,8,52,la Prosperitat,282650,Rio de Janeiro,13,Not pedestrian´s fault,431762.45,4588111.09,218.315.525.062.260,414.416.756.821.735,25/02/2022,No,10-14,1,True,Winter,13.0,0.0,1.4,No,7
