District_name,Week_day,Month,Time,Sex,Age,Day,Holiday,Time_segment,Number of victims,Slightly injured,Severely injured,Weekend Exit,Season,Density,Weekend Return,Number of accidents by time segment
Nou Barris,Wednesday,3,0,Man,21,2022-03-09,No,Leisure,0,0,1,False,Winter,0,No,2
Sant Martí,Wednesday,3,7,Man,22,2022-03-09,No,Work Entrance,0,1,0,False,Winter,1,No,4
Eixample,Wednesday,3,7,Woman,21,2022-03-09,No,Work Entrance,0,0,1,False,Winter,1,No,4
Sant Martí,Wednesday,3,7,Man,48,2022-03-09,No,Work Entrance,0,0,1,False,Winter,1,No,4
Sants-Montjuïc,Wednesday,3,7,Woman,29,2022-03-09,No,Work Entrance,0,1,0,False,Winter,1,No,4
Eixample,Wednesday,3,12,Man,33,2022-03-09,No,Morning,0,1,0,False,Winter,2,No,4
Gràcia,Wednesday,3,12,Woman,37,2022-03-09,No,Morning,0,0,1,False,Winter,2,No,4
Sant Andreu,Wednesday,3,13,Man,56,2022-03-09,No,Morning,0,0,1,False,Winter,2,No,4
Les Corts,Wednesday,3,13,Woman,67,2022-03-09,No,Morning,0,1,0,False,Winter,2,No,4
Eixample,Wednesday,3,16,Woman,14,2022-03-09,No,Work Departure,0,0,1,False,Winter,2,No,3
Horta-Guinardó,Wednesday,3,16,Woman,36,2022-03-09,No,Work Departure,0,0,1,False,Winter,2,No,3
Sant Martí,Wednesday,3,16,Man,80,2022-03-09,No,Work Departure,0,0,1,False,Winter,2,No,3
Sarrià-Sant Gervasi,Wednesday,3,19,Woman,27,2022-03-09,No,Afternoon,0,1,0,False,Winter,2,No,1
Eixample,Thursday,3,7,Man,23,2022-03-10,No,Work Entrance,0,1,0,False,Winter,1,No,9
Sants-Montjuïc,Thursday,3,7,Man,40,2022-03-10,No,Work Entrance,0,0,1,False,Winter,1,No,9
Sants-Montjuïc,Thursday,3,8,Woman,16,2022-03-10,No,Work Entrance,0,1,0,False,Winter,2,No,9
Sarrià-Sant Gervasi,Thursday,3,8,Woman,25,2022-03-10,No,Work Entrance,0,1,0,False,Winter,2,No,9
Sarrià-Sant Gervasi,Thursday,3,8,Man,44,2022-03-10,No,Work Entrance,0,0,1,False,Winter,2,No,9
Eixample,Thursday,3,8,Man,27,2022-03-10,No,Work Entrance,0,0,1,False,Winter,2,No,9
Eixample,Thursday,3,9,Woman,34,2022-03-10,No,Work Entrance,0,0,1,False,Winter,2,No,9
Sants-Montjuïc,Thursday,3,9,Man,61,2022-03-10,No,Work Entrance,0,1,0,False,Winter,2,No,9
Nou Barris,Thursday,3,9,Woman,69,2022-03-10,No,Work Entrance,0,0,1,False,Winter,2,No,9
Nou Barris,Thursday,3,12,Woman,32,2022-03-10,No,Morning,0,0,1,False,Winter,2,No,6
Nou Barris,Thursday,3,12,Woman,48,2022-03-10,No,Morning,0,0,1,False,Winter,2,No,6
Eixample,Thursday,3,13,Woman,18,2022-03-10,No,Morning,0,1,0,False,Winter,1,No,6
Ciutat Vella,Thursday,3,13,Man,46,2022-03-10,No,Morning,0,1,0,False,Winter,1,No,6
Eixample,Thursday,3,13,Man,49,2022-03-10,No,Morning,0,1,0,False,Winter,1,No,6
Ciutat Vella,Thursday,3,13,Man,23,2022-03-10,No,Morning,0,1,0,False,Winter,1,No,6
Nou Barris,Thursday,3,14,Man,56,2022-03-10,No,Work Departure,0,0,1,False,Winter,1,No,3
Eixample,Thursday,3,15,Man,22,2022-03-10,No,Work Departure,0,1,0,False,Winter,1,No,3
Nou Barris,Thursday,3,17,Woman,54,2022-03-10,No,Work Departure,0,0,1,False,Winter,2,No,3
Eixample,Thursday,3,18,Man,45,2022-03-10,No,Afternoon,0,0,1,False,Winter,2,No,2
Sant Andreu,Thursday,3,19,Woman,66,2022-03-10,No,Afternoon,0,1,0,False,Winter,2,No,2
Eixample,Friday,3,7,Woman,30,2022-03-11,No,Work Entrance,0,0,1,True,Winter,1,No,3
Sarrià-Sant Gervasi,Friday,3,8,Woman,31,2022-03-11,No,Work Entrance,0,1,0,True,Winter,2,No,3
Sants-Montjuïc,Friday,3,9,Man,22,2022-03-11,No,Work Entrance,0,0,1,True,Winter,2,No,3
Sarrià-Sant Gervasi,Friday,3,13,Woman,47,2022-03-11,No,Morning,0,0,1,True,Winter,2,No,1
Horta-Guinardó,Friday,3,16,Man,37,2022-03-11,No,Work Departure,0,0,1,True,Winter,2,No,1
Horta-Guinardó,Friday,3,18,Man,51,2022-03-11,No,Afternoon,0,0,1,True,Winter,2,No,7
Eixample,Friday,3,19,Man,53,2022-03-11,No,Afternoon,0,0,1,True,Winter,2,No,7
Sants-Montjuïc,Friday,3,20,Woman,33,2022-03-11,No,Afternoon,0,0,1,True,Winter,2,No,7
Sant Martí,Friday,3,20,Man,20,2022-03-11,No,Afternoon,0,1,0,True,Winter,2,No,7
Ciutat Vella,Friday,3,20,Man,21,2022-03-11,No,Afternoon,0,0,1,True,Winter,2,No,7
Sant Martí,Friday,3,21,Woman,29,2022-03-11,No,Afternoon,0,0,1,True,Winter,1,No,7
Sant Martí,Friday,3,21,Man,24,2022-03-11,No,Afternoon,0,0,1,True,Winter,1,No,7
Sant Andreu,Friday,3,23,Woman,30,2022-03-11,No,Leisure,0,1,0,True,Winter,1,No,1
Ciutat Vella,Saturday,3,3,Man,25,2022-03-12,Yes,Early Morning,0,0,1,False,Winter,0,No,3
Nou Barris,Saturday,3,3,Woman,40,2022-03-12,Yes,Early Morning,0,0,1,False,Winter,0,No,3
Sant Martí,Saturday,3,4,Man,33,2022-03-12,Yes,Early Morning,0,0,1,False,Winter,0,No,3
Sarrià-Sant Gervasi,Saturday,3,6,Man,23,2022-03-12,Yes,Work Entrance,0,0,1,False,Winter,0,No,4
Sant Martí,Saturday,3,6,Woman,19,2022-03-12,Yes,Work Entrance,0,0,1,False,Winter,0,No,4
Eixample,Saturday,3,7,Man,61,2022-03-12,Yes,Work Entrance,0,0,1,False,Winter,1,No,4
Eixample,Saturday,3,8,Man,27,2022-03-12,Yes,Work Entrance,0,0,1,False,Winter,1,No,4
Sarrià-Sant Gervasi,Saturday,3,10,Woman,83,2022-03-12,Yes,Morning,0,0,1,False,Winter,1,No,3
Gràcia,Saturday,3,12,Man,48,2022-03-12,Yes,Morning,0,0,1,False,Winter,1,No,3
Sant Martí,Saturday,3,13,Man,25,2022-03-12,Yes,Morning,0,0,1,False,Winter,1,No,3
Sarrià-Sant Gervasi,Saturday,3,15,Woman,17,2022-03-12,Yes,Work Departure,0,1,0,False,Winter,1,No,4
Sants-Montjuïc,Saturday,3,16,Man,50,2022-03-12,Yes,Work Departure,0,0,1,False,Winter,1,No,4
Eixample,Saturday,3,16,Woman,26,2022-03-12,Yes,Work Departure,0,0,1,False,Winter,1,No,4
Sant Martí,Saturday,3,17,Woman,69,2022-03-12,Yes,Work Departure,0,0,1,False,Winter,1,No,4
Les Corts,Saturday,3,20,Man,22,2022-03-12,Yes,Afternoon,0,0,1,False,Winter,1,No,1
Eixample,Sunday,3,7,Man,51,2022-03-13,Yes,Work Entrance,0,1,0,False,Winter,0,Yes,1
Eixample,Sunday,3,13,Woman,23,2022-03-13,Yes,Morning,0,0,1,False,Winter,1,Yes,1
Gràcia,Sunday,3,14,Man,46,2022-03-13,Yes,Work Departure,0,0,1,False,Winter,1,Yes,3
Eixample,Sunday,3,15,Man,28,2022-03-13,Yes,Work Departure,0,0,1,False,Winter,1,Yes,3
Horta-Guinardó,Sunday,3,16,Woman,58,2022-03-13,Yes,Work Departure,0,0,1,False,Winter,1,Yes,3
Eixample,Sunday,3,18,Man,31,2022-03-13,Yes,Afternoon,0,0,1,False,Winter,1,Yes,3
Gràcia,Sunday,3,20,Man,25,2022-03-13,Yes,Afternoon,0,0,1,False,Winter,1,Yes,3
Gràcia,Sunday,3,21,Man,37,2022-03-13,Yes,Afternoon,0,0,1,False,Winter,1,Yes,3
Sarrià-Sant Gervasi,Monday,3,7,Man,16,2022-03-14,No,Work Entrance,0,1,0,False,Winter,1,No,4
Eixample,Monday,3,7,Man,56,2022-03-14,No,Work Entrance,0,1,0,False,Winter,1,No,4
Les Corts,Monday,3,8,Man,51,2022-03-14,No,Work Entrance,0,1,0,False,Winter,2,No,4
Eixample,Monday,3,9,Man,49,2022-03-14,No,Work Entrance,0,1,0,False,Winter,2,No,4
Sant Martí,Monday,3,11,Woman,64,2022-03-14,No,Morning,0,1,0,False,Winter,1,No,3
Eixample,Monday,3,11,Woman,43,2022-03-14,No,Morning,0,1,0,False,Winter,1,No,3
Sarrià-Sant Gervasi,Monday,3,13,Woman,34,2022-03-14,No,Morning,0,0,1,False,Winter,1,No,3
Sant Martí,Monday,3,14,Man,55,2022-03-14,No,Work Departure,0,0,1,False,Winter,1,No,3
Sants-Montjuïc,Monday,3,14,Man,46,2022-03-14,No,Work Departure,0,1,0,False,Winter,1,No,3
Sarrià-Sant Gervasi,Monday,3,16,Woman,21,2022-03-14,No,Work Departure,0,0,1,False,Winter,1,No,3
Sarrià-Sant Gervasi,Monday,3,19,Man,35,2022-03-14,No,Afternoon,0,0,1,False,Winter,1,No,3
Nou Barris,Monday,3,20,Man,17,2022-03-14,No,Afternoon,0,0,1,False,Winter,1,No,3
Eixample,Monday,3,20,Man,45,2022-03-14,No,Afternoon,0,1,0,False,Winter,1,No,3
Eixample,Tuesday,3,7,Woman,39,2022-03-15,No,Work Entrance,0,1,0,False,Winter,1,No,2
Sant Andreu,Tuesday,3,9,Man,49,2022-03-15,No,Work Entrance,0,0,1,False,Winter,2,No,2
Sants-Montjuïc,Tuesday,3,13,Woman,51,2022-03-15,No,Morning,0,0,1,False,Winter,1,No,3
Sants-Montjuïc,Tuesday,3,13,Woman,82,2022-03-15,No,Morning,0,0,1,False,Winter,1,No,3
Eixample,Tuesday,3,13,Man,33,2022-03-15,No,Morning,0,0,1,False,Winter,1,No,3
Eixample,Tuesday,3,14,Man,62,2022-03-15,No,Work Departure,0,0,1,False,Winter,1,No,6
Sarrià-Sant Gervasi,Tuesday,3,14,Man,25,2022-03-15,No,Work Departure,0,0,1,False,Winter,1,No,6
Sant Martí,Tuesday,3,16,Man,26,2022-03-15,No,Work Departure,0,0,1,False,Winter,1,No,6
Nou Barris,Tuesday,3,17,Man,44,2022-03-15,No,Work Departure,0,0,1,False,Winter,2,No,6
Eixample,Tuesday,3,17,Man,61,2022-03-15,No,Work Departure,0,0,1,False,Winter,2,No,6
Sant Martí,Tuesday,3,17,Man,23,2022-03-15,No,Work Departure,0,0,1,False,Winter,2,No,6
Les Corts,Tuesday,3,18,Woman,85,2022-03-15,No,Afternoon,0,0,1,False,Winter,2,No,7
Eixample,Tuesday,3,18,Woman,34,2022-03-15,No,Afternoon,0,0,1,False,Winter,2,No,7
Sarrià-Sant Gervasi,Tuesday,3,19,Man,26,2022-03-15,No,Afternoon,0,0,1,False,Winter,1,No,7
Eixample,Tuesday,3,19,Man,20,2022-03-15,No,Afternoon,0,0,1,False,Winter,1,No,7
Sant Andreu,Tuesday,3,19,Woman,90,2022-03-15,No,Afternoon,0,0,1,False,Winter,1,No,7
Sant Martí,Tuesday,3,20,Woman,38,2022-03-15,No,Afternoon,0,0,1,False,Winter,1,No,7
Sants-Montjuïc,Tuesday,3,21,Woman,29,2022-03-15,No,Afternoon,0,1,0,False,Winter,1,No,7
Sant Andreu,Wednesday,3,7,Woman,60,2022-03-16,No,Work Entrance,0,1,0,False,Winter,1,No,4
Sant Martí,Wednesday,3,8,Woman,51,2022-03-16,No,Work Entrance,0,0,1,False,Winter,2,No,4
Eixample,Wednesday,3,9,Woman,51,2022-03-16,No,Work Entrance,0,1,0,False,Winter,2,No,4
Sant Andreu,Wednesday,3,9,Man,30,2022-03-16,No,Work Entrance,0,1,0,False,Winter,2,No,4
Eixample,Wednesday,3,10,Woman,84,2022-03-16,No,Morning,0,0,1,False,Winter,1,No,2
Horta-Guinardó,Wednesday,3,13,Man,56,2022-03-16,No,Morning,0,0,1,False,Winter,2,No,2
Eixample,Wednesday,3,14,Man,72,2022-03-16,No,Work Departure,0,1,0,False,Winter,1,No,6
Eixample,Wednesday,3,14,Man,33,2022-03-16,No,Work Departure,0,0,1,False,Winter,1,No,6
Ciutat Vella,Wednesday,3,16,Man,52,2022-03-16,No,Work Departure,0,0,1,False,Winter,1,No,6
Sarrià-Sant Gervasi,Wednesday,3,16,Man,55,2022-03-16,No,Work Departure,0,1,0,False,Winter,1,No,6
Eixample,Wednesday,3,16,Man,61,2022-03-16,No,Work Departure,0,1,0,False,Winter,1,No,6
Horta-Guinardó,Wednesday,3,17,Woman,47,2022-03-16,No,Work Departure,0,0,1,False,Winter,2,No,6
Eixample,Thursday,3,0,Man,44,2022-03-17,No,Leisure,0,0,1,False,Winter,0,No,1
Sant Martí,Thursday,3,7,Man,32,2022-03-17,No,Work Entrance,0,0,1,False,Winter,1,No,3
Eixample,Thursday,3,9,Woman,45,2022-03-17,No,Work Entrance,0,1,0,False,Winter,2,No,3
Eixample,Thursday,3,9,Man,51,2022-03-17,No,Work Entrance,0,0,1,False,Winter,2,No,3
Ciutat Vella,Thursday,3,10,Man,46,2022-03-17,No,Morning,0,0,1,False,Winter,2,No,8
Sants-Montjuïc,Thursday,3,11,Man,30,2022-03-17,No,Morning,0,0,1,False,Winter,2,No,8
Sants-Montjuïc,Thursday,3,11,Man,55,2022-03-17,No,Morning,0,0,1,False,Winter,2,No,8
Nou Barris,Thursday,3,11,Woman,73,2022-03-17,No,Morning,0,0,1,False,Winter,2,No,8
Gràcia,Thursday,3,12,Woman,76,2022-03-17,No,Morning,0,1,0,False,Winter,2,No,8
Sarrià-Sant Gervasi,Thursday,3,12,Man,63,2022-03-17,No,Morning,0,1,0,False,Winter,2,No,8
Sarrià-Sant Gervasi,Thursday,3,13,Man,38,2022-03-17,No,Morning,0,1,0,False,Winter,2,No,8
Eixample,Thursday,3,13,Woman,62,2022-03-17,No,Morning,0,0,1,False,Winter,2,No,8
Eixample,Thursday,3,14,Man,33,2022-03-17,No,Work Departure,0,0,1,False,Winter,1,No,4
Les Corts,Thursday,3,15,Man,26,2022-03-17,No,Work Departure,0,0,1,False,Winter,1,No,4
Eixample,Thursday,3,16,Man,35,2022-03-17,No,Work Departure,0,0,1,False,Winter,1,No,4
Desconegut,Thursday,3,17,Man,35,2022-03-17,No,Work Departure,0,1,0,False,Winter,2,No,4
Nou Barris,Thursday,3,18,Woman,28,2022-03-17,No,Afternoon,0,0,1,False,Winter,2,No,5
Sant Martí,Thursday,3,20,Man,10,2022-03-17,No,Afternoon,0,0,1,False,Winter,1,No,5
Sants-Montjuïc,Thursday,3,20,Man,38,2022-03-17,No,Afternoon,0,0,1,False,Winter,1,No,5
Desconegut,Thursday,3,20,Man,31,2022-03-17,No,Afternoon,0,0,1,False,Winter,1,No,5
Eixample,Thursday,3,21,Woman,48,2022-03-17,No,Afternoon,0,0,1,False,Winter,1,No,5
Eixample,Friday,3,2,Man,46,2022-03-18,No,Early Morning,0,0,1,True,Winter,0,No,1
Desconegut,Friday,3,8,Man,16,2022-03-18,No,Work Entrance,0,1,0,True,Winter,2,No,3
Sarrià-Sant Gervasi,Friday,3,8,Woman,41,2022-03-18,No,Work Entrance,0,1,0,True,Winter,2,No,3
Eixample,Friday,3,9,Woman,41,2022-03-18,No,Work Entrance,0,1,0,True,Winter,2,No,3
Horta-Guinardó,Friday,3,10,Man,57,2022-03-18,No,Morning,0,0,1,True,Winter,1,No,7
Eixample,Friday,3,10,Man,28,2022-03-18,No,Morning,0,0,1,True,Winter,1,No,7
Sarrià-Sant Gervasi,Friday,3,10,Woman,70,2022-03-18,No,Morning,0,0,1,True,Winter,1,No,7
Eixample,Friday,3,11,Woman,44,2022-03-18,No,Morning,0,1,0,True,Winter,2,No,7
Horta-Guinardó,Friday,3,13,Woman,16,2022-03-18,No,Morning,0,1,0,True,Winter,2,No,7
Sant Martí,Friday,3,13,Man,31,2022-03-18,No,Morning,0,0,1,True,Winter,2,No,7
Sant Martí,Friday,3,13,Woman,43,2022-03-18,No,Morning,0,0,1,True,Winter,2,No,7
Nou Barris,Friday,3,14,Woman,33,2022-03-18,No,Work Departure,0,0,1,True,Winter,2,No,8
Horta-Guinardó,Friday,3,14,Man,53,2022-03-18,No,Work Departure,0,0,1,True,Winter,2,No,8
Desconegut,Friday,3,14,Man,42,2022-03-18,No,Work Departure,0,1,0,True,Winter,2,No,8
Horta-Guinardó,Friday,3,16,Woman,21,2022-03-18,No,Work Departure,0,0,1,True,Winter,2,No,8
Eixample,Friday,3,16,Woman,19,2022-03-18,No,Work Departure,0,0,1,True,Winter,2,No,8
Sant Martí,Friday,3,16,Man,32,2022-03-18,No,Work Departure,0,0,1,True,Winter,2,No,8
Sant Andreu,Friday,3,16,Man,36,2022-03-18,No,Work Departure,0,0,1,True,Winter,2,No,8
Eixample,Friday,3,17,Woman,63,2022-03-18,No,Work Departure,0,0,1,True,Winter,2,No,8
Gràcia,Friday,3,21,Man,36,2022-03-18,No,Afternoon,0,1,0,True,Winter,1,No,1
Eixample,Friday,3,23,Woman,31,2022-03-18,No,Leisure,0,0,1,True,Winter,1,No,2
Sant Martí,Friday,3,23,Man,38,2022-03-18,No,Leisure,0,0,1,True,Winter,1,No,2
Eixample,Saturday,3,0,Man,37,2022-03-19,Yes,Leisure,0,0,1,False,Winter,1,No,3
Sants-Montjuïc,Saturday,3,0,Man,29,2022-03-19,Yes,Leisure,0,0,1,False,Winter,1,No,3
Sant Martí,Saturday,3,0,Woman,23,2022-03-19,Yes,Leisure,0,0,1,False,Winter,1,No,3
Sant Andreu,Saturday,3,7,Woman,40,2022-03-19,Yes,Work Entrance,0,0,1,False,Winter,1,No,2
Sants-Montjuïc,Saturday,3,8,Woman,31,2022-03-19,Yes,Work Entrance,0,0,1,False,Winter,1,No,2
Eixample,Saturday,3,10,Woman,27,2022-03-19,Yes,Morning,0,0,1,False,Winter,1,No,2
Eixample,Saturday,3,13,Woman,43,2022-03-19,Yes,Morning,0,1,0,False,Winter,2,No,2
Eixample,Saturday,3,16,Man,28,2022-03-19,Yes,Work Departure,0,1,0,False,Winter,1,No,1
Nou Barris,Saturday,3,18,Man,42,2022-03-19,Yes,Afternoon,0,0,1,False,Winter,1,No,3
Horta-Guinardó,Saturday,3,18,Man,22,2022-03-19,Yes,Afternoon,0,0,1,False,Winter,1,No,3
Gràcia,Saturday,3,21,Woman,36,2022-03-19,Yes,Afternoon,0,1,0,False,Winter,1,No,3
Nou Barris,Sunday,3,14,Man,61,2022-03-20,Yes,Work Departure,0,0,1,False,Spring,1,Yes,5
Gràcia,Sunday,3,14,Woman,25,2022-03-20,Yes,Work Departure,0,0,1,False,Spring,1,Yes,5
Sants-Montjuïc,Sunday,3,14,Woman,36,2022-03-20,Yes,Work Departure,0,0,1,False,Spring,1,Yes,5
Gràcia,Sunday,3,16,Woman,23,2022-03-20,Yes,Work Departure,0,0,1,False,Spring,1,Yes,5
Horta-Guinardó,Sunday,3,17,Woman,61,2022-03-20,Yes,Work Departure,0,0,1,False,Spring,1,Yes,5
Sant Martí,Sunday,3,18,Woman,53,2022-03-20,Yes,Afternoon,0,0,1,False,Spring,1,Yes,5
Ciutat Vella,Sunday,3,19,Man,25,2022-03-20,Yes,Afternoon,0,0,1,False,Spring,1,Yes,5
Sarrià-Sant Gervasi,Sunday,3,19,Man,43,2022-03-20,Yes,Afternoon,0,1,0,False,Spring,1,Yes,5
Nou Barris,Sunday,3,19,Woman,23,2022-03-20,Yes,Afternoon,0,1,0,False,Spring,1,Yes,5
Eixample,Sunday,3,21,Man,31,2022-03-20,Yes,Afternoon,0,0,1,False,Spring,1,Yes,5
Sants-Montjuïc,Monday,3,5,Man,33,2022-03-21,No,Early Morning,0,1,0,False,Spring,0,No,1
Horta-Guinardó,Monday,3,7,Man,68,2022-03-21,No,Work Entrance,0,0,1,False,Spring,1,No,3
Gràcia,Monday,3,8,Man,27,2022-03-21,No,Work Entrance,0,1,0,False,Spring,2,No,3
Sants-Montjuïc,Monday,3,9,Woman,62,2022-03-21,No,Work Entrance,0,1,0,False,Spring,2,No,3
Ciutat Vella,Monday,3,11,Man,33,2022-03-21,No,Morning,0,1,0,False,Spring,1,No,4
Sarrià-Sant Gervasi,Monday,3,12,Woman,60,2022-03-21,No,Morning,0,0,1,False,Spring,2,No,4
Les Corts,Monday,3,12,Man,41,2022-03-21,No,Morning,0,0,1,False,Spring,2,No,4
Sarrià-Sant Gervasi,Monday,3,13,Man,58,2022-03-21,No,Morning,0,0,1,False,Spring,1,No,4
Nou Barris,Monday,3,16,Man,53,2022-03-21,No,Work Departure,0,1,0,False,Spring,1,No,1
Eixample,Monday,3,18,Woman,49,2022-03-21,No,Afternoon,0,0,1,False,Spring,2,No,5
Eixample,Monday,3,18,Woman,66,2022-03-21,No,Afternoon,0,1,0,False,Spring,2,No,5
Sant Martí,Monday,3,18,Woman,56,2022-03-21,No,Afternoon,0,0,1,False,Spring,2,No,5
Sarrià-Sant Gervasi,Monday,3,20,Woman,41,2022-03-21,No,Afternoon,0,0,1,False,Spring,1,No,5
Eixample,Monday,3,21,Man,28,2022-03-21,No,Afternoon,0,0,1,False,Spring,1,No,5
Nou Barris,Tuesday,3,8,Man,16,2022-03-22,No,Work Entrance,0,0,1,False,Spring,2,No,2
Eixample,Tuesday,3,9,Woman,37,2022-03-22,No,Work Entrance,0,0,1,False,Spring,2,No,2
Sant Martí,Tuesday,3,11,Man,43,2022-03-22,No,Morning,0,1,0,False,Spring,2,No,6
Eixample,Tuesday,3,12,Man,26,2022-03-22,No,Morning,0,0,1,False,Spring,2,No,6
Sant Andreu,Tuesday,3,12,Man,23,2022-03-22,No,Morning,0,0,1,False,Spring,2,No,6
Desconegut,Tuesday,3,13,Man,27,2022-03-22,No,Morning,0,0,1,False,Spring,1,No,6
Sant Andreu,Tuesday,3,13,Man,61,2022-03-22,No,Morning,0,0,1,False,Spring,1,No,6
Sarrià-Sant Gervasi,Tuesday,3,13,Man,54,2022-03-22,No,Morning,0,0,1,False,Spring,1,No,6
Sant Martí,Tuesday,3,15,Man,47,2022-03-22,No,Work Departure,0,0,1,False,Spring,1,No,2
Horta-Guinardó,Tuesday,3,15,Woman,58,2022-03-22,No,Work Departure,0,0,1,False,Spring,1,No,2
Sant Andreu,Tuesday,3,18,Woman,75,2022-03-22,No,Afternoon,0,0,1,False,Spring,2,No,8
Sarrià-Sant Gervasi,Tuesday,3,19,Woman,43,2022-03-22,No,Afternoon,0,0,1,False,Spring,1,No,8
Eixample,Tuesday,3,19,Man,22,2022-03-22,No,Afternoon,0,0,1,False,Spring,1,No,8
Eixample,Tuesday,3,20,Man,61,2022-03-22,No,Afternoon,0,0,1,False,Spring,1,No,8
Ciutat Vella,Tuesday,3,20,Man,31,2022-03-22,No,Afternoon,0,0,1,False,Spring,1,No,8
Nou Barris,Tuesday,3,20,Woman,15,2022-03-22,No,Afternoon,0,0,1,False,Spring,1,No,8
Gràcia,Tuesday,3,20,Woman,75,2022-03-22,No,Afternoon,0,0,1,False,Spring,1,No,8
Sant Andreu,Tuesday,3,21,Man,47,2022-03-22,No,Afternoon,0,0,1,False,Spring,1,No,8
Sant Andreu,Tuesday,3,22,Man,15,2022-03-22,No,Leisure,0,0,1,False,Spring,1,No,2
Sants-Montjuïc,Tuesday,3,23,Man,23,2022-03-22,No,Leisure,0,0,1,False,Spring,1,No,2
Sarrià-Sant Gervasi,Wednesday,3,0,Man,22,2022-03-23,No,Leisure,0,0,1,False,Spring,0,No,2
Sant Andreu,Wednesday,3,7,Man,64,2022-03-23,No,Work Entrance,0,1,0,False,Spring,1,No,3
Sarrià-Sant Gervasi,Wednesday,3,9,Woman,57,2022-03-23,No,Work Entrance,0,0,1,False,Spring,2,No,3
Eixample,Wednesday,3,9,Man,61,2022-03-23,No,Work Entrance,0,1,0,False,Spring,2,No,3
Eixample,Wednesday,3,11,Woman,80,2022-03-23,No,Morning,0,1,0,False,Spring,2,No,5
Sarrià-Sant Gervasi,Wednesday,3,12,Woman,77,2022-03-23,No,Morning,0,0,1,False,Spring,2,No,5
Gràcia,Wednesday,3,12,Woman,57,2022-03-23,No,Morning,0,0,1,False,Spring,2,No,5
Eixample,Wednesday,3,13,Man,59,2022-03-23,No,Morning,0,1,0,False,Spring,2,No,5
Eixample,Wednesday,3,13,Woman,71,2022-03-23,No,Morning,0,1,0,False,Spring,2,No,5
Les Corts,Wednesday,3,14,Man,20,2022-03-23,No,Work Departure,0,0,1,False,Spring,1,No,2
Gràcia,Wednesday,3,17,Woman,44,2022-03-23,No,Work Departure,0,0,1,False,Spring,2,No,2
Sarrià-Sant Gervasi,Wednesday,3,18,Man,36,2022-03-23,No,Afternoon,0,0,1,False,Spring,2,No,5
Eixample,Wednesday,3,20,Man,48,2022-03-23,No,Afternoon,0,0,1,False,Spring,1,No,5
Les Corts,Wednesday,3,20,Man,27,2022-03-23,No,Afternoon,0,0,1,False,Spring,1,No,5
Eixample,Wednesday,3,21,Man,19,2022-03-23,No,Afternoon,0,1,0,False,Spring,1,No,5
Les Corts,Wednesday,3,21,Woman,25,2022-03-23,No,Afternoon,0,1,0,False,Spring,1,No,5
Les Corts,Wednesday,3,23,Woman,24,2022-03-23,No,Leisure,0,0,1,False,Spring,1,No,2
Sants-Montjuïc,Thursday,3,4,Man,38,2022-03-24,No,Early Morning,0,0,1,False,Spring,0,No,2
Ciutat Vella,Thursday,3,4,Man,24,2022-03-24,No,Early Morning,0,0,1,False,Spring,0,No,2
Sant Martí,Thursday,3,9,Man,2,2022-03-24,No,Work Entrance,0,0,1,False,Spring,2,No,1
Gràcia,Thursday,3,10,Woman,39,2022-03-24,No,Morning,0,1,0,False,Spring,1,No,3
Ciutat Vella,Thursday,3,11,Man,44,2022-03-24,No,Morning,0,1,0,False,Spring,1,No,3
Sants-Montjuïc,Thursday,3,13,Woman,23,2022-03-24,No,Morning,0,0,1,False,Spring,2,No,3
Eixample,Thursday,3,14,Woman,24,2022-03-24,No,Work Departure,0,1,0,False,Spring,1,No,13
Sant Martí,Thursday,3,14,Woman,35,2022-03-24,No,Work Departure,0,1,0,False,Spring,1,No,13
Eixample,Thursday,3,15,Man,36,2022-03-24,No,Work Departure,0,0,1,False,Spring,1,No,13
Eixample,Thursday,3,15,Woman,75,2022-03-24,No,Work Departure,0,1,0,False,Spring,1,No,13
Sant Martí,Thursday,3,16,Man,22,2022-03-24,No,Work Departure,0,1,0,False,Spring,1,No,13
Sant Martí,Thursday,3,16,Man,39,2022-03-24,No,Work Departure,0,0,1,False,Spring,1,No,13
Eixample,Thursday,3,16,Man,46,2022-03-24,No,Work Departure,0,1,0,False,Spring,1,No,13
Sant Martí,Thursday,3,16,Man,20,2022-03-24,No,Work Departure,0,1,0,False,Spring,1,No,13
Eixample,Thursday,3,16,Woman,41,2022-03-24,No,Work Departure,0,0,1,False,Spring,1,No,13
Eixample,Thursday,3,17,Woman,51,2022-03-24,No,Work Departure,0,0,1,False,Spring,2,No,13
Ciutat Vella,Thursday,3,17,Woman,58,2022-03-24,No,Work Departure,0,1,0,False,Spring,2,No,13
Horta-Guinardó,Thursday,3,17,Man,23,2022-03-24,No,Work Departure,0,0,1,False,Spring,2,No,13
Eixample,Thursday,3,17,Man,32,2022-03-24,No,Work Departure,0,1,0,False,Spring,2,No,13
Les Corts,Thursday,3,19,Woman,57,2022-03-24,No,Afternoon,0,0,1,False,Spring,2,No,3
Sarrià-Sant Gervasi,Thursday,3,20,Man,54,2022-03-24,No,Afternoon,0,0,1,False,Spring,1,No,3
Eixample,Thursday,3,21,Woman,78,2022-03-24,No,Afternoon,0,0,1,False,Spring,1,No,3
Eixample,Friday,3,0,Man,29,2022-03-25,No,Leisure,0,1,0,True,Spring,1,No,5
