District_name,Week_day,Month,Time,Sex,Age,Day,Holiday,Time_segment,Number of victims,Slightly injured,Severely injured,Weekend Exit,Season,Density,Weekend Return,Number of accidents by time segment
Sants-Montjuïc,Monday,7,10,Man,58,2021-07-05,No,Morning,0,0,1,False,Summer,2,No,6
Sants-Montjuïc,Monday,7,10,Woman,22,2021-07-05,No,Morning,0,1,0,False,Summer,2,No,6
Sarrià-Sant Gervasi,Monday,7,10,Woman,69,2021-07-05,No,Morning,0,0,1,False,Summer,2,No,6
Eixample,Monday,7,11,Man,65,2021-07-05,No,Morning,0,1,0,False,Summer,2,No,6
Horta-Guinardó,Monday,7,11,Man,18,2021-07-05,No,Morning,0,0,1,False,Summer,2,No,6
Eixample,Monday,7,12,Woman,76,2021-07-05,No,Morning,0,0,1,False,Summer,2,No,6
Nou Barris,Monday,7,14,Woman,62,2021-07-05,No,Work Departure,0,0,1,False,Summer,2,No,7
Ciutat Vella,Monday,7,14,Man,10,2021-07-05,No,Work Departure,0,0,1,False,Summer,2,No,7
Sants-Montjuïc,Monday,7,15,Woman,31,2021-07-05,No,Work Departure,0,0,1,False,Summer,1,No,7
Les Corts,Monday,7,15,Woman,57,2021-07-05,No,Work Departure,0,0,1,False,Summer,1,No,7
Ciutat Vella,Monday,7,17,Woman,38,2021-07-05,No,Work Departure,0,1,0,False,Summer,2,No,7
Eixample,Monday,7,17,Woman,27,2021-07-05,No,Work Departure,0,1,0,False,Summer,2,No,7
Sants-Montjuïc,Monday,7,17,Woman,26,2021-07-05,No,Work Departure,0,0,1,False,Summer,2,No,7
Sants-Montjuïc,Monday,7,18,Woman,23,2021-07-05,No,Afternoon,0,1,0,False,Summer,2,No,4
Eixample,Monday,7,18,Man,27,2021-07-05,No,Afternoon,0,0,1,False,Summer,2,No,4
Sants-Montjuïc,Monday,7,19,Man,18,2021-07-05,No,Afternoon,0,1,0,False,Summer,2,No,4
Sant Martí,Monday,7,21,Woman,18,2021-07-05,No,Afternoon,0,1,0,False,Summer,1,No,4
Eixample,Monday,7,22,Woman,56,2021-07-05,No,Leisure,0,0,1,False,Summer,1,No,2
Eixample,Tuesday,7,8,Man,25,2021-07-06,No,Work Entrance,0,0,1,False,Summer,2,No,5
Eixample,Tuesday,7,8,Woman,33,2021-07-06,No,Work Entrance,0,0,1,False,Summer,2,No,5
Sants-Montjuïc,Tuesday,7,8,Man,73,2021-07-06,No,Work Entrance,0,0,1,False,Summer,2,No,5
Sant Martí,Tuesday,7,8,Man,63,2021-07-06,No,Work Entrance,0,1,0,False,Summer,2,No,5
Eixample,Tuesday,7,9,Woman,57,2021-07-06,No,Work Entrance,0,0,1,False,Summer,2,No,5
Ciutat Vella,Tuesday,7,10,Woman,53,2021-07-06,No,Morning,0,0,1,False,Summer,2,No,8
Les Corts,Tuesday,7,10,Man,42,2021-07-06,No,Morning,0,0,1,False,Summer,2,No,8
Gràcia,Tuesday,7,11,Man,27,2021-07-06,No,Morning,0,0,1,False,Summer,2,No,8
Horta-Guinardó,Tuesday,7,11,Man,58,2021-07-06,No,Morning,0,0,1,False,Summer,2,No,8
Eixample,Tuesday,7,12,Man,53,2021-07-06,No,Morning,0,0,1,False,Summer,1,No,8
Eixample,Tuesday,7,13,Woman,67,2021-07-06,No,Morning,0,1,0,False,Summer,2,No,8
Les Corts,Tuesday,7,13,Man,43,2021-07-06,No,Morning,0,0,1,False,Summer,2,No,8
Gràcia,Tuesday,7,13,Woman,52,2021-07-06,No,Morning,0,1,0,False,Summer,2,No,8
Sants-Montjuïc,Tuesday,7,14,Woman,51,2021-07-06,No,Work Departure,0,0,1,False,Summer,2,No,8
Horta-Guinardó,Tuesday,7,15,Man,27,2021-07-06,No,Work Departure,0,0,1,False,Summer,1,No,8
Eixample,Tuesday,7,16,Man,28,2021-07-06,No,Work Departure,0,1,0,False,Summer,2,No,8
Sants-Montjuïc,Tuesday,7,16,Man,29,2021-07-06,No,Work Departure,0,0,1,False,Summer,2,No,8
Eixample,Tuesday,7,17,Woman,25,2021-07-06,No,Work Departure,0,0,1,False,Summer,2,No,8
Les Corts,Tuesday,7,17,Man,39,2021-07-06,No,Work Departure,0,1,0,False,Summer,2,No,8
Sarrià-Sant Gervasi,Tuesday,7,17,Man,37,2021-07-06,No,Work Departure,0,0,1,False,Summer,2,No,8
Sant Martí,Tuesday,7,17,Man,52,2021-07-06,No,Work Departure,0,1,0,False,Summer,2,No,8
Sants-Montjuïc,Tuesday,7,18,Woman,43,2021-07-06,No,Afternoon,0,1,0,False,Summer,2,No,4
Eixample,Tuesday,7,19,Man,47,2021-07-06,No,Afternoon,0,0,1,False,Summer,1,No,4
Sant Andreu,Tuesday,7,19,Woman,21,2021-07-06,No,Afternoon,0,1,0,False,Summer,1,No,4
Sarrià-Sant Gervasi,Tuesday,7,20,Woman,44,2021-07-06,No,Afternoon,0,0,1,False,Summer,1,No,4
Horta-Guinardó,Tuesday,7,22,Woman,61,2021-07-06,No,Leisure,0,0,1,False,Summer,1,No,1
Ciutat Vella,Wednesday,7,3,Man,23,2021-07-07,No,Early Morning,0,0,1,False,Summer,0,No,1
Eixample,Wednesday,7,8,Woman,65,2021-07-07,No,Work Entrance,0,0,1,False,Summer,2,No,1
Ciutat Vella,Wednesday,7,10,Man,30,2021-07-07,No,Morning,0,0,1,False,Summer,2,No,5
Eixample,Wednesday,7,10,Man,27,2021-07-07,No,Morning,0,1,0,False,Summer,2,No,5
Sarrià-Sant Gervasi,Wednesday,7,13,Man,57,2021-07-07,No,Morning,0,0,1,False,Summer,2,No,5
Sant Martí,Wednesday,7,13,Woman,29,2021-07-07,No,Morning,0,0,1,False,Summer,2,No,5
Sarrià-Sant Gervasi,Wednesday,7,13,Woman,34,2021-07-07,No,Morning,0,1,0,False,Summer,2,No,5
Eixample,Wednesday,7,15,Man,50,2021-07-07,No,Work Departure,0,1,0,False,Summer,1,No,7
Gràcia,Wednesday,7,15,Man,44,2021-07-07,No,Work Departure,0,0,1,False,Summer,1,No,7
Gràcia,Wednesday,7,15,Woman,62,2021-07-07,No,Work Departure,0,0,1,False,Summer,1,No,7
Sant Andreu,Wednesday,7,15,Man,40,2021-07-07,No,Work Departure,0,0,1,False,Summer,1,No,7
Ciutat Vella,Wednesday,7,16,Man,24,2021-07-07,No,Work Departure,0,0,1,False,Summer,2,No,7
Sarrià-Sant Gervasi,Wednesday,7,16,Woman,52,2021-07-07,No,Work Departure,0,1,0,False,Summer,2,No,7
Sarrià-Sant Gervasi,Wednesday,7,17,Man,35,2021-07-07,No,Work Departure,0,1,0,False,Summer,2,No,7
Eixample,Wednesday,7,18,Woman,29,2021-07-07,No,Afternoon,0,0,1,False,Summer,2,No,7
Sants-Montjuïc,Wednesday,7,18,Man,61,2021-07-07,No,Afternoon,0,0,1,False,Summer,2,No,7
Sants-Montjuïc,Wednesday,7,20,Woman,45,2021-07-07,No,Afternoon,0,1,0,False,Summer,1,No,7
Sant Andreu,Wednesday,7,20,Man,37,2021-07-07,No,Afternoon,0,1,0,False,Summer,1,No,7
Sant Martí,Wednesday,7,20,Man,67,2021-07-07,No,Afternoon,0,0,1,False,Summer,1,No,7
Sants-Montjuïc,Wednesday,7,20,Woman,50,2021-07-07,No,Afternoon,0,0,1,False,Summer,1,No,7
Horta-Guinardó,Wednesday,7,21,Woman,29,2021-07-07,No,Afternoon,0,1,0,False,Summer,1,No,7
Sants-Montjuïc,Thursday,7,1,Woman,86,2021-07-08,No,Leisure,0,1,0,False,Summer,0,No,2
Eixample,Thursday,7,7,Woman,33,2021-07-08,No,Work Entrance,0,1,0,False,Summer,0,No,1
Nou Barris,Thursday,7,10,Man,46,2021-07-08,No,Morning,0,0,1,False,Summer,1,No,2
Sant Andreu,Thursday,7,12,Man,44,2021-07-08,No,Morning,0,1,0,False,Summer,2,No,2
Eixample,Thursday,7,14,Man,44,2021-07-08,No,Work Departure,0,0,1,False,Summer,2,No,10
Eixample,Thursday,7,14,Woman,26,2021-07-08,No,Work Departure,0,0,1,False,Summer,2,No,10
Sants-Montjuïc,Thursday,7,14,Man,53,2021-07-08,No,Work Departure,0,0,1,False,Summer,2,No,10
Sants-Montjuïc,Thursday,7,14,Woman,71,2021-07-08,No,Work Departure,0,1,0,False,Summer,2,No,10
Eixample,Thursday,7,15,Woman,54,2021-07-08,No,Work Departure,0,0,1,False,Summer,2,No,10
Eixample,Thursday,7,15,Man,39,2021-07-08,No,Work Departure,0,0,1,False,Summer,2,No,10
Les Corts,Thursday,7,15,Man,24,2021-07-08,No,Work Departure,0,1,0,False,Summer,2,No,10
Sarrià-Sant Gervasi,Thursday,7,16,Man,42,2021-07-08,No,Work Departure,1,0,0,False,Summer,2,No,10
Eixample,Thursday,7,17,Man,31,2021-07-08,No,Work Departure,0,0,1,False,Summer,2,No,10
Sants-Montjuïc,Thursday,7,17,Woman,0,2021-07-08,No,Work Departure,0,0,1,False,Summer,2,No,10
Eixample,Thursday,7,18,Man,67,2021-07-08,No,Afternoon,0,0,1,False,Summer,2,No,10
Les Corts,Thursday,7,18,Man,20,2021-07-08,No,Afternoon,0,1,0,False,Summer,2,No,10
Sarrià-Sant Gervasi,Thursday,7,18,Man,24,2021-07-08,No,Afternoon,0,0,1,False,Summer,2,No,10
Nou Barris,Thursday,7,18,Man,53,2021-07-08,No,Afternoon,0,0,1,False,Summer,2,No,10
Sant Andreu,Thursday,7,18,Man,38,2021-07-08,No,Afternoon,0,1,0,False,Summer,2,No,10
Sant Martí,Thursday,7,18,Woman,71,2021-07-08,No,Afternoon,0,0,1,False,Summer,2,No,10
Eixample,Thursday,7,19,Woman,44,2021-07-08,No,Afternoon,0,0,1,False,Summer,1,No,10
Eixample,Thursday,7,19,Woman,38,2021-07-08,No,Afternoon,0,0,1,False,Summer,1,No,10
Sant Martí,Thursday,7,19,Woman,39,2021-07-08,No,Afternoon,0,1,0,False,Summer,1,No,10
Eixample,Thursday,7,20,Man,60,2021-07-08,No,Afternoon,0,1,0,False,Summer,1,No,10
Sant Andreu,Thursday,7,22,Woman,36,2021-07-08,No,Leisure,0,0,1,False,Summer,1,No,2
Sarrià-Sant Gervasi,Friday,7,7,Man,28,2021-07-09,No,Work Entrance,0,0,1,True,Summer,1,No,5
Eixample,Friday,7,8,Man,33,2021-07-09,No,Work Entrance,0,0,1,True,Summer,1,No,5
Eixample,Friday,7,8,Man,51,2021-07-09,No,Work Entrance,0,1,0,True,Summer,1,No,5
Eixample,Friday,7,8,Woman,4,2021-07-09,No,Work Entrance,0,0,1,True,Summer,1,No,5
Sant Andreu,Friday,7,9,Man,52,2021-07-09,No,Work Entrance,0,0,1,True,Summer,1,No,5
Eixample,Friday,7,10,Man,45,2021-07-09,No,Morning,0,1,0,True,Summer,2,No,5
Eixample,Friday,7,11,Woman,63,2021-07-09,No,Morning,0,1,0,True,Summer,2,No,5
Eixample,Friday,7,12,Man,48,2021-07-09,No,Morning,0,0,1,True,Summer,2,No,5
Ciutat Vella,Friday,7,13,Woman,75,2021-07-09,No,Morning,0,0,1,True,Summer,2,No,5
Horta-Guinardó,Friday,7,13,Man,55,2021-07-09,No,Morning,0,0,1,True,Summer,2,No,5
Eixample,Friday,7,14,Man,20,2021-07-09,No,Work Departure,0,1,0,True,Summer,2,No,8
Nou Barris,Friday,7,14,Woman,26,2021-07-09,No,Work Departure,0,0,1,True,Summer,2,No,8
Ciutat Vella,Friday,7,14,Man,12,2021-07-09,No,Work Departure,0,1,0,True,Summer,2,No,8
Eixample,Friday,7,15,Man,21,2021-07-09,No,Work Departure,0,0,1,True,Summer,2,No,8
Horta-Guinardó,Friday,7,15,Woman,52,2021-07-09,No,Work Departure,0,0,1,True,Summer,2,No,8
Sants-Montjuïc,Friday,7,16,Man,51,2021-07-09,No,Work Departure,0,0,1,True,Summer,2,No,8
Sants-Montjuïc,Friday,7,16,Man,31,2021-07-09,No,Work Departure,0,0,1,True,Summer,2,No,8
Horta-Guinardó,Friday,7,17,Man,28,2021-07-09,No,Work Departure,0,0,1,True,Summer,2,No,8
Eixample,Friday,7,18,Man,63,2021-07-09,No,Afternoon,0,0,1,True,Summer,2,No,4
Sants-Montjuïc,Friday,7,18,Man,63,2021-07-09,No,Afternoon,0,1,0,True,Summer,2,No,4
Eixample,Friday,7,19,Man,33,2021-07-09,No,Afternoon,0,1,0,True,Summer,2,No,4
Sants-Montjuïc,Friday,7,20,Woman,56,2021-07-09,No,Afternoon,0,0,1,True,Summer,1,No,4
Sants-Montjuïc,Friday,7,22,Man,59,2021-07-09,No,Leisure,0,0,1,True,Summer,1,No,1
Sarrià-Sant Gervasi,Saturday,7,0,Woman,25,2021-07-10,Yes,Leisure,0,0,1,False,Summer,1,No,3
Les Corts,Saturday,7,7,Woman,39,2021-07-10,Yes,Work Entrance,0,0,1,False,Summer,1,No,2
Sants-Montjuïc,Saturday,7,8,Woman,56,2021-07-10,Yes,Work Entrance,0,1,0,False,Summer,1,No,2
Eixample,Saturday,7,11,Man,62,2021-07-10,Yes,Morning,0,0,1,False,Summer,1,No,3
Sarrià-Sant Gervasi,Saturday,7,11,Man,30,2021-07-10,Yes,Morning,0,0,1,False,Summer,1,No,3
Eixample,Saturday,7,12,Man,59,2021-07-10,Yes,Morning,0,1,0,False,Summer,1,No,3
Nou Barris,Saturday,7,14,Man,38,2021-07-10,Yes,Work Departure,0,0,1,False,Summer,1,No,3
Les Corts,Saturday,7,16,Man,19,2021-07-10,Yes,Work Departure,0,0,1,False,Summer,1,No,3
Sants-Montjuïc,Saturday,7,17,Man,24,2021-07-10,Yes,Work Departure,0,0,1,False,Summer,1,No,3
Eixample,Saturday,7,18,Woman,15,2021-07-10,Yes,Afternoon,0,1,0,False,Summer,1,No,8
Eixample,Saturday,7,18,Man,67,2021-07-10,Yes,Afternoon,0,0,1,False,Summer,1,No,8
Nou Barris,Saturday,7,18,Woman,67,2021-07-10,Yes,Afternoon,0,0,1,False,Summer,1,No,8
Eixample,Saturday,7,20,Man,50,2021-07-10,Yes,Afternoon,0,0,1,False,Summer,1,No,8
Eixample,Saturday,7,20,Woman,89,2021-07-10,Yes,Afternoon,0,0,1,False,Summer,1,No,8
Sant Martí,Saturday,7,20,Man,36,2021-07-10,Yes,Afternoon,0,0,1,False,Summer,1,No,8
Nou Barris,Saturday,7,20,Woman,28,2021-07-10,Yes,Afternoon,0,0,1,False,Summer,1,No,8
Sant Martí,Saturday,7,21,Man,8,2021-07-10,Yes,Afternoon,0,1,0,False,Summer,1,No,8
Horta-Guinardó,Saturday,7,22,Man,52,2021-07-10,Yes,Leisure,0,0,1,False,Summer,1,No,3
Sant Martí,Saturday,7,23,Man,38,2021-07-10,Yes,Leisure,0,0,1,False,Summer,1,No,3
Sants-Montjuïc,Sunday,7,0,Woman,36,2021-07-11,Yes,Leisure,0,1,0,False,Summer,1,Yes,1
Sants-Montjuïc,Sunday,7,10,Man,32,2021-07-11,Yes,Morning,0,0,1,False,Summer,1,Yes,1
Eixample,Sunday,7,20,Woman,26,2021-07-11,Yes,Afternoon,0,0,1,False,Summer,1,Yes,2
Nou Barris,Sunday,7,20,Man,28,2021-07-11,Yes,Afternoon,0,0,1,False,Summer,1,Yes,2
Nou Barris,Monday,7,0,Man,29,2021-07-12,No,Leisure,0,0,1,False,Summer,0,No,6
Ciutat Vella,Monday,7,0,Man,46,2021-07-12,No,Leisure,0,0,1,False,Summer,0,No,6
Eixample,Monday,7,7,Man,55,2021-07-12,No,Work Entrance,0,0,1,False,Summer,1,No,3
Eixample,Monday,7,8,Woman,27,2021-07-12,No,Work Entrance,0,1,0,False,Summer,1,No,3
Sants-Montjuïc,Monday,7,9,Woman,26,2021-07-12,No,Work Entrance,0,0,1,False,Summer,2,No,3
Nou Barris,Monday,7,10,Man,47,2021-07-12,No,Morning,0,0,1,False,Summer,2,No,3
Sants-Montjuïc,Monday,7,11,Man,21,2021-07-12,No,Morning,0,0,1,False,Summer,2,No,3
Gràcia,Monday,7,12,Woman,51,2021-07-12,No,Morning,0,0,1,False,Summer,2,No,3
Eixample,Monday,7,14,Man,34,2021-07-12,No,Work Departure,0,0,1,False,Summer,1,No,10
Sant Andreu,Monday,7,14,Woman,42,2021-07-12,No,Work Departure,0,1,0,False,Summer,1,No,10
Sant Andreu,Monday,7,14,Man,24,2021-07-12,No,Work Departure,0,0,1,False,Summer,1,No,10
Gràcia,Monday,7,15,Man,52,2021-07-12,No,Work Departure,0,0,1,False,Summer,1,No,10
Horta-Guinardó,Monday,7,15,Woman,25,2021-07-12,No,Work Departure,0,0,1,False,Summer,1,No,10
Gràcia,Monday,7,16,Man,67,2021-07-12,No,Work Departure,0,0,1,False,Summer,1,No,10
Horta-Guinardó,Monday,7,16,Woman,30,2021-07-12,No,Work Departure,0,0,1,False,Summer,1,No,10
Ciutat Vella,Monday,7,17,Woman,51,2021-07-12,No,Work Departure,0,0,1,False,Summer,2,No,10
Horta-Guinardó,Monday,7,17,Woman,45,2021-07-12,No,Work Departure,0,0,1,False,Summer,2,No,10
Sants-Montjuïc,Monday,7,17,Woman,40,2021-07-12,No,Work Departure,0,0,1,False,Summer,2,No,10
Eixample,Monday,7,18,Woman,22,2021-07-12,No,Afternoon,0,0,1,False,Summer,2,No,2
Les Corts,Monday,7,21,Woman,60,2021-07-12,No,Afternoon,0,0,1,False,Summer,1,No,2
Eixample,Monday,7,22,Man,46,2021-07-12,No,Leisure,0,0,1,False,Summer,1,No,6
Eixample,Monday,7,22,Woman,28,2021-07-12,No,Leisure,0,1,0,False,Summer,1,No,6
Eixample,Monday,7,22,Man,23,2021-07-12,No,Leisure,0,0,1,False,Summer,1,No,6
Nou Barris,Monday,7,22,Man,24,2021-07-12,No,Leisure,0,1,0,False,Summer,1,No,6
Sant Andreu,Tuesday,7,3,Man,54,2021-07-13,No,Early Morning,0,0,1,False,Summer,0,No,1
Sant Martí,Tuesday,7,7,Woman,40,2021-07-13,No,Work Entrance,0,0,1,False,Summer,1,No,4
Les Corts,Tuesday,7,8,Woman,27,2021-07-13,No,Work Entrance,0,0,1,False,Summer,1,No,4
Les Corts,Tuesday,7,8,Woman,61,2021-07-13,No,Work Entrance,0,0,1,False,Summer,1,No,4
Sarrià-Sant Gervasi,Tuesday,7,8,Woman,39,2021-07-13,No,Work Entrance,0,1,0,False,Summer,1,No,4
Eixample,Tuesday,7,13,Man,24,2021-07-13,No,Morning,0,1,0,False,Summer,2,No,3
Sants-Montjuïc,Tuesday,7,13,Man,57,2021-07-13,No,Morning,0,0,1,False,Summer,2,No,3
Sant Martí,Tuesday,7,13,Man,44,2021-07-13,No,Morning,0,0,1,False,Summer,2,No,3
Sants-Montjuïc,Tuesday,7,15,Man,48,2021-07-13,No,Work Departure,0,0,1,False,Summer,1,No,6
Sants-Montjuïc,Tuesday,7,15,Woman,47,2021-07-13,No,Work Departure,0,0,1,False,Summer,1,No,6
Eixample,Tuesday,7,16,Woman,53,2021-07-13,No,Work Departure,0,0,1,False,Summer,2,No,6
Eixample,Tuesday,7,17,Man,35,2021-07-13,No,Work Departure,0,0,1,False,Summer,2,No,6
Les Corts,Tuesday,7,17,Man,25,2021-07-13,No,Work Departure,0,0,1,False,Summer,2,No,6
Sant Martí,Tuesday,7,17,Woman,61,2021-07-13,No,Work Departure,0,0,1,False,Summer,2,No,6
Sarrià-Sant Gervasi,Tuesday,7,18,Woman,18,2021-07-13,No,Afternoon,0,0,1,False,Summer,2,No,6
Sarrià-Sant Gervasi,Tuesday,7,18,Woman,6,2021-07-13,No,Afternoon,0,0,1,False,Summer,2,No,6
Sant Martí,Tuesday,7,19,Woman,31,2021-07-13,No,Afternoon,0,1,0,False,Summer,2,No,6
Sant Martí,Tuesday,7,19,Man,21,2021-07-13,No,Afternoon,0,1,0,False,Summer,2,No,6
Les Corts,Tuesday,7,20,Man,49,2021-07-13,No,Afternoon,0,0,1,False,Summer,1,No,6
Sant Martí,Tuesday,7,20,Woman,20,2021-07-13,No,Afternoon,0,0,1,False,Summer,1,No,6
Ciutat Vella,Tuesday,7,22,Woman,33,2021-07-13,No,Leisure,0,0,1,False,Summer,1,No,2
Eixample,Tuesday,7,23,Man,38,2021-07-13,No,Leisure,0,0,1,False,Summer,1,No,2
Sarrià-Sant Gervasi,Wednesday,7,1,Woman,51,2021-07-14,No,Leisure,0,0,1,False,Summer,0,No,2
Eixample,Wednesday,7,8,Woman,31,2021-07-14,No,Work Entrance,0,1,0,False,Summer,2,No,4
Nou Barris,Wednesday,7,8,Woman,43,2021-07-14,No,Work Entrance,0,1,0,False,Summer,2,No,4
Eixample,Wednesday,7,9,Woman,67,2021-07-14,No,Work Entrance,0,0,1,False,Summer,2,No,4
Horta-Guinardó,Wednesday,7,9,Man,54,2021-07-14,No,Work Entrance,0,0,1,False,Summer,2,No,4
Eixample,Wednesday,7,10,Man,33,2021-07-14,No,Morning,0,0,1,False,Summer,1,No,13
Les Corts,Wednesday,7,10,Woman,47,2021-07-14,No,Morning,0,0,1,False,Summer,1,No,13
Eixample,Wednesday,7,11,Man,43,2021-07-14,No,Morning,0,1,0,False,Summer,1,No,13
Sants-Montjuïc,Wednesday,7,11,Woman,52,2021-07-14,No,Morning,0,0,1,False,Summer,1,No,13
Les Corts,Wednesday,7,11,Woman,54,2021-07-14,No,Morning,0,0,1,False,Summer,1,No,13
Gràcia,Wednesday,7,11,Man,33,2021-07-14,No,Morning,0,1,0,False,Summer,1,No,13
Horta-Guinardó,Wednesday,7,11,Woman,86,2021-07-14,No,Morning,0,0,1,False,Summer,1,No,13
Eixample,Wednesday,7,12,Man,20,2021-07-14,No,Morning,0,0,1,False,Summer,2,No,13
Eixample,Wednesday,7,12,Man,78,2021-07-14,No,Morning,0,1,0,False,Summer,2,No,13
Les Corts,Wednesday,7,12,Woman,56,2021-07-14,No,Morning,0,1,0,False,Summer,2,No,13
Sant Martí,Wednesday,7,12,Woman,57,2021-07-14,No,Morning,0,0,1,False,Summer,2,No,13
Eixample,Wednesday,7,13,Woman,17,2021-07-14,No,Morning,0,1,0,False,Summer,2,No,13
Sant Martí,Wednesday,7,13,Woman,34,2021-07-14,No,Morning,0,0,1,False,Summer,2,No,13
Eixample,Wednesday,7,14,Man,54,2021-07-14,No,Work Departure,0,1,0,False,Summer,2,No,9
Gràcia,Wednesday,7,14,Woman,57,2021-07-14,No,Work Departure,0,0,1,False,Summer,2,No,9
Horta-Guinardó,Wednesday,7,14,Man,27,2021-07-14,No,Work Departure,0,1,0,False,Summer,2,No,9
Eixample,Wednesday,7,15,Man,32,2021-07-14,No,Work Departure,0,0,1,False,Summer,1,No,9
Horta-Guinardó,Wednesday,7,15,Man,26,2021-07-14,No,Work Departure,0,0,1,False,Summer,1,No,9
Eixample,Wednesday,7,15,Man,45,2021-07-14,No,Work Departure,0,0,1,False,Summer,1,No,9
Sants-Montjuïc,Wednesday,7,16,Woman,29,2021-07-14,No,Work Departure,0,0,1,False,Summer,2,No,9
Sants-Montjuïc,Wednesday,7,17,Man,45,2021-07-14,No,Work Departure,0,0,1,False,Summer,2,No,9
Sant Martí,Wednesday,7,17,Woman,44,2021-07-14,No,Work Departure,0,0,1,False,Summer,2,No,9
Sant Andreu,Wednesday,7,18,Man,60,2021-07-14,No,Afternoon,0,0,1,False,Summer,2,No,6
Eixample,Wednesday,7,18,Man,55,2021-07-14,No,Afternoon,0,1,0,False,Summer,2,No,6
Eixample,Wednesday,7,18,Man,64,2021-07-14,No,Afternoon,0,0,1,False,Summer,2,No,6
Sant Andreu,Wednesday,7,20,Man,42,2021-07-14,No,Afternoon,0,0,1,False,Summer,1,No,6
Sant Andreu,Wednesday,7,20,Man,35,2021-07-14,No,Afternoon,0,0,1,False,Summer,1,No,6
Eixample,Wednesday,7,21,Man,39,2021-07-14,No,Afternoon,0,1,0,False,Summer,1,No,6
Sant Andreu,Wednesday,7,23,Woman,20,2021-07-14,No,Leisure,0,1,0,False,Summer,1,No,2
Sants-Montjuïc,Thursday,7,0,Woman,47,2021-07-15,No,Leisure,0,0,1,False,Summer,0,No,5
Sants-Montjuïc,Thursday,7,0,Man,33,2021-07-15,No,Leisure,0,0,1,False,Summer,0,No,5
Sants-Montjuïc,Thursday,7,8,Man,49,2021-07-15,No,Work Entrance,0,1,0,False,Summer,1,No,3
Sants-Montjuïc,Thursday,7,9,Man,68,2021-07-15,No,Work Entrance,0,1,0,False,Summer,1,No,3
Sarrià-Sant Gervasi,Thursday,7,9,Woman,47,2021-07-15,No,Work Entrance,0,0,1,False,Summer,1,No,3
Eixample,Thursday,7,10,Woman,28,2021-07-15,No,Morning,0,1,0,False,Summer,1,No,7
Eixample,Thursday,7,11,Man,30,2021-07-15,No,Morning,0,1,0,False,Summer,2,No,7
Sant Martí,Thursday,7,11,Woman,58,2021-07-15,No,Morning,0,0,1,False,Summer,2,No,7
Eixample,Thursday,7,12,Man,30,2021-07-15,No,Morning,0,1,0,False,Summer,2,No,7
Eixample,Thursday,7,12,Woman,27,2021-07-15,No,Morning,0,0,1,False,Summer,2,No,7
Gràcia,Thursday,7,12,Man,20,2021-07-15,No,Morning,0,0,1,False,Summer,2,No,7
Sant Martí,Thursday,7,13,Man,43,2021-07-15,No,Morning,0,0,1,False,Summer,2,No,7
Sants-Montjuïc,Thursday,7,16,Man,30,2021-07-15,No,Work Departure,0,1,0,False,Summer,2,No,5
Sarrià-Sant Gervasi,Thursday,7,17,Man,30,2021-07-15,No,Work Departure,0,1,0,False,Summer,2,No,5
Horta-Guinardó,Thursday,7,17,Man,52,2021-07-15,No,Work Departure,0,0,1,False,Summer,2,No,5
Horta-Guinardó,Thursday,7,17,Man,32,2021-07-15,No,Work Departure,0,1,0,False,Summer,2,No,5
Horta-Guinardó,Thursday,7,17,Man,58,2021-07-15,No,Work Departure,0,0,1,False,Summer,2,No,5
Eixample,Thursday,7,18,Man,48,2021-07-15,No,Afternoon,0,1,0,False,Summer,2,No,8
Sants-Montjuïc,Thursday,7,18,Woman,31,2021-07-15,No,Afternoon,0,0,1,False,Summer,2,No,8
Eixample,Thursday,7,18,Woman,25,2021-07-15,No,Afternoon,0,0,1,False,Summer,2,No,8
Sants-Montjuïc,Thursday,7,19,Woman,25,2021-07-15,No,Afternoon,0,1,0,False,Summer,2,No,8
Eixample,Thursday,7,20,Woman,34,2021-07-15,No,Afternoon,0,0,1,False,Summer,1,No,8
Horta-Guinardó,Thursday,7,20,Man,22,2021-07-15,No,Afternoon,0,0,1,False,Summer,1,No,8
Sant Andreu,Thursday,7,20,Woman,34,2021-07-15,No,Afternoon,0,0,1,False,Summer,1,No,8
Sarrià-Sant Gervasi,Thursday,7,21,Man,31,2021-07-15,No,Afternoon,0,0,1,False,Summer,1,No,8
Eixample,Thursday,7,22,Man,33,2021-07-15,No,Leisure,0,0,1,False,Summer,1,No,5
Sant Andreu,Thursday,7,22,Woman,56,2021-07-15,No,Leisure,0,1,0,False,Summer,1,No,5
Eixample,Thursday,7,23,Woman,25,2021-07-15,No,Leisure,0,0,1,False,Summer,1,No,5
Eixample,Friday,7,6,Man,38,2021-07-16,No,Work Entrance,0,0,1,True,Summer,1,No,3
Gràcia,Friday,7,8,Woman,44,2021-07-16,No,Work Entrance,0,1,0,True,Summer,1,No,3
Sants-Montjuïc,Friday,7,9,Woman,24,2021-07-16,No,Work Entrance,0,1,0,True,Summer,1,No,3
Eixample,Friday,7,10,Man,19,2021-07-16,No,Morning,0,0,1,True,Summer,2,No,12
Eixample,Friday,7,10,Man,67,2021-07-16,No,Morning,0,0,1,True,Summer,2,No,12
Sant Andreu,Friday,7,10,Woman,75,2021-07-16,No,Morning,0,0,1,True,Summer,2,No,12
Sant Martí,Friday,7,10,Man,44,2021-07-16,No,Morning,0,0,1,True,Summer,2,No,12
