DATA,TM,TX,TN,HRM,HRX,HRN,PM,PX,PN,PPT,RS24h,VVM10,DVM10,VVX10,DVVX10
01/01/2021,"8,9","10,3",7,61,66,53,1001,"1002,5","999,6","0,1","1,5","1,9",332,"11,5",306
02/01/2021,"7,4","10,7","4,3",55,65,43,"1001,9","1004,4","1000,5",0,7,"1,7",318,"7,2",311
03/01/2021,"6,7","9,8","4,4",44,62,31,"1005,8","1007,3","1004,2",0,"8,5","2,1",307,"10,6",310
04/01/2021,7,11,"4,5",53,65,33,"1005,2","1006,7","1002,7",0,"8,9","2,4",320,"8,9",285
05/01/2021,"6,2","9,4","4,1",59,71,45,"1006,4","1008,3","1004,7",0,"7,4","1,6",307,"6,1",321
06/01/2021,"6,5","9,9","3,6",61,68,50,1010,1012,1008,0,"7,4","1,3",4,"5,7",3
07/01/2021,"6,5","7,7","5,2",64,84,52,"1009,8",1011,"1007,7","1,6","3,3","1,5",28,"5,7",96
08/01/2021,6,"8,3","3,7",53,67,35,"1008,7","1010,9","1005,7",0,"5,5","1,3",9,"8,6",59
09/01/2021,"6,8","8,1","4,4",72,96,41,"1002,9","1005,8","1000,3",20,"1,2","4,2",51,"14,9",53
10/01/2021,"7,5","8,5","6,1",68,80,57,"1007,1","1012,6","1001,8","5,2","1,3","2,1",24,"12,1",42
11/01/2021,6,"9,8","3,6",62,73,50,"1015,5","1018,8","1012,3",0,"9,2","1,7",312,"8,7",307
12/01/2021,"6,3","10,6","3,6",50,61,35,"1020,2","1022,4","1018,2",0,"9,8","1,9",280,"8,4",6
13/01/2021,"8,6","13,1","4,7",56,67,41,"1021,2","1022,4","1020,5",0,"9,9","1,9",279,"9,1",325
14/01/2021,"8,5","12,6","6,2",61,72,45,"1018,5","1020,9","1016,5",0,"10,1","1,8",318,"9,2",324
15/01/2021,"9,2","13,7",6,63,82,38,"1016,4","1017,5","1015,4",0,"7,8","1,5",329,"7,8",345
16/01/2021,"9,6","14,2","6,4",56,78,38,"1020,2",1022,"1016,9",0,"9,9","1,7",296,9,297
17/01/2021,"11,7","17,3","8,3",52,77,31,"1018,6","1021,8",1016,0,"10,2","1,6",8,"9,4",298
18/01/2021,"10,9","13,5","8,5",73,80,56,"1022,5","1024,1","1021,1",0,"4,5","0,9",289,"4,7",230
19/01/2021,"11,5","15,3","8,6",73,84,59,"1019,5","1022,9","1015,7",0,"9,5",2,268,"8,9",233
20/01/2021,12,"13,7","11,2",74,79,68,"1009,6","1015,7","1005,5",0,"3,9","1,8",241,"8,6",236
21/01/2021,"13,4","17,1",10,62,80,45,"1005,8","1007,7","1004,1",0,"8,3","1,9",261,"9,3",281
22/01/2021,"13,1","15,4","8,9",56,95,42,"998,9","1005,2","993,4","6,4","4,6",5,285,20,308
23/01/2021,"12,3","15,7","9,9",48,62,37,"1002,9","1006,2","996,3",0,"9,1",4,293,"14,7",294
24/01/2021,"13,5","16,6","11,8",53,69,34,"1001,4","1006,4","993,7",0,"10,4","3,9",279,"22,3",312
25/01/2021,"12,6",16,"10,6",58,76,48,"1005,5","1012,4","1002,5",0,"3,7","3,1",300,"12,8",306
26/01/2021,"10,9","13,5","8,9",74,88,59,"1017,3","1020,6","1012,4","0,3","9,5",2,250,"7,4",250
27/01/2021,"12,1","15,1","9,2",58,69,47,"1016,1","1017,9","1014,7",0,"11,1","1,1",223,"5,6",285
28/01/2021,"14,1","19,6",11,73,85,55,1015,"1016,6","1012,9",0,9,"1,2",85,"5,9",340
29/01/2021,17,"22,7","12,9",66,95,41,"1010,8",1013,"1008,9",0,"10,6","2,3",309,"10,1",277
30/01/2021,"15,2","19,6","11,7",57,85,35,"1001,6","1009,8","997,6","0,2","10,3","3,5",295,"16,8",292
31/01/2021,"14,4","18,2","11,5",50,60,39,"998,6","1000,2","997,3",0,"9,7","5,8",307,"18,2",302
01/02/2021,"16,9","20,7","13,9",47,62,32,"1000,5","1006,8","996,4","0,1","12,1","4,6",314,"16,9",329
02/02/2021,"16,2","21,2","13,1",57,69,42,"1009,1","1011,1","1006,7",0,"11,9",2,260,8,322
03/02/2021,"16,1","21,1","12,9",60,94,39,"1008,1","1010,6","1006,6",0,"9,2","1,9",248,"7,4",279
04/02/2021,"12,7","15,4","11,5",87,98,73,"1009,1","1010,6","1007,3",0,"8,1",1,127,"4,6",154
05/02/2021,"13,2","15,5","11,9",81,94,62,1006,"1009,2","1001,4",0,"9,8","2,5",80,"8,8",69
06/02/2021,"14,9","17,4","13,2",72,90,60,"997,5","1001,5","995,4",0,"9,1","2,5",174,"8,8",252
07/02/2021,"11,7","14,7","10,3",65,78,45,"998,7","1000,1","996,8","2,1","8,1","1,8",328,"7,1",257
08/02/2021,"11,7","14,4","10,4",64,96,49,"996,1","998,8","992,9","7,7","4,7","1,9",267,"8,6",308
09/02/2021,"12,7","15,3","10,2",62,73,47,"999,2","1001,8","996,4",0,"5,5","3,2",261,"10,4",257
10/02/2021,13,17,"11,1",53,70,41,"1002,2",1011,"997,2","0,1","9,1","3,2",300,"12,9",320
11/02/2021,"13,2","16,5","10,1",55,70,40,"1012,9","1014,3","1010,9",0,"13,4","1,8",290,8,61
12/02/2021,"12,8","16,2","11,1",78,97,59,"1011,2","1013,6","1008,5","0,1","5,8","1,1",141,"6,6",83
13/02/2021,"13,1",16,"11,2",79,99,50,"1018,9","1024,2","1013,5",0,"13,7","2,1",197,8,305
14/02/2021,"9,8","12,1","9,2",75,98,58,"1029,7","1032,8","1024,1","2,8","1,6","2,8",82,"9,3",87
15/02/2021,"10,5",12,"9,2",71,99,61,"1031,1","1032,8","1028,5","0,4","2,8","1,3",236,"5,7",262
16/02/2021,"12,4",15,"10,6",79,94,63,"1022,7","1028,6","1019,3","0,1","7,6","2,8",258,"12,3",237
17/02/2021,"12,5","17,2","10,3",79,95,52,"1019,1","1021,1","1016,5",0,"13,4","1,6",241,"6,8",235
18/02/2021,"11,8",15,"9,6",82,98,63,"1015,5","1016,6",1014,0,"9,5","1,7",247,6,228
19/02/2021,"11,6","15,1","9,8",82,95,63,"1016,4","1018,1","1015,3",0,"11,5","1,7",246,"6,4",215
20/02/2021,"11,7","14,6","9,1",78,97,63,"1016,2","1017,7","1014,9",0,"7,8","1,5",180,"4,9",172
21/02/2021,"13,5","14,8","11,4",77,82,70,"1010,7",1015,"1007,3",0,6,"4,9",69,"14,9",80
22/02/2021,"13,6","14,8",12,93,100,79,"1014,5","1023,4","1007,2","10,2","1,8","2,2",77,"14,4",61
23/02/2021,"14,5","18,9","13,1",88,98,54,"1029,1","1032,6","1023,4",0,"12,4","1,9",87,6,80
24/02/2021,14,"17,2","12,7",85,95,60,"1030,3","1032,4","1028,2",0,"15,7","1,4",134,5,125
25/02/2021,"13,8",17,"12,5",76,95,56,"1026,9","1028,8","1024,9",0,"11,4","1,5",182,8,230
26/02/2021,"13,4","15,5","11,1",73,84,59,"1025,6","1027,6","1023,7",0,"9,2","1,3",140,"5,7",123
27/02/2021,"13,3","16,9","9,9",73,87,55,"1021,2","1023,8","1019,3",0,"14,7","1,6",240,"7,8",202
28/02/2021,"13,2","15,8","11,7",71,87,56,"1021,1","1022,2","1019,9",0,"15,9","2,5",80,"8,9",82
01/03/2021,"13,4",15,"12,1",72,88,56,1022,"1023,3","1021,1",0,"9,6","3,1",73,"9,4",91
02/03/2021,"13,5","15,2","12,6",75,95,63,"1024,8",1027,"1021,4",0,6,"3,2",75,"10,1",59
03/03/2021,"13,2","15,5","12,3",80,93,66,"1025,6","1027,3","1023,6",0,"10,6","1,6",77,"5,4",141
04/03/2021,"13,3",16,"11,9",81,97,62,"1018,8","1023,7","1015,3",0,"11,5","1,3",188,"5,8",172
05/03/2021,"13,1","15,7","11,2",75,83,61,"1014,3","1016,2","1013,1",0,"10,8","1,2",212,"4,7",208
06/03/2021,"12,8","14,3","11,8",73,84,57,"1018,5","1020,2","1015,5",0,"10,1","1,8",89,"5,6",92
07/03/2021,"12,7","14,7","11,5",74,86,63,"1015,4","1019,5","1011,8","2,4","8,4","1,7",65,"5,4",87
08/03/2021,"12,4","13,8","11,3",74,84,64,"1010,7","1011,9","1009,6","1,4","5,5","1,3",55,"7,3",62
09/03/2021,"12,4","16,8","10,2",64,76,43,"1012,5","1015,1","1011,2",0,"13,9","1,8",295,"7,2",158
10/03/2021,"12,2","15,7","8,8",54,64,40,"1017,1",1019,"1014,9",0,"18,7","2,1",252,"8,4",241
11/03/2021,"14,1",18,"10,5",63,80,40,"1016,8",1019,"1014,2",0,"16,9","2,3",253,"9,1",236
12/03/2021,13,"15,1","11,5",72,95,61,"1016,3","1018,6","1014,5",0,"8,9","1,9",121,"5,8",189
13/03/2021,"13,8","17,7","10,8",64,87,37,"1016,4","1018,4",1014,0,"19,2","2,4",262,"11,9",257
14/03/2021,"13,2","16,1","10,5",58,71,43,"1016,7",1021,"1013,4",0,"18,2",2,190,9,211
15/03/2021,"13,4","17,9","9,7",57,77,36,"1018,4",1021,"1015,8",0,"19,8","2,1",253,"7,9",205
16/03/2021,"13,1","15,8","10,6",66,80,44,"1019,8",1021,"1018,3",0,"19,7","1,7",217,"6,1",159
17/03/2021,"13,6","20,1","10,1",63,79,30,"1016,6","1020,2","1014,4",0,"16,1","1,8",197,"8,8",90
18/03/2021,"11,8","15,5",7,63,97,39,"1013,7","1016,4","1011,6","5,9","17,8","2,5",171,"9,8",202
19/03/2021,"8,8","12,3","6,9",69,96,49,"1009,1","1012,8","1006,3","1,3","8,9","1,5",262,"6,7",135
20/03/2021,"10,8","14,4","7,9",38,61,27,1012,"1014,8","1009,4",0,"20,7","2,8",47,"12,1",82
21/03/2021,"11,5","15,7","7,1",48,74,25,"1012,4","1014,8","1009,9",0,"21,4","1,5",211,"6,7",205
22/03/2021,"13,2","18,8","9,2",54,78,24,"1012,1","1015,7","1010,2",0,"19,8","1,6",242,"5,8",172
23/03/2021,13,"16,2","9,8",68,79,43,1018,1021,"1015,4",0,"21,2","1,7",112,"6,5",81
24/03/2021,"13,9","18,2",10,67,82,48,"1020,2","1021,6","1018,9",0,"21,8","1,7",218,8,241
25/03/2021,"13,7","17,3","10,2",72,83,52,"1019,7",1021,"1018,6",0,"20,7","1,7",219,"6,6",248
26/03/2021,"14,3","17,6","12,3",74,86,59,"1018,2","1020,3","1016,5",0,"13,6","2,1",248,"7,5",200
27/03/2021,"14,1",17,13,72,94,57,"1023,5","1025,9",1020,0,"18,4","1,8",135,"6,4",87
28/03/2021,"14,1","16,3","11,2",67,83,52,"1026,9","1028,4","1024,7",0,"22,1","1,3",121,"5,8",99
29/03/2021,"14,5","18,3","10,9",55,81,32,1028,"1029,6",1027,0,22,"1,8",78,"6,4",80
30/03/2021,"14,3","16,7","11,6",68,95,53,"1025,8","1027,9","1023,8",0,22,"1,5",84,"4,8",64
31/03/2021,"14,2","17,8","10,9",68,91,47,"1021,1","1023,8","1018,9",0,"20,7","1,2",104,"4,8",147
01/04/2021,"15,5","19,4","10,8",48,67,33,"1015,5","1019,1","1012,6",0,"20,9",1,110,"4,5",142
02/04/2021,"16,5","19,8","13,8",54,70,35,"1010,3",1013,"1008,4",0,"22,5","2,6",73,"9,1",64
03/04/2021,"17,5","23,4","13,8",57,71,33,"1007,6","1010,7","1005,5",0,"22,1","1,6",183,"8,8",240
04/04/2021,"15,6","17,7","13,8",56,72,40,"1012,5","1014,7",1010,0,"16,8","1,5",192,"5,5",117
05/04/2021,"15,8","19,6","12,9",59,84,39,1012,"1014,5","1008,7",0,"22,5","2,6",214,"11,5",239
06/04/2021,"14,2","16,4","11,3",65,85,46,1008,"1010,6","1006,2","0,4","13,7","1,9",166,"7,6",76
07/04/2021,11,13,"9,2",58,84,42,"1017,6","1022,9","1010,3","0,1","13,5","1,9",131,"6,2",76
08/04/2021,13,"16,1","10,6",51,65,39,"1021,1","1022,9","1019,3",0,"24,6","2,5",242,"11,1",214
09/04/2021,"13,1","15,3","10,8",67,79,53,1018,"1020,3",1015,0,"9,2","1,7",79,"6,5",81
10/04/2021,"13,3","14,1","12,1",84,98,69,"1011,6","1015,1","1009,6","0,7","2,6","1,1",42,"4,1",27
11/04/2021,"13,9","17,1","11,6",87,98,67,"1010,9","1016,2",1009,"0,2","8,6","1,9",232,"9,5",91
12/04/2021,"12,3","16,4","8,5",69,100,41,"1019,5","1022,1",1016,9,"21,6","2,3",222,"8,1",211
13/04/2021,"13,1","15,4","10,6",64,81,47,"1020,3","1022,5","1018,1",0,"21,1","1,7",128,"6,2",161
14/04/2021,13,"14,9",12,60,77,49,"1017,2","1018,9","1015,8",0,"18,7","2,2",101,"6,7",75
15/04/2021,"13,1","15,3","11,6",51,62,38,1015,"1016,8","1013,6",0,"21,6","2,4",76,"8,6",85
16/04/2021,"12,2","15,1","9,1",52,75,32,1014,1017,"1012,5","0,5","15,3","2,7",45,"9,1",22
17/04/2021,"11,5","14,9","8,6",55,70,32,"1013,6","1015,4","1012,3",0,"19,6","2,1",307,8,87
18/04/2021,"13,3","17,1","9,5",47,64,27,"1015,4","1017,2","1014,1",0,"25,2","2,2",246,8,202
19/04/2021,"13,8","16,4",11,68,80,58,1014,"1016,2","1012,6",0,"24,7","2,2",79,"7,5",120
20/04/2021,"14,5","16,6","12,7",78,92,57,"1011,3","1013,5","1010,3",0,"14,7","2,2",71,"8,3",80
21/04/2021,"13,2","14,6","11,8",85,100,70,"1010,9","1013,1","1008,7","5,2","10,6","2,7",80,"8,7",85
22/04/2021,"13,6","16,8","11,3",73,86,58,1014,"1016,5",1012,0,"17,9","2,4",86,"8,7",89
23/04/2021,15,"19,4",11,62,88,40,"1017,4","1018,6","1015,6",0,"27,2","1,5",105,"7,1",67
24/04/2021,"15,3","17,9","12,2",64,78,49,"1016,7","1018,7","1013,8",0,"25,1","1,4",115,"5,2",142
25/04/2021,"16,6","19,5","14,2",59,81,42,"1011,4","1014,7","1008,3",0,"19,7","2,6",79,"9,5",75
26/04/2021,"15,9","18,9","13,5",58,88,27,"1003,5","1008,8","1001,4",3,"7,1","2,2",46,10,55
27/04/2021,"15,5","18,1","13,1",67,77,55,"1002,7","1004,4","1001,2",0,"12,2","1,4",205,"5,4",165
28/04/2021,"15,6","18,3","14,3",79,91,62,"1003,4","1004,9","1002,1",0,"16,2","1,5",151,"5,5",145
29/04/2021,"15,8","17,8","14,7",86,96,69,"1004,6","1006,2","1003,3",0,"18,1","2,5",93,"6,4",71
30/04/2021,"15,9","18,7","15,2",81,90,69,"1005,4","1006,7","1004,6",0,"12,4","2,2",90,"7,9",81
01/05/2021,"14,9","18,3","12,2",80,100,55,"1006,8","1012,6","1003,2","32,4","12,6","2,1",359,"9,7",91
02/05/2021,"13,9","16,2","12,5",66,92,51,"1015,7","1018,7","1012,4","0,7","16,6","2,2",79,"8,8",80
03/05/2021,"14,9","17,7","11,4",58,73,38,"1018,1","1019,4","1016,4",0,27,"1,6",122,"6,6",140
04/05/2021,"16,6","20,9",13,53,83,31,"1013,4","1017,2","1010,9",0,"27,7","2,4",252,"8,7",247
05/05/2021,"17,2","20,7","14,4",73,93,51,"1011,8","1014,2","1010,3",0,"27,3","1,9",127,"5,8",93
06/05/2021,"18,2","21,3","15,5",72,91,58,"1011,8","1013,5","1009,2",0,26,"2,7",240,"13,9",265
07/05/2021,"17,8",20,"15,7",74,83,58,"1013,7","1016,9","1010,7",0,"23,3","1,9",98,"7,3",72
08/05/2021,20,"24,2","16,6",63,87,47,"1013,3","1016,3","1010,3",0,"28,1",2,269,"9,8",261
09/05/2021,"18,5","20,5","16,5",76,93,64,"1005,7","1010,4","1001,6","0,1",20,"2,6",85,"10,8",78
10/05/2021,"18,3","21,2","16,4",73,93,48,"1004,6","1006,2","1002,9",2,"14,7","2,2",235,"8,7",225
11/05/2021,"17,2","23,8","14,6",52,69,24,"1009,7","1015,7","1004,8",0,"25,5","3,4",340,"14,8",322
12/05/2021,18,"22,8","13,3",54,72,31,"1010,3",1015,"1006,6",0,"23,5","2,6",206,"12,6",246
13/05/2021,18,"22,5","14,4",52,82,32,"1008,5","1011,3","1005,9","0,6","27,1","2,9",253,"12,9",259
14/05/2021,"17,1","22,5","15,4",65,81,31,"1009,5","1013,2","1005,9","0,1","20,8","2,4",145,"10,3",158
15/05/2021,"19,2","24,6","14,5",59,75,33,"1008,7","1012,5",1006,0,"23,5","2,3",221,"11,1",229
16/05/2021,"19,1","26,8","16,5",62,85,39,"1006,9","1010,2","1005,3",0,"16,4",2,117,"7,8",68
17/05/2021,"17,1","19,7","15,6",71,85,52,"1014,2","1017,7",1010,0,"20,9",3,199,11,206
18/05/2021,"17,9","20,7","15,5",77,96,57,"1014,4","1017,6","1010,7",0,"16,1","2,8",188,"12,4",261
19/05/2021,"17,3","20,4","15,5",70,96,49,"1018,1","1021,2","1014,8",0,"24,7","2,9",217,"10,3",232
20/05/2021,"17,8","21,5","15,1",72,96,40,"1019,1",1021,1017,"0,1","28,4","2,7",186,"9,6",227
21/05/2021,"18,9","21,7","16,4",70,98,47,1012,"1017,4","1008,3",0,"27,3","2,6",230,"10,3",238
22/05/2021,17,"19,1","15,7",70,97,58,"1011,1","1014,1",1009,0,"21,9","2,2",115,"6,3",146
23/05/2021,"16,3","17,5","15,5",65,73,55,"1014,5","1016,4","1012,8",0,11,"1,6",154,"5,7",151
24/05/2021,"18,7","23,1",15,64,91,38,1014,"1020,3","1011,6","0,3","28,1","3,3",244,"11,5",261
25/05/2021,"16,9","18,6","15,6",66,75,50,"1021,1","1022,9","1019,5",0,"13,7",2,197,"6,9",159
26/05/2021,"17,8","20,9","15,1",66,75,57,"1016,6","1020,6",1014,0,"25,6",2,210,"7,2",164
27/05/2021,"19,4","22,6","16,7",69,83,53,"1013,8","1015,4","1012,8",0,"28,4","1,9",200,7,209
28/05/2021,20,"23,2","17,1",67,82,50,"1013,6","1015,4","1012,2",0,"29,2","1,9",170,6,149
29/05/2021,"23,4","28,2",18,46,72,28,"1014,4","1015,5","1013,4",0,29,"1,5",220,"7,7",261
30/05/2021,"22,4","25,1","20,2",57,80,43,"1014,1","1015,1",1013,0,24,"1,8",115,"8,4",78
31/05/2021,"21,4","23,6","19,8",61,75,47,"1012,5",1014,1011,0,"23,3","1,7",144,"6,6",261
01/06/2021,"20,4","22,5","18,9",79,100,48,"1009,4","1011,4","1006,5","1,6","17,4","1,8",99,7,88
02/06/2021,"20,8","23,3","18,8",81,99,64,"1012,3","1016,1","1009,5",0,"27,8","2,5",78,"6,9",99
03/06/2021,"20,9",23,"19,4",81,96,70,"1016,6","1018,3","1015,3",0,"24,5","2,8",87,8,119
04/06/2021,21,"22,9","19,7",80,96,61,"1017,7","1019,5","1016,3",0,20,"2,9",84,"7,9",77
05/06/2021,"20,9","22,7","18,9",67,94,56,"1018,3","1019,9","1016,1",0,"25,5","1,9",164,"6,9",106
06/06/2021,"22,5","26,9","19,2",54,80,40,1016,"1017,7","1014,4","1,1","26,9","2,5",246,"12,7",234
07/06/2021,"21,9","26,6","19,2",61,82,30,"1016,5","1017,6","1015,2",0,"30,6","1,9",196,"7,6",243
08/06/2021,"22,6","26,4","18,8",65,83,44,"1016,4","1017,6","1014,9",0,"30,4",2,220,"8,2",250
09/06/2021,"24,3","27,7","20,2",54,78,38,"1016,2","1017,5","1015,4",0,"28,3","1,6",196,"5,7",152
10/06/2021,"25,8","30,2","21,6",44,63,29,"1014,8","1016,1","1013,5",0,"29,5","2,1",212,"8,7",236
11/06/2021,"26,3","29,9","22,6",40,50,29,"1013,7","1014,9","1012,9",0,"24,8","1,3",168,"6,6",110
12/06/2021,"27,4",31,"22,8",38,48,29,1016,"1017,6","1014,4",0,"29,8","1,6",200,"6,3",138
13/06/2021,"27,9","30,5","24,8",40,47,33,"1015,9","1017,3","1014,1",0,"29,9","2,1",208,"8,5",235
14/06/2021,"27,9","31,4","25,8",42,63,30,"1013,5","1015,3","1011,9",0,"29,6",2,190,"8,6",214
15/06/2021,"27,8","32,1","24,1",43,60,28,"1012,8","1014,3",1011,0,"28,9","1,5",174,"6,6",221
16/06/2021,"26,2","29,1","24,4",56,74,35,"1009,4",1011,"1006,9",0,"22,6","2,2",86,"6,6",92
17/06/2021,"24,4","26,2","23,3",79,97,51,"1007,1","1009,3","1005,4",0,"11,8","3,3",92,"12,5",90
18/06/2021,"24,6","27,4","22,2",72,92,54,"1010,2","1012,6","1007,8",0,"26,8","2,1",130,"6,2",73
19/06/2021,"24,7","26,5",23,74,92,55,"1010,4","1011,8","1007,9",0,"15,2","1,6",131,"6,3",201
20/06/2021,"25,4","28,9","23,8",55,73,36,"1005,1",1008,1003,0,18,"2,4",260,"9,4",236
21/06/2021,"25,8","29,9","22,7",50,73,31,"1004,8","1006,2","1003,9",0,"29,3","3,1",250,"9,7",203
22/06/2021,"23,1","25,1","21,6",61,78,33,"1009,5","1012,6","1005,8",0,"28,4","2,3",120,"6,7",119
23/06/2021,"22,2",26,"18,3",58,74,41,"1013,1","1015,7","1011,2","1,1","18,3","2,3",299,"13,2",321
24/06/2021,"22,2","25,1","18,7",55,79,34,"1016,7","1018,8","1014,8",0,31,"2,1",104,"7,3",317
25/06/2021,"23,1","26,5","20,4",69,80,52,"1015,8","1018,9","1013,4",0,"30,7","2,4",215,"11,1",262
26/06/2021,"24,2","27,9","21,5",64,81,40,"1012,5","1015,3",1010,0,"26,7","2,2",221,"8,9",244
