Case_number,Type_of_vehicle,License type,Age license
2021S005123    ,Motorcycle,B,15
2022S007909    ,Tourism,B,15
2022S004150    ,Motorcycle,B,15
2022S000432    ,Motorcycle,A,15
2022S007704    ,Tourism,B,15
2022S005269    ,Motorcycle,A,15
2022S000864    ,Tourism,B,15
2022S006009    ,Motorcycle,A2,15
2022S007656    ,Van,B,15
2022S004164    ,Motorcycle,A2,15
2022S004559    ,Motorcycle,A,15
2022S007506    ,Motorcycle,B,15
2021S004561    ,Tourism,B,15
2022S001126    ,Motorcycle,B,15
2022S002952    ,Bus,D,15
2021S007335    ,Tourism,B,15
2022S004295    ,Motorcycle,B,15
2022S002344    ,Motorcycle,B,15
2022S007394    ,Articulated bus,D,15
2022S003522    ,Taxi,B,15
2021S002437    ,Articulated bus,D,15
2021S006110    ,Taxi,B,15
2022S002041    ,Tourism,B,15
2022S005085    ,Motorcycle,B,15
2022S005094    ,Motorcycle,B,15
2021S004636    ,Tourism,B,15
2022S006414    ,Motorcycle,A2,15
2022S007300    ,Motorcycle,B,15
2022S006095    ,Tourism,B,15
2022S002594    ,Motorcycle,B,15
2022S005216    ,Tourism,B,15
2022S006707    ,Motorcycle,B,15
2021S000858    ,Ciclomotor,AM,15
2021S000848    ,Motorcycle,B,15
2021S007231    ,Tourism,B,15
2021S004895    ,Van,B,15
2021S005685    ,Bus,D,15
2021S000856    ,Motorcycle,A,15
2021S000213    ,Motorcycle,B,15
2021S000856    ,Motorcycle,B,15
2021S003028    ,Tourism,B,15
2021S005217    ,Motorcycle,B,15
2021S006923    ,Rigid truck > 3.5 tonnes,C,15
2021S007601    ,Bus,D,15
2021S006325    ,Motorcycle,B,15
2021S007426    ,Van,B,15
2021S006411    ,Ciclomotor,B,15
2021S002436    ,Tourism,B,15
2021S000624    ,Motorcycle,B,15
2021S001581    ,Ciclomotor,AM,15
2021S005424    ,Van,B,15
2021S004333    ,Tourism,B,15
2021S007432    ,Motorcycle,A,15
2021S006918    ,Tourism,B,15
2021S002234    ,Tourism,B,15
2021S006725    ,Tourism,B,15
2021S007375    ,Tourism,B,15
2021S000148    ,Motorcycle,B,15
2021S006616    ,Train or tram,D,15
2021S006535    ,Tourism,B,15
2021S000740    ,Tourism,B,15
2021S005108    ,Tourism,B,15
2021S003727    ,Tourism,B,15
2021S000969    ,Motorcycle,B,15
2021S002076    ,Tourism,B,15
2021S001572    ,Van,B,15
2021S001012    ,Tourism,B,15
2021S003467    ,Taxi,B,15
2021S001714    ,Motorcycle,B,15
2021S006230    ,Ciclomotor,AM,15
2021S003466    ,Motorcycle,A,15
2021S002569    ,Articulated bus,D,15
2021S005610    ,Motorcycle,B,15
2021S007045    ,Tourism,B,15
2021S006832    ,Tourism,B,15
2021S000902    ,SUV,B,15
2021S005493    ,Tourism,B,15
2021S007223    ,Taxi,B,15
2021S006472    ,Articulated bus,D,15
2021S005215    ,Motorcycle,B,15
2021S001491    ,Tourism,B,15
2021S003431    ,Tourism,B,15
2022S006224    ,Taxi,B,15
2021S001075    ,Motorcycle,B,15
2021S004961    ,Tourism,B,15
2021S004492    ,Tourism,B,15
2021S000716    ,Motorcycle,B,15
2021S006726    ,Motorcycle,B,15
2021S006635    ,Articulated bus,D,15
2021S006748    ,Van,B,15
2021S000430    ,Bus,D,15
2021S000349    ,Motorcycle,B,15
2021S005501    ,Tourism,B,15
2021S000933    ,Motorcycle,A,15
2021S004183    ,Tourism,B,15
2021S005697    ,Tourism,B,15
2021S004473    ,Tourism,B,15
2021S000917    ,Articulated bus,D,15
2021S000743    ,Tourism,B,15
2021S003569    ,Van,B,15
2021S002603    ,Motorcycle,A,15
2021S003893    ,Rigid truck <= 3.5 tonnes,B,15
2021S002533    ,Tourism,B,15
2021S006030    ,Motorcycle,B,15
2021S005145    ,Motorcycle,B,15
2021S003847    ,Tourism,B,15
2021S001859    ,Motorcycle,B,15
2021S002420    ,Tourism,B,15
2021S000499    ,Rigid truck <= 3.5 tonnes,B,15
2021S003368    ,Tourism,B,15
2021S001217    ,Motorcycle,B,15
2021S001765    ,Motorcycle,B,15
2022S004580    ,Bus,D,15
2021S007435    ,Tourism,B,15
2021S002224    ,Bus,D,15
2022S005821    ,Van,B,15
2021S002822    ,Tourism,B,15
2021S003406    ,Tourism,B,15
2021S000348    ,Ciclomotor,AM,15
2021S004795    ,Ciclomotor,AM,15
2021S003933    ,Tourism,B,15
2021S001749    ,Rigid truck <= 3.5 tonnes,B,15
2021S001796    ,Tourism,B,15
2021S000980    ,Motorcycle,A,15
2021S006798    ,Tourism,B,15
2021S006134    ,Bus,D,15
2022S004383    ,Veh. motor personal mobility,AM,15
2021S007320    ,Tourism,B,15
2022S005942    ,Motorcycle,B,15
2021S000625    ,Van,B,15
2022S000832    ,Motorcycle,B,15
2021S002405    ,Tourism,B,15
2021S006756    ,Tourism,B,15
2021S003611    ,Tourism,B,15
2021S004318    ,Motorcycle,B,15
2021S003813    ,Tourism,B,15
2021S000489    ,SUV,B,15
2021S005811    ,Motorcycle,B,15
2021S003407    ,Rigid truck <= 3.5 tonnes,B,15
2021S006489    ,Tourism,B,15
2021S002462    ,Motorcycle,B,15
2021S004700    ,Tourism,B,15
2021S004213    ,Bus,D,15
2021S005840    ,Bus,D,15
2021S003309    ,Motorcycle,B,15
2021S007414    ,Motorcycle,B,15
2021S001983    ,Tourism,B,15
2021S000480    ,Tourism,B,15
2021S007297    ,Tourism,B,15
2021S006278    ,Tourism,B,15
2021S006003    ,Tourism,B,15
2021S007301    ,Motorcycle,B,15
2021S005626    ,Motorcycle,A,15
2021S005160    ,Tourism,B,15
2021S006269    ,Motorcycle,B,15
2021S005438    ,Tourism,B,15
2022S001818    ,Rigid truck <= 3.5 tonnes,C,15
2021S003047    ,Rigid truck > 3.5 tonnes,C,15
2021S005915    ,Motorcycle,B,15
2022S002160    ,Motorcycle,B,15
2021S004822    ,Tourism,B,15
2021S001792    ,Tourism,B,15
2021S003449    ,Rigid truck <= 3.5 tonnes,C,15
2021S004418    ,Tourism,B,15
2021S000418    ,Motorcycle,A,15
2021S006656    ,Tourism,B,15
2021S007498    ,Motorcycle,B,15
2021S002826    ,Tourism,B,15
2022S003927    ,Motorcycle,AM,15
2021S006091    ,Motorcycle,B,15
2021S006914    ,Motorcycle,B,15
2021S007527    ,Motorcycle,A,15
2022S007749    ,Tourism,B,15
2021S001062    ,Motorcycle,B,15
2021S003697    ,Van,B,15
2021S007517    ,Motorcycle,B,15
2022S002618    ,Motorcycle,B,15
2021S001164    ,Tourism,B,15
2021S005560    ,Motorcycle,B,15
2021S003029    ,Tourism,B,15
2021S002276    ,Tourism,B,15
2021S002542    ,Tourism,B,15
2021S005683    ,Motorcycle,B,15
2021S002604    ,Motorcycle,B,15
2021S003240    ,Tourism,B,15
2021S001301    ,Tourism,B,15
2021S005543    ,Van,B,15
2021S005600    ,Bus,D,15
2021S001338    ,Motorcycle,A,15
2021S006992    ,Motorcycle,B,15
2021S005293    ,Bus,D,15
2021S006467    ,Motorcycle,A,15
2021S002766    ,Tourism,B,15
2021S003982    ,Bus,D,15
2021S006680    ,Motorcycle,B,15
2021S005029    ,Motorcycle,B,15
2021S006936    ,Van,B,15
2021S001274    ,Motorcycle,A,15
2021S006237    ,Tourism,B,15
2021S000298    ,Tractor truck,C,15
2021S005172    ,Van,B,15
2021S007627    ,Motorcycle,B,15
2022S004345    ,Rigid truck <= 3.5 tonnes,B,15
2021S003383    ,Motorcycle,B,15
2021S000766    ,Tourism,B,15
2021S000232    ,Tourism,B,15
2021S000989    ,Motorcycle,B,15
2021S005138    ,Motorcycle,B,15
2021S006924    ,Motorcycle,B,15
2021S007316    ,Motorcycle,AM,15
2021S007208    ,Tourism,B,15
2021S003668    ,Motorcycle,B,15
2021S005090    ,Motorcycle,B,15
2021S002277    ,Tourism,B,15
2021S006341    ,Tourism,BTP,15
2022S000664    ,Tourism,B,15
2021S000661    ,Tourism,B,15
2021S003789    ,Motorcycle,B,15
2021S007535    ,Motorcycle,B,15
2021S002769    ,Van,B,15
2021S006045    ,Motorcycle,A,15
2021S002399    ,Van,B,15
2021S000168    ,Van,B,15
2021S002322    ,Motorcycle,A,15
2022S004725    ,Tourism,B,15
2021S003838    ,Motorcycle,B,15
2021S002567    ,Tourism,B,15
2021S006226    ,Tourism,B,15
2021S006067    ,Tourism,B,15
2021S006883    ,Tourism,B,15
2021S003352    ,Tourism,B,15
2021S000317    ,Motorcycle,B,15
2021S004098    ,Van,B,15
2021S004880    ,Tourism,B,15
2021S006457    ,Motorcycle,B,15
2021S002970    ,Tourism,B,15
2021S003625    ,Ambulance,B,15
2021S005605    ,Ciclomotor,B,15
2021S006856    ,Motorcycle,B,15
2021S007029    ,Tourism,B,15
2021S006702    ,Motorcycle,B,15
2021S006835    ,Motorcycle,B,15
2021S003822    ,Rigid truck <= 3.5 tonnes,B,15
2021S002702    ,Tourism,B,15
2021S006740    ,Van,B,15
2021S006730    ,Van,B,15
2021S004525    ,Tourism,B,15
2021S003562    ,Motorcycle,B,15
2021S001691    ,Motorcycle,B,15
2022S002072    ,Rigid truck > 3.5 tonnes,C,16
2021S003970    ,Tourism,B,16
2022S005943    ,Bicycle,B,16
2021S006209    ,Articulated bus,D,16
2021S006261    ,Veh. motor personal mobility,B,16
2021S005083    ,SUV,B,16
2022S005303    ,Motorcycle,B,16
2021S005270    ,Motorcycle,A,16
2022S006435    ,Rigid truck <= 3.5 tonnes,C,16
2021S002266    ,Motorcycle,B,16
2022S001953    ,Tourism,B,16
2021S001909    ,Van,B,16
2022S001278    ,Tourism,B,16
2022S002035    ,Motorcycle,A,16
2022S002297    ,Tourism,B,16
2021S001507    ,Rigid truck > 3.5 tonnes,C,16
2022S003108    ,Tourism,B,16
2021S005490    ,Motorcycle,B,16
2022S003310    ,Tourism,B,16
2021S007592    ,Rigid truck <= 3.5 tonnes,C,16
2022S000600    ,Veh. motor personal mobility,B,16
2022S002654    ,Bus,D,16
2022S006240    ,Motorcycle,A,16
2022S002813    ,Motorcycle,B,16
2021S001688    ,Van,B,16
2021S001219    ,Motorcycle,B,16
2021S001350    ,Motorcycle,B,16
2021S007303    ,Tourism,B,16
2021S000194    ,Bus,D,16
2021S001085    ,Motorcycle,B,16
2022S003885    ,Tourism,B,16
2022S006977    ,Ciclomotor,AM,16
2022S006298    ,Construction and service machinery,B,16
2022S006854    ,Ciclomotor,AM,16
2021S004420    ,Tourism,B,16
2021S003658    ,Tourism,B,16
2021S005768    ,Bus,D,16
2022S004385    ,Van,B,16
2022S007894    ,Tourism,B,16
2022S005480    ,Tourism,B,16
2022S003642    ,Motorcycle,B,16
2021S007005    ,Van,B,16
2022S005755    ,Motorcycle,B,16
2022S002996    ,Ciclomotor,AM,16
2021S007117    ,Bicycle,B,16
2021S005334    ,Taxi,B,16
2021S004566    ,Motorcycle,B,16
2021S004163    ,Motorcycle,B,16
2022S002470    ,Tourism,B,16
2021S007463    ,Motorcycle,A,16
2022S005645    ,Van,B,16
2021S006995    ,Motorcycle,A,16
2022S006419    ,Motorcycle,B,16
2022S007817    ,Motorcycle,B,16
2022S006259    ,Tourism,B,16
2021S001942    ,Motorcycle,B,16
2021S002667    ,SUV,B,16
2022S007524    ,Tourism,B,16
2021S001089    ,Motorcycle,B,16
2021S003382    ,Motorcycle,B,16
2021S000735    ,Van,B,16
2022S006882    ,Tourism,B,16
2022S007959    ,Motorcycle,B,16
2021S005976    ,Motorcycle,B,16
2021S001487    ,Tourism,B,16
2022S004364    ,Tourism,B,16
2022S001740    ,Tourism,B,16
2021S002321    ,Tourism,B,16
2022S001593    ,Tourism,B,16
2021S007446    ,Tourism,B,16
2022S002665    ,Tourism,B,16
2021S006396    ,Motorcycle,B,16
2022S006200    ,Motorcycle,B,16
2021S003027    ,Tourism,B,16
2021S007614    ,Motorcycle,B,16
2021S005630    ,Tourism,B,16
2022S007409    ,Van,B,16
2022S006889    ,Tourism,B,16
2021S003944    ,Bicycle,B,16
2022S006200    ,Motorcycle,B,16
2021S003027    ,Motorcycle,B,16
2021S004797    ,Motorcycle,A2,16
2021S000351    ,Bus,D1,16
2022S007178    ,Van,B,16
2022S006193    ,Motorcycle,B,16
2021S003791    ,SUV,B,16
2022S003335    ,Tourism,B,16
2022S002975    ,Tourism,B,16
2021S005865    ,Rigid truck > 3.5 tonnes,C,16
2021S005499    ,Tourism,B,16
2022S005787    ,Motorcycle,B,16
2022S001824    ,Tourism,B,16
2021S004480    ,Tourism,B,16
2022S001240    ,Taxi,B,16
2022S004568    ,Articulated bus,D,16
2022S003258    ,Quadricycle < 75 cc,AM,16
2022S003799    ,Motorcycle,B,16
2021S005327    ,Tourism,B,16
2022S001359    ,Motorcycle,B,16
2022S007546    ,Tourism,B,16
2021S002362    ,Van,B,16
2022S007959    ,Tourism,B,16
2021S000138    ,Tourism,B,16
2021S004173    ,Taxi,B,16
2021S006379    ,Tourism,B,16
2021S000659    ,Articulated bus,D,16
2022S004994    ,Bus,D,16
2021S001693    ,Articulated bus,D,16
2022S003126    ,Tourism,B,16
2022S007306    ,Articulated bus,D,16
2022S002255    ,Ciclomotor,AM,16
2022S004907    ,Taxi,B,16
2021S004331    ,Ciclomotor,B,16
2021S000659    ,Van,B,16
2022S000339    ,Van,B,16
2021S002209    ,Tourism,B,16
2022S002133    ,Motorcycle,B,16
2022S001893    ,Tourism,B,16
2022S002788    ,Van,B,16
2021S005694    ,Tourism,B,16
2021S000222    ,Tourism,B,16
2021S002828    ,Tourism,B,16
2021S004553    ,Motorcycle,A,16
2022S005443    ,Motorcycle,A1,16
2022S004379    ,Tourism,B,16
2021S004692    ,Articulated bus,D,16
2021S003365    ,Motorcycle,A2,16
2022S001985    ,Tourism,B,16
2021S000524    ,Ciclomotor,B,16
2021S002913    ,Motorcycle,B,16
2022S002902    ,Motorcycle,B,16
2022S003180    ,Taxi,B,16
2022S002101    ,Tourism,B,16
2021S002439    ,Motorcycle,A,16
2021S000849    ,Tourism,B,16
2021S003615    ,Tourism,B,16
2022S001541    ,Tourism,B,16
2022S002019    ,Ciclomotor,AM,16
2022S006641    ,Taxi,B,16
2022S001575    ,Tourism,B,16
2021S004292    ,Tourism,B,16
2022S002385    ,Tourism,B,16
2021S001767    ,Tourism,B1,16
2022S002100    ,Construction and service machinery,B,16
2022S002095    ,Motorcycle,B,16
2022S006847    ,Bus,D,16
2022S000771    ,Tourism,B,16
2021S001516    ,Motorcycle,B,16
2022S005662    ,Van,B,16
2021S004470    ,Motorcycle,B,16
2021S005913    ,Bicycle,B,16
2022S003555    ,Tourism,B,16
2022S006521    ,Tourism,B,16
2021S002420    ,Motorcycle,B,16
2022S002823    ,Van,B,16
2022S005765    ,Tourism,B,16
2022S004262    ,Bus,D,16
2022S001389    ,Tourism,B,16
2021S005022    ,Tourism,B,16
2022S002995    ,Articulated bus,D,16
2022S002970    ,Tourism,B,16
2022S001760    ,Motorcycle,B,16
2021S004376    ,Motorcycle,B,16
2021S007150    ,Tourism,B,16
2021S000961    ,Tourism,B,16
2021S004128    ,Tourism,B,16
2022S004588    ,Bus,D,16
2021S007181    ,Ciclomotor,B,16
2022S001208    ,Tourism,B,16
2021S005717    ,Motorcycle,B,16
2021S002187    ,Motorcycle,A,16
2022S004774    ,Bus,D,16
2022S000718    ,Van,B,16
2022S004230    ,Motorcycle,B,16
2022S003308    ,Tourism,B,16
2021S005450    ,Tourism,B,16
2021S002426    ,Tourism,B,16
2021S005021    ,Tourism,B,16
2022S003103    ,Tourism,B,16
2022S003778    ,Bus,D,16
2022S007819    ,Tourism,B,16
2022S001229    ,Van,B,16
2022S001890    ,Motorcycle,A,16
2021S007291    ,Taxi,B,16
2022S004684    ,Tourism,B,16
2022S001821    ,Bus,D,16
2022S003986    ,Tourism,B,16
2022S001150    ,Articulated bus,D,16
2022S000950    ,Motorcycle,B,16
2021S006021    ,Motorcycle,A,16
2022S005679    ,Taxi,B,16
2022S006097    ,Tourism,B,16
2021S006793    ,Motorcycle,B,16
2022S002838    ,Motorcycle,B,16
2022S005409    ,Tourism,B,16
2021S002357    ,Motorcycle,A,16
2022S005305    ,Tourism,B,16
2022S002632    ,Bus,D,16
2021S005740    ,Motorcycle,A,16
2022S001062    ,Motorcycle,B,16
2022S006101    ,Motorcycle,A,16
2021S006028    ,SUV,B,16
2022S007219    ,Ciclomotor,AM,16
2022S000690    ,Tourism,B,16
2021S001620    ,Motorcycle,B,16
2021S004039    ,Motorcycle,A1,16
2022S003175    ,Tourism,B,16
2022S007794    ,Tourism,B,16
2021S004023    ,Motorcycle,B,16
2021S003487    ,Tourism,B,16
2022S004888    ,Motorcycle,B,16
2021S004022    ,Bicycle,B,16
2021S004790    ,Tourism,B,16
2021S005261    ,Tourism,B,16
2022S000746    ,Motorcycle,A,16
2021S000403    ,Motorcycle,B,16
2022S004990    ,Articulated bus,D,16
2021S000691    ,Tourism,B,16
2022S007847    ,Tourism,B,16
2021S005456    ,Tourism,B,16
2022S002629    ,Motorcycle,A2,16
2021S003275    ,Motorcycle,B,16
2021S001083    ,Van,B,16
2022S004018    ,Articulated bus,D,16
2022S004665    ,Taxi,B,16
2022S005578    ,Motorcycle,B,16
2021S005244    ,Ciclomotor,AM,16
2021S004641    ,Tourism,B,16
2022S001515    ,Van,B,16
2022S003247    ,Motorcycle,B,16
2022S000294    ,Bus,D,16
2022S007341    ,Articulated bus,D,16
2022S001310    ,Motorcycle,A,16
2022S000882    ,Bus,D,16
2022S003735    ,Motorcycle,B,16
2022S007807    ,Motorcycle,B,16
2022S001369    ,Tourism,B,16
2021S007367    ,Tourism,B,16
2021S002463    ,Tourism,B,16
2022S000846    ,Taxi,B,16
2021S006006    ,Tourism,B,16
2021S001251    ,Tourism,B,16
2022S004334    ,Van,B,16
2021S004773    ,Motorcycle,B,16
2022S007096    ,Tourism,B,16
2021S000750    ,Tourism,B,16
2022S001874    ,Van,B,16
2022S002228    ,Tourism,B,16
2021S002384    ,Motorcycle,B,16
2022S000458    ,Articulated bus,D,16
2021S005612    ,Bus,D,16
2022S000158    ,Van,B,16
2021S000461    ,Ciclomotor,B,16
2021S007648    ,Tourism,B,16
2021S003889    ,Motorcycle,B,16
2021S002621    ,Motorcycle,B,16
2022S006401    ,Tourism,B,16
2021S006022    ,Tourism,B,16
2022S005662    ,Rigid truck <= 3.5 tonnes,B,16
2022S000571    ,Tourism,B,16
2022S002850    ,Motorcycle,B,16
2022S007199    ,Motorcycle,B,16
2022S007475    ,Tourism,B,16
2022S002005    ,Taxi,B,16
2022S002044    ,Van,B,16
2022S006824    ,Veh. motor personal mobility,B,16
2022S002420    ,Tourism,B,16
2022S003035    ,Van,B,16
2021S001325    ,Motorcycle,B,16
2022S002429    ,Tourism,B,16
2021S000926    ,Motorcycle,B,16
2021S000295    ,Van,B,16
2021S001530    ,Rigid truck > 3.5 tonnes,B,16
2021S005309    ,Motorcycle,A2,16
2022S002724    ,Tourism,B,16
2022S006652    ,Motorcycle,B,16
2022S000433    ,Motorcycle,B,16
2021S006585    ,Tourism,B,16
2022S007961    ,Veh. motor personal mobility,B,16
2021S006179    ,Rigid truck > 3.5 tonnes,C1,16
2022S003630    ,Taxi,B,16
2022S007475    ,Motorcycle,B,16
2022S004483    ,Bus,D,16
2021S003559    ,Motorcycle,B,16
2022S004827    ,Tourism,B,16
2022S005696    ,Motorcycle,A,16
2021S005275    ,Motorcycle,B,16
2022S006249    ,Tourism,B,16
2022S004137    ,Motorcycle,B,16
2022S004120    ,Motorcycle,B,16
2022S001707    ,Ciclomotor,AM,16
2022S000635    ,Veh. motor personal mobility,B,16
2022S005036    ,Bus,D,16
2022S005995    ,Tourism,B,16
2022S007197    ,Van,B,16
2021S003747    ,Motorcycle,A,16
2021S005875    ,Tourism,B,16
2021S007041    ,Motorcycle,B,16
2022S003596    ,Rigid truck <= 3.5 tonnes,C1,16
2022S001341    ,Tourism,B,16
2022S006823    ,Motorcycle,B,16
2022S006966    ,Tourism,B,16
2021S007479    ,Tourism,B,16
2022S000971    ,Bus,D,16
2022S002987    ,Tourism,B,16
2022S002987    ,Taxi,B,16
2021S004895    ,Motorcycle,B,16
2021S002028    ,Van,B,16
2022S007936    ,Taxi,B,16
2022S002824    ,Motorcycle,AM,16
2021S007657    ,Taxi,BTP,16
2022S003651    ,Bus,D,16
2021S004474    ,Motorcycle,B,16
2021S001473    ,Tourism,B,16
2021S001925    ,Tourism,B,16
2022S002606    ,Van,B,16
2021S003045    ,Van,B,16
2021S007246    ,Motorcycle,B,16
2021S004113    ,Motorcycle,B,16
2022S000368    ,Motorcycle,B,16
2021S002481    ,Taxi,B,16
2021S002003    ,Van,B,16
2022S003027    ,Coach,D,16
2022S003701    ,Tourism,B,16
2021S005983    ,Tourism,B,16
2021S005241    ,Veh. motor personal mobility,B,16
2022S004795    ,Motorcycle,B,16
2022S003669    ,Tourism,B,16
2022S002525    ,Ciclomotor,AM,16
2022S001906    ,Tourism,B,16
2022S003064    ,Tourism,B,16
2022S006075    ,Tourism,B,16
2022S000209    ,Bus,D,16
2022S000183    ,Tourism,B,16
2021S006155    ,Tourism,B,16
2021S005891    ,Motorcycle,A,16
2022S004898    ,Motorcycle,B,16
2022S007629    ,Van,B,16
2022S000209    ,Bus,D,16
2021S006599    ,Tourism,B,16
2021S004905    ,Bus,D,16
2022S003609    ,Motorcycle,B,16
2021S000198    ,Motorcycle,B,16
2021S006153    ,Bus,D,16
2022S001616    ,Motorcycle,B,16
2022S000965    ,Motorcycle,B,16
2021S003700    ,Tourism,B,16
2022S003619    ,Other,C,16
2022S007380    ,Motorcycle,B,16
2022S000240    ,Motorcycle,B,16
2022S007452    ,Taxi,B,16
2021S002808    ,Tourism,B,16
2022S000946    ,Motorcycle,B,16
2022S003402    ,Motorcycle,A,16
2022S007308    ,Ciclomotor,AM,16
2022S003201    ,Tractor truck,C,16
2022S003619    ,Rigid truck > 3.5 tonnes,C,16
2021S006197    ,Motorcycle,B,16
2021S007336    ,Tourism,B,16
2022S007050    ,Tourism,B,16
2022S006252    ,Tourism,B,16
2022S002479    ,Motorcycle,B,16
2022S003864    ,Tourism,B,16
2021S005536    ,Tourism,B,16
2021S003575    ,Tourism,B,16
2021S006387    ,Motorcycle,B,16
2022S001743    ,Tourism,B,16
2021S006880    ,Van,B,16
2021S004135    ,Motorcycle,A,16
2022S007840    ,Tourism,B,16
2021S002192    ,Motorcycle,B,16
2021S002094    ,Bus,D,16
2022S007144    ,Motorcycle,B,16
2021S002666    ,Motorcycle,B,16
2021S004889    ,Motorcycle,B,16
2022S006736    ,Bus,D,16
2022S000589    ,Motorcycle,B,16
2022S007183    ,Tourism,B,16
2022S007339    ,Van,B,16
2021S006769    ,Motorcycle,B,16
2022S005136    ,Motorcycle,B,16
2021S006380    ,Rigid truck > 3.5 tonnes,C,16
2021S003610    ,Van,B,16
2022S002145    ,Van,B,16
2022S002959    ,Tourism,B,16
2021S003792    ,Motorcycle,B,16
2021S007513    ,Taxi,B,16
2022S000984    ,Tourism,B,16
2021S004672    ,Rigid truck > 3.5 tonnes,B,16
2021S002581    ,Tourism,B,16
2021S002605    ,Van,B,16
2021S005404    ,Tourism,B,16
2022S000880    ,Bus,D,16
2021S003845    ,Motorcycle,B,16
2022S003332    ,Tourism,B,16
2021S003618    ,Tourism,B,16
2021S002573    ,Tourism,B,16
2021S000243    ,Van,B,16
2021S003175    ,Tourism,B,16
2021S004242    ,Bus,D,16
2021S003610    ,Tourism,B,16
2021S006426    ,Tourism,B,16
2022S007147    ,Quadricycle < 75 cc,B,16
2021S006822    ,Taxi,B,16
2021S000603    ,Taxi,B,16
2021S006249    ,Other,B,16
2022S002549    ,Tourism,B,16
2021S006314    ,Motorcycle,B,16
2022S003810    ,Tourism,B,16
2022S006962    ,Tourism,B,16
2022S000213    ,Taxi,B,16
2021S004183    ,Tourism,B,16
2022S007020    ,Motorcycle,B,16
2021S000349    ,Van,B,16
2021S003925    ,Tourism,B,16
2022S006956    ,Motorcycle,B,16
2021S007616    ,Tourism,B,16
2022S004078    ,Tourism,B,16
2022S002049    ,Ciclomotor,AM,16
2022S004078    ,Motorcycle,B,16
2021S002085    ,Motorcycle,A,16
2021S000263    ,Motorcycle,A2,16
2021S006422    ,Tourism,B,16
2021S001764    ,Motorcycle,B,16
2021S007483    ,Van,B,16
2021S002795    ,Tourism,B,16
2021S007483    ,Motorcycle,B,16
2021S006217    ,Motorcycle,B,16
2022S003892    ,Tourism,B,16
2021S004742    ,Ciclomotor,AM,16
2021S002733    ,Ciclomotor,AM,16
2021S004577    ,Motorcycle,B,16
2022S006367    ,Bicycle,B,16
2021S000479    ,SUV,B,16
2022S001913    ,Tourism,B,16
2022S002423    ,Tourism,B,16
2022S004858    ,Tourism,B,16
2021S002132    ,Rigid truck <= 3.5 tonnes,B,16
2022S005403    ,Motorcycle,B,16
2021S004051    ,Van,B,16
2021S002695    ,Bus,D,16
2022S003631    ,Tractor truck,B,16
2021S002203    ,Tourism,B,16
2022S005037    ,Motorcycle,B,16
2022S007362    ,Motorcycle,B,16
2021S004963    ,Van,B,16
2022S000751    ,Motorcycle,B,16
2022S002446    ,Motorcycle,B,16
2022S003487    ,Motorcycle,B,16
2021S003979    ,Tourism,B,16
2021S005381    ,Tourism,B,16
2021S000905    ,Motorcycle,B,16
2021S005137    ,Tractor truck,C,16
2022S003465    ,Motorcycle,B,16
2021S003331    ,Van,B,16
2021S002561    ,Tourism,B,16
2021S003156    ,Motorcycle,B,16
2022S001673    ,Motorcycle,B,16
2021S003623    ,Rigid truck > 3.5 tonnes,C,16
2022S005212    ,Motorcycle,B,16
2022S003407    ,Motorcycle,A,16
2022S001840    ,Tourism,B,16
2021S001167    ,Tourism,B,16
2022S005811    ,Tourism,B,16
2021S002438    ,Tourism,B,16
2021S002531    ,Motorcycle,A1,16
2022S004663    ,Bus,D,16
2022S002320    ,Tourism,B,16
2021S001214    ,Tourism,B,16
2022S004176    ,Tourism,B,16
2021S000478    ,Tourism,B,16
2022S004495    ,Motorcycle,B,16
2021S003612    ,Tourism,B,16
2022S005783    ,Motorcycle,B,16
2021S001405    ,Tourism,B,16
2021S005621    ,Articulated bus,D,16
2022S002482    ,Tourism,B,16
2022S004525    ,Tourism,B,16
2022S006778    ,Ciclomotor,B,16
2022S003036    ,Tourism,B,16
2021S001799    ,Motorcycle,B,16
2021S001462    ,Tourism,B,16
2022S007358    ,Motorcycle,B,16
2022S006967    ,Motorcycle,B,16
2022S002405    ,Van,B,16
2022S006206    ,Tourism,B,16
2022S000444    ,Rigid truck > 3.5 tonnes,C,16
2022S007446    ,Motorcycle,B,16
2022S002092    ,Motorcycle,B,16
2022S001672    ,Ciclomotor,B,16
2022S003173    ,Motorcycle,A2,16
2022S000472    ,Motorcycle,B,16
2021S006073    ,Tourism,B,16
2021S000679    ,Tourism,B,16
2022S004383    ,Taxi,B,16
2021S007450    ,Motorcycle,A,16
2021S006428    ,Motorcycle,A,16
2022S002370    ,Motorcycle,B,16
2022S002199    ,Motorcycle,B,16
2022S005707    ,Tourism,B,16
2022S001069    ,Motorcycle,B,16
2022S000102    ,Tourism,B,16
2021S004452    ,Tourism,B,16
2022S001261    ,Motorcycle,B,16
2022S004738    ,Tourism,B,16
2022S000664    ,Motorcycle,Llicència,16
2022S000218    ,Taxi,B,16
2022S003673    ,Taxi,B,16
2022S001384    ,Tourism,B,16
2021S002061    ,Motorcycle,B,16
2021S006935    ,Veh. motor personal mobility,B,16
2022S003184    ,Tourism,B,16
2021S004396    ,Motorcycle,B,16
2021S000706    ,Articulated bus,D,16
2022S006632    ,Tourism,B,16
2022S000843    ,Tourism,B,16
2022S006172    ,Bus,D,16
2021S006057    ,Motorcycle,B,16
2022S007376    ,Tourism,B,16
