Case_number,Type_of_vehicle,License type,Age license
2021S001590    ,Motorcycle,A2,16
2021S005051    ,Tourism,B,16
2022S000678    ,Tourism,B,16
2021S005792    ,Motorcycle,B,16
2022S002716    ,Tourism,B,16
2021S001077    ,Motorcycle,B,16
2021S000898    ,Taxi,B,16
2022S004745    ,Motorcycle,A,16
2022S000618    ,Taxi,B,16
2022S006987    ,Tourism,B,16
2022S003696    ,Van,B,16
2022S002610    ,Motorcycle,B,16
2022S006575    ,Motorcycle,B,16
2021S007271    ,Motorcycle,B,16
2021S001005    ,Tourism,B,16
2022S007222    ,Motorcycle,B,16
2022S001286    ,Motorcycle,B,16
2022S007187    ,Motorcycle,B,16
2022S003232    ,Tourism,B,16
2021S002651    ,Ciclomotor,AM,16
2022S007389    ,Motorcycle,B,16
2022S004590    ,Bus,D1,16
2021S000257    ,Motorcycle,A,16
2021S007143    ,Tourism,B,16
2021S004871    ,Tourism,B,16
2021S006503    ,Bus,D,16
2022S001485    ,Rigid truck > 3.5 tonnes,C,16
2022S004170    ,Motorcycle,B,16
2021S007593    ,Tourism,B,16
2022S002602    ,Motorcycle,A,16
2021S005000    ,Tourism,B,16
2021S007083    ,Bus,D,16
2022S006470    ,Bus,D,16
2022S006608    ,Motorcycle,B,16
2021S001216    ,Motorcycle,B,16
2022S003498    ,Bus,D,16
2021S000474    ,Tourism,B,16
2021S003626    ,Motorcycle,B,16
2021S006014    ,Tractor truck,E C,16
2022S004604    ,Veh. motor personal mobility,B,16
2022S002048    ,Motorcycle,A,16
2021S002588    ,Bus,D,16
2022S006723    ,Motorcycle,B,16
2021S003218    ,Rigid truck > 3.5 tonnes,C,16
2022S001741    ,Van,B,16
2022S006683    ,Bicycle,B,16
2022S002075    ,Tourism,B,16
2021S001037    ,Motorcycle,A,16
2021S004991    ,Rigid truck > 3.5 tonnes,C,16
2021S003874    ,Tourism,B,16
2022S001508    ,Motorcycle,B,16
2022S001452    ,Bus,D,16
2021S006861    ,Motorcycle,B,16
2021S001704    ,Ciclomotor,AM,16
2022S005551    ,Tourism,B,16
2021S000216    ,Tourism,B,16
2021S007650    ,Motorcycle,B,16
2021S007447    ,Motorcycle,B,16
2021S002680    ,Articulated bus,D,16
2021S001945    ,Motorcycle,B,16
2021S001615    ,Tourism,B,16
2021S001650    ,Ciclomotor,AM,16
2022S000581    ,Motorcycle,B,16
2021S005100    ,Tourism,B,16
2021S002500    ,Motorcycle,B,16
2022S002637    ,Motorcycle,B,16
2022S003904    ,Motorcycle,B,16
2022S006337    ,Motorcycle,B,16
2021S005078    ,Tourism,B,16
2022S005882    ,Tourism,B,16
2021S007638    ,Taxi,B,16
2022S002134    ,Taxi,B,16
2021S003713    ,Motorcycle,B,16
2021S006427    ,Van,B,16
2021S002217    ,Motorcycle,B,16
2021S000251    ,Motorcycle,A1,16
2022S000363    ,Motorcycle,B,16
2021S006438    ,Tourism,B,16
2022S001091    ,Tourism,B,16
2021S006968    ,Motorcycle,A,16
2021S007345    ,Tourism,B,16
2022S005643    ,Tourism,B,16
2022S001244    ,Tourism,B,16
2022S004115    ,Motorcycle,B,16
2022S005686    ,Bus,D,16
2022S003626    ,Tourism,B,16
2022S007978    ,Tourism,B,16
2021S006298    ,Van,B,16
2021S001952    ,Tourism,B,16
2022S000238    ,Motorcycle,B,16
2021S001850    ,Van,B,16
2022S002912    ,Tourism,B,16
2021S006709    ,Taxi,B,16
2022S000979    ,Tourism,B,16
2022S007500    ,Van,B,16
2021S001289    ,Tourism,B,16
2022S000905    ,Van,B,16
2021S001703    ,Tourism,B,16
2022S001491    ,Tourism,B,17
2021S001864    ,Tourism,B,17
2021S006491    ,Motorcycle,A,17
2022S007707    ,Motorcycle,B,17
2021S007501    ,Tourism,B,17
2021S003220    ,Van,B,17
2022S003528    ,Motorcycle,A,17
2022S000915    ,Pick up,B,17
2021S004159    ,Rigid truck > 3.5 tonnes,C,17
2022S001592    ,Motorcycle,B,17
2022S003331    ,Rigid truck <= 3.5 tonnes,B,17
2021S007350    ,Veh. motor personal mobility,B,17
2022S007391    ,Tourism,B,17
2021S006887    ,Motorcycle,B,17
2021S004067    ,Motorcycle,B,17
2022S000695    ,Bicycle,B,17
2022S005518    ,Tourism,B,17
2021S003661    ,Tourism,B,17
2022S000205    ,Tourism,B,17
2022S000353    ,Tourism,B,17
2022S005855    ,Van,B,17
2022S003821    ,Rigid truck <= 3.5 tonnes,B,17
2021S005871    ,Motorcycle,B,17
2021S004476    ,Tourism,B,17
2021S004383    ,Tourism,B,17
2022S007933    ,Motorcycle,B,17
2022S000679    ,Tourism,B,17
2021S007149    ,Tourism,B,17
2022S002960    ,Motorcycle,B,17
2022S001405    ,Ciclomotor,AM,17
2022S003420    ,Motorcycle,A1,17
2022S003458    ,Tourism,B,17
2021S005069    ,Motorcycle,B,17
2022S007839    ,Bus,D,17
2021S005310    ,Tractor truck,E C,17
2022S006168    ,Motorcycle,B,17
2022S002303    ,Motorcycle,B,17
2021S000553    ,Taxi,B,17
2022S004631    ,Tourism,B,17
2021S004038    ,Taxi,B,17
2021S000794    ,Motorcycle,B,17
2022S006804    ,Tourism,B,17
2021S002707    ,Motorcycle,B,17
2021S002512    ,Motorcycle,B,17
2022S001544    ,Motorcycle,B,17
2021S002967    ,Tourism,B,17
2022S000830    ,Tourism,B,17
2022S001835    ,Tourism,B,17
2021S003380    ,Motorcycle,A,17
2022S001415    ,Tourism,B,17
2021S007639    ,Van,B,17
2021S002126    ,Tourism,B,17
2022S003847    ,Van,B,17
2021S004639    ,Tourism,B,17
2022S004555    ,Rigid truck > 3.5 tonnes,C,17
2021S007417    ,Tourism,B,17
2021S005581    ,Articulated bus,D,17
2021S005252    ,Tourism,B,17
2022S002908    ,Tourism,B,17
2022S007369    ,Tourism,B,17
2021S005699    ,Tourism,B,17
2022S006383    ,Van,B,17
2022S001803    ,Tourism,B,17
2021S001830    ,Tourism,B,17
2021S004356    ,Motorcycle,B,17
2021S005994    ,Motorcycle,A,17
2022S000255    ,Motorcycle,B,17
2021S007604    ,Van,B,17
2022S007875    ,Tourism,B,17
2022S007576    ,Tourism,B,17
2021S007570    ,Motorcycle,B,17
2021S004433    ,Motorcycle,A,17
2021S000225    ,Motorcycle,B,17
2021S003078    ,Motorcycle,B,17
2022S003804    ,Tourism,B,17
2021S001264    ,Bus,D1,17
2021S006874    ,Motorcycle,B,17
2022S001389    ,Van,B,17
2021S000975    ,Motorcycle,B,17
2022S005590    ,Tourism,B,17
2022S002144    ,Tourism,B,17
2022S007618    ,Tourism,B,17
2022S000814    ,Motorcycle,A,17
2021S007214    ,Tourism,B,17
2022S000403    ,Van,B,17
2021S000096    ,Motorcycle,A,17
2021S004363    ,Motorcycle,A1,17
2022S002220    ,Tourism,B,17
2022S000945    ,Motorcycle,B,17
2021S004178    ,Tourism,B,17
2022S003859    ,Tourism,B,17
2022S004019    ,Tourism,B,17
2021S000938    ,Tourism,B,17
2021S004630    ,Tourism,B,17
2021S000555    ,Tractor truck,C,17
2021S003529    ,Tourism,B,17
2021S003453    ,Ciclomotor,B,17
2021S002139    ,Tourism,B,17
2022S003288    ,Tourism,B,17
2021S002385    ,Rigid truck <= 3.5 tonnes,B,17
2021S005059    ,Van,B,17
2021S004483    ,Tourism,B,17
2022S005482    ,Taxi,B,17
2022S001860    ,SUV,B,17
2021S006641    ,Motorcycle,A,17
2021S006988    ,Tourism,B,17
2022S004350    ,Motorcycle,B,17
2021S003153    ,Tourism,B,17
2022S006639    ,Tourism,B,17
2022S005899    ,Tourism,B,17
2022S006972    ,Tourism,B,17
2021S000142    ,Motorcycle,B,17
2021S004011    ,Van,B,17
2022S005477    ,Veh. motor personal mobility,B,17
2022S007891    ,Motorcycle,B,17
2022S000570    ,Motorcycle,B,17
2022S006179    ,Tourism,B,17
2022S002611    ,Rigid truck > 3.5 tonnes,C,17
2022S002611    ,Motorcycle,B,17
2022S003067    ,Tourism,B,17
2022S007008    ,Motorcycle,A,17
2022S004035    ,Motorcycle,B,17
2021S000104    ,Motorcycle,B,17
2022S006037    ,Rigid truck <= 3.5 tonnes,B,17
2022S006913    ,Tourism,B,17
2022S002329    ,Bus,D,17
2021S000649    ,Motorcycle,A,17
2022S003575    ,Motorcycle,A,17
2021S005791    ,Van,B,17
2021S003972    ,Taxi,B,17
2022S006965    ,Rigid truck <= 3.5 tonnes,B,17
2022S005574    ,Van,B,17
2022S000157    ,Van,B,17
2021S004242    ,Motorcycle,B,17
2021S002491    ,Motorcycle,B,17
2021S001517    ,Van,B,17
2021S004418    ,Van,B,17
2021S001739    ,Tourism,B,17
2021S005596    ,Tourism,B,17
2021S007126    ,Motorcycle,B,17
2022S005698    ,Motorcycle,A,17
2021S005620    ,Motorcycle,B,17
2021S006972    ,Tourism,B,17
2021S002679    ,Motorcycle,B,17
2021S007059    ,Tourism,B,17
2022S000876    ,Tourism,B,17
2021S007640    ,Motorcycle,B,17
2021S002157    ,Tourism,B,17
2021S000867    ,Motorcycle,A2,17
2022S000101    ,Motorcycle,B,17
2021S006086    ,Articulated bus,D,17
2022S005270    ,Ambulance,B,17
2022S004323    ,Tourism,B,17
2021S003067    ,Motorcycle,B,17
2022S007578    ,Tourism,B,17
2021S000092    ,Bus,D,17
2021S003305    ,Motorcycle,B,17
2021S000270    ,Tourism,B,17
2022S007491    ,Bus,D,17
2022S007623    ,Tourism,B,17
2022S005067    ,Tourism,B,17
2022S003919    ,Tourism,B,17
2022S005904    ,Tourism,B,17
2022S004648    ,Motorcycle,B,17
2021S005358    ,Motorcycle,B,17
2021S006871    ,Tourism,B,17
2021S004644    ,Tourism,B,17
2021S007466    ,Tourism,B,17
2021S004530    ,Tourism,B,17
2021S004977    ,Tourism,B,17
2021S002308    ,Motorcycle,B,17
2022S004677    ,Tourism,B,17
2021S007368    ,Tourism,B,17
2022S006051    ,Motorcycle,B,17
2021S002207    ,Ciclomotor,B,17
2021S000342    ,Tourism,B,17
2021S001720    ,Motorcycle,B,17
2021S004077    ,Motorcycle,B,17
2022S000247    ,Tourism,B,17
2022S007672    ,Tourism,B,17
2022S007127    ,Bus,D,17
2022S006862    ,Motorcycle,B,17
2021S000974    ,Tourism,B,17
2022S006406    ,Tourism,B,17
2022S002071    ,Tourism,B,17
2022S005817    ,Van,B,17
2021S002048    ,Tourism,B,17
2021S001882    ,Motorcycle,B,17
2021S000150    ,Motorcycle,B,17
2021S001802    ,Motorcycle,B,17
2022S004028    ,Motorcycle,B,17
2022S004917    ,Tourism,B,17
2022S002800    ,Tourism,B,17
2022S006321    ,Bus,D,17
2021S005391    ,Bus,D,17
2021S006927    ,Motorcycle,B,17
2021S007550    ,Rigid truck > 3.5 tonnes,C,17
2021S001689    ,Motorcycle,B,17
2022S001771    ,Tourism,B,17
2021S000485    ,Tourism,B,17
2021S005012    ,Taxi,B,17
2021S007075    ,Motorcycle,A,17
2022S007573    ,Motorcycle,B,17
2021S005159    ,Motorcycle,B,17
2021S004616    ,Motorcycle,A1,17
2021S004976    ,Van,B,17
2022S004582    ,Motorcycle,A,17
2022S000182    ,Rigid truck > 3.5 tonnes,B,17
2022S007920    ,Motorcycle,A1,17
2022S002600    ,Tourism,B,17
2022S004758    ,Tourism,B,17
2021S005372    ,Motorcycle,B,17
2021S003739    ,Tourism,B,17
2022S005627    ,Van,B,17
2021S005294    ,Tourism,B,17
2022S006802    ,Tourism,B,17
2021S004224    ,Rigid truck > 3.5 tonnes,C,17
2022S006328    ,Van,B,17
2021S003405    ,Van,B,17
2022S003620    ,Van,B,17
2022S006522    ,Motorcycle,B,17
2022S004948    ,Motorcycle,B,17
2022S003356    ,Taxi,B,17
2021S002427    ,Motorcycle,B,17
2021S006888    ,Bus,D1,17
2022S004595    ,Van,B,17
2021S001499    ,Motorcycle,B,17
2021S002059    ,Motorcycle,B,17
2022S004290    ,Tourism,B,17
2022S006260    ,Motorcycle,A,17
2022S003555    ,Tourism,B,17
2022S000063    ,Motorcycle,B,17
2021S005350    ,Tourism,B,17
2022S005028    ,Ciclomotor,B,17
2022S006313    ,Tourism,B,17
2021S001619    ,SUV,B,17
2021S003124    ,Bicycle,B,17
2021S003458    ,Van,B,17
2021S001083    ,Motorcycle,B,17
2021S006890    ,Tourism,B,17
2021S001298    ,Bus,D,17
2022S001146    ,Ciclomotor,AM,17
2021S005258    ,Van,B,17
2021S004985    ,Motorcycle,B,17
2022S004123    ,Tourism,B,17
2021S005609    ,Articulated bus,D,17
2021S006412    ,Tourism,B,17
2021S004690    ,Tourism,B,17
2022S004445    ,Van,B,17
2022S003954    ,Motorcycle,B,17
2021S002011    ,Tourism,B,17
2021S001288    ,Tourism,B,17
2021S001862    ,Rigid truck > 3.5 tonnes,B,17
2022S003305    ,Tourism,B,17
2021S006840    ,Tourism,B,17
2022S002316    ,Bus,D,17
2021S000446    ,Van,B,17
2022S006764    ,Tourism,B,17
2022S001683    ,Motorcycle,B,17
2022S004378    ,Van,B,17
2021S003999    ,Tourism,B,17
2022S007606    ,Motorcycle,B,17
2022S002551    ,Taxi,B,17
2022S005227    ,Van,B,17
2022S005154    ,Tourism,B,17
2022S003779    ,Tourism,B,17
2022S001148    ,Bicycle,B,17
2022S005008    ,Bicycle,B,17
2022S000846    ,Tourism,B,17
2022S003448    ,Bus,D,17
2021S000689    ,Motorcycle,B,17
2021S001897    ,Motorcycle,B,17
2021S007265    ,Tourism,B,17
2022S002176    ,Ciclomotor,B,17
2022S002176    ,Tourism,B,17
2021S006361    ,Tourism,B,17
2022S006086    ,Tourism,B,17
2022S007948    ,Tourism,B,17
2021S004874    ,Taxi,B,17
2021S007387    ,Tourism,B,17
2021S004029    ,Tourism,B,17
2022S001513    ,Motorcycle,B,17
2022S002114    ,Motorcycle,B,17
2021S004857    ,Bus,D,17
2021S007191    ,Motorcycle,A,17
2021S003298    ,Van,B,17
2022S001420    ,Motorcycle,B,17
2022S007859    ,Rigid truck > 3.5 tonnes,C,17
2021S003292    ,Van,B,17
2021S002088    ,Van,B,17
2021S005096    ,Van,B,17
2022S007431    ,Bus,D,17
2021S002626    ,Motorcycle,B,17
2022S001233    ,Bus,D,17
2021S002650    ,Van,B,17
2021S000748    ,Ciclomotor,AM,17
2022S006536    ,Motorcycle,B,17
2021S003335    ,Motorcycle,B,17
2022S003701    ,Motorcycle,B,17
2022S004842    ,Ciclomotor,AM,17
2021S002520    ,Tourism,B,17
2022S004430    ,Motorcycle,B,17
2021S006882    ,Tourism,B,17
2022S002318    ,Tourism,B,17
2022S006995    ,Motorcycle,A,17
2021S003998    ,Van,B,17
2022S003304    ,Tourism,B,17
2021S007609    ,Motorcycle,B,17
2021S002300    ,Motorcycle,B,17
2021S002660    ,Motorcycle,B,17
2022S002070    ,Motorcycle,B,17
2022S002753    ,Motorcycle,B,17
2021S007271    ,Tourism,B,17
2021S004168    ,Van,B,17
2021S000922    ,Tourism,B,17
2021S004160    ,Tourism,B,17
2022S004036    ,Motorcycle,B,17
2022S000057    ,Motorcycle,B,17
2022S007568    ,Motorcycle,B,17
2021S005304    ,Tourism,B,17
2022S000057    ,Motorcycle,B,17
2022S007109    ,Bus,D,17
2021S003447    ,Motorcycle,B,17
2022S004831    ,Veh. motor personal mobility,B,17
2021S004477    ,Motorcycle,B,17
2021S003509    ,Tourism,B,17
2021S004936    ,Tourism,B,17
2022S004175    ,Motorcycle,A,17
2022S004030    ,Van,B,17
2021S004322    ,Articulated bus,D,17
2022S001296    ,Tourism,B,17
2021S003016    ,Tourism,B,17
2022S005365    ,Rigid truck <= 3.5 tonnes,C,17
2021S007051    ,Van,B,17
2021S003472    ,Motorcycle,A,17
2022S007698    ,Tourism,B,17
2021S002998    ,Tourism,B,17
2021S002281    ,Motorcycle,B,17
2022S002776    ,Motorcycle,B,17
2022S004681    ,Motorcycle,B,17
2022S001565    ,Bicycle,B,17
2022S003198    ,Articulated bus,D,17
2021S007008    ,Bus,D,17
2021S003684    ,Tourism,B,17
2022S005207    ,Tourism,B,17
2022S005197    ,Bus,D,17
2021S005424    ,Ciclomotor,AM,17
2021S006194    ,Articulated bus,D,17
2021S004261    ,Motorcycle,B,17
2022S000347    ,Van,B,17
2022S005932    ,Van,B,17
2022S000305    ,Tourism,B,17
2022S001935    ,Taxi,B,17
2021S007667    ,Motorcycle,B,17
2021S005219    ,Van,B,17
2022S000721    ,Tourism,B,17
2022S002198    ,Tourism,B,17
2021S002820    ,Motorcycle,B,17
2021S005132    ,Tourism,B,17
2021S005923    ,Veh. motor personal mobility,B,17
2022S002559    ,Tourism,B,17
2021S001848    ,Motorcycle,B,17
2022S004384    ,Motorcycle,B,17
2021S001854    ,Motorcycle,A,17
2021S000459    ,Tourism,B,17
2021S003102    ,Tourism,B,17
2021S004493    ,Bus,D,17
2022S002500    ,Tourism,B,17
2021S007282    ,Motorcycle,B,17
2022S005257    ,Tourism,B,17
2021S001718    ,Motorcycle,A,17
2022S004208    ,Rigid truck <= 3.5 tonnes,B,17
2021S003001    ,Tourism,B,17
2022S004771    ,Motorcycle,B,17
2022S000692    ,Van,B,17
2021S006797    ,Tourism,B,17
2021S000007    ,Articulated bus,D,17
2022S002671    ,Tourism,B,17
2022S001744    ,Tourism,B,17
2022S005801    ,Bus,D,17
2022S001645    ,Tourism,B,17
2021S006461    ,Tourism,B,17
2021S007385    ,Tourism,A,17
2021S002867    ,Tourism,B,17
2022S004426    ,Tourism,B,17
2021S007178    ,Tourism,B,17
2021S005360    ,Motorcycle,B,17
2021S007354    ,Tourism,B,17
2021S004449    ,Motorcycle,B,17
2022S002290    ,Tourism,B,17
2021S007354    ,Motorcycle,B,17
2022S000472    ,Tourism,B,17
2021S003801    ,Construction and service machinery,C,17
2022S006271    ,Motorcycle,B,17
2022S000120    ,Tourism,B,17
2022S003835    ,Motorcycle,B,17
2022S003581    ,Tourism,B,17
2022S000381    ,Articulated bus,D,17
2022S000740    ,Bus,D,17
2021S007520    ,Tourism,B,17
2021S001661    ,Motorcycle,B,17
2022S003747    ,Taxi,B,17
2022S001444    ,Rigid truck <= 3.5 tonnes,C,17
2022S007805    ,Tourism,B,17
2021S006863    ,Tourism,B,17
2021S004581    ,Motorcycle,B,17
2021S000730    ,Tourism,B,17
2021S004556    ,Tourism,B,17
2021S003135    ,Van,B,17
2021S005505    ,Tourism,B,17
2021S000193    ,Tourism,B,17
2021S002260    ,Tourism,B,17
2021S007345    ,Van,B,17
2022S005129    ,Tourism,B,17
2021S006899    ,Van,B,17
2021S006054    ,Tourism,B,17
2022S001461    ,Tourism,B,17
2021S002690    ,Taxi,B,17
2022S003890    ,Tourism,B,17
2022S005168    ,Veh. motor personal mobility,B,17
2022S003303    ,Tourism,B,17
2021S003616    ,Motorcycle,B,17
2022S000931    ,Motorcycle,B,17
2022S005453    ,Motorcycle,B,17
2021S004232    ,Tourism,B,17
2022S002291    ,Motorcycle,B,17
2021S002781    ,Rigid truck <= 3.5 tonnes,B,17
2021S001563    ,Tourism,B,17
2022S002175    ,Motorcycle,B,17
2022S004179    ,Tourism,B,17
2022S002175    ,Van,B,17
2022S000922    ,Van,B,17
2021S004378    ,Motorcycle,B,17
2022S000423    ,Motorcycle,AM,17
2021S003191    ,Taxi,B,17
2022S004128    ,Motorcycle,B,17
2021S003040    ,Motorcycle,B,17
2021S001181    ,Motorcycle,A2,17
2022S002121    ,Motorcycle,B,17
2021S005797    ,Veh. motor personal mobility,B,17
2022S002966    ,Bus,D,17
2021S005826    ,Articulated bus,D,17
2021S000603    ,Tourism,B,17
2022S002382    ,Tourism,B,17
2021S003503    ,Other,B,17
2022S002337    ,Tourism,B,17
2022S003727    ,Motorcycle,B,17
2022S003122    ,Tourism,B,17
2021S005883    ,Tourism,B,17
2021S003108    ,Other,B,17
2022S000749    ,Van,B,17
2022S004536    ,Taxi,B,17
2021S000477    ,Motorcycle,A,17
2022S007541    ,Tourism,B,17
2022S002847    ,Rigid truck > 3.5 tonnes,C,17
2021S005770    ,Motorcycle,B,17
2022S001943    ,Taxi,B,17
2021S001685    ,Rigid truck > 3.5 tonnes,B,17
2021S001198    ,Taxi,B,17
2022S005798    ,Motorcycle,A,17
2021S001389    ,Tourism,B,17
2021S007262    ,Tourism,B,17
2021S002464    ,Van,B,17
2022S007176    ,Taxi,B,17
2021S002470    ,Motorcycle,B,17
2022S004584    ,Taxi,B,17
2021S007366    ,SUV,B,17
2021S001723    ,Ciclomotor,AM,17
2021S005933    ,Taxi,B,17
2022S006849    ,Motorcycle,B,17
2021S004335    ,Ciclomotor,AM,17
2021S005422    ,Motorcycle,B,17
2021S005161    ,Van,B,17
2022S004550    ,Bus,D,17
2021S006472    ,Motorcycle,A1,17
2021S001378    ,Tourism,B,17
2021S006776    ,Taxi,B,17
2021S006481    ,Rigid truck > 3.5 tonnes,B,17
2022S000501    ,Taxi,B,17
2022S004306    ,Van,B,17
2021S001838    ,Motorcycle,B,17
2021S003857    ,Motorcycle,B,17
2022S002770    ,Other,BTP,17
2022S007614    ,Tourism,B,17
2021S002344    ,Motorcycle,A,17
2022S000897    ,Motorcycle,B,17
2022S004881    ,Tourism,B,17
2021S007129    ,Taxi,B,17
2022S003728    ,Articulated bus,D,17
2022S005891    ,Van,B,17
2021S005752    ,Motorcycle,B,17
2022S001928    ,Motorcycle,B,17
2021S004721    ,Motorcycle,B,17
2022S004077    ,Tourism,B,17
2021S002614    ,Motorcycle,B,17
2022S003044    ,Motorcycle,B,17
2021S004827    ,Tourism,B,17
2022S007313    ,Van,B,17
2022S003148    ,Tourism,B,17
2022S003736    ,Motorcycle,B,17
2022S003832    ,Coach,D,17
2022S005902    ,Tourism,B,17
2022S005962    ,Van,B,17
2021S007251    ,Motorcycle,B,17
2021S000650    ,Tourism,B,17
2022S000665    ,SUV,B,17
2022S006228    ,Motorcycle,A,17
2022S000119    ,Taxi,B,17
2022S005902    ,Tourism,B,17
2022S005723    ,Tourism,B,17
2021S005593    ,Tourism,B,17
2022S000226    ,Tourism,B,17
2022S001605    ,Tourism,B,17
2022S001011    ,Tourism,B,17
2022S005111    ,Van,B,17
2022S001710    ,Articulated bus,E D,17
2021S007152    ,Tourism,B,17
2022S004354    ,Tourism,B,17
2022S007037    ,Motorcycle,B,17
2022S007118    ,Tourism,B,17
2021S000101    ,Rigid truck > 3.5 tonnes,E C,17
2022S006364    ,Taxi,B,17
2022S000173    ,Motorcycle,B,17
2022S004396    ,Motorcycle,B,17
2022S003891    ,Rigid truck > 3.5 tonnes,C,17
2022S007855    ,Taxi,B,17
2021S000043    ,Tourism,B,17
2022S004693    ,Tourism,B,17
2022S004658    ,Ciclomotor,AM,17
2022S003664    ,Rigid truck > 3.5 tonnes,C,17
2022S000387    ,Ciclomotor,AM,17
2022S004254    ,Veh. motor personal mobility,B,17
2021S007103    ,Tourism,B,17
2021S004670    ,Motorcycle,B,17
2022S004260    ,Motorcycle,B,17
2021S002009    ,Tourism,B,17
2021S003918    ,Motorcycle,A1,17
2022S005688    ,Motorcycle,B,17
2021S005727    ,Tourism,B,17
2021S007141    ,Tourism,B,17
2022S007070    ,Tourism,B,17
2022S007165    ,Tourism,B,17
2022S006180    ,Motorcycle,B,17
2022S007037    ,Taxi,B,17
2022S007348    ,Motorcycle,B,17
2021S006712    ,Tourism,B,17
2022S003658    ,Other,B,17
2022S004263    ,Ambulance,B,17
2021S004580    ,Ciclomotor,AM,17
2022S003300    ,Bicycle,B,17
2022S000132    ,Taxi,B,17
2021S001392    ,Tourism,B,17
2022S004786    ,Bus,D,17
2022S006487    ,Motorcycle,B,17
2021S006554    ,Rigid truck <= 3.5 tonnes,B,17
2022S007703    ,Tourism,B,17
2021S000060    ,SUV,B,17
2022S003655    ,Tourism,B,17
2022S003790    ,Motorcycle,B,17
2021S000716    ,Van,B,17
