Numero_expedient,Descripcio_causa_mediata
2021S000745    ,No hi ha causa mediata
2021S000731    ,No hi ha causa mediata
2021S000736    ,No hi ha causa mediata
2021S000727    ,No hi ha causa mediata
2021S000739    ,No hi ha causa mediata
2021S000723    ,No hi ha causa mediata
2021S000725    ,No hi ha causa mediata
2021S000735    ,No hi ha causa mediata
2021S000742    ,No hi ha causa mediata
2021S000746    ,Alcoholèmia
2021S000744    ,No hi ha causa mediata
2021S000729    ,No hi ha causa mediata
2021S000758    ,No hi ha causa mediata
2021S000749    ,No hi ha causa mediata
2021S000733    ,No hi ha causa mediata
2021S000750    ,No hi ha causa mediata
2021S000728    ,No hi ha causa mediata
2021S000737    ,No hi ha causa mediata
2021S000738    ,No hi ha causa mediata
2021S000801    ,No hi ha causa mediata
2021S000747    ,No hi ha causa mediata
2021S000748    ,No hi ha causa mediata
2021S000743    ,No hi ha causa mediata
2021S000777    ,No hi ha causa mediata
2021S000762    ,No hi ha causa mediata
2021S000753    ,No hi ha causa mediata
2021S000771    ,No hi ha causa mediata
2021S000752    ,Calçada en mal estat
2021S000756    ,No hi ha causa mediata
2021S000770    ,Alcoholèmia
2021S000763    ,No hi ha causa mediata
2021S000754    ,No hi ha causa mediata
2021S000778    ,No hi ha causa mediata
2021S000769    ,Alcoholèmia
2021S000767    ,Alcoholèmia
2021S000761    ,No hi ha causa mediata
2021S000757    ,No hi ha causa mediata
2021S000759    ,No hi ha causa mediata
2021S000760    ,No hi ha causa mediata
2021S000768    ,Alcoholèmia
2021S000774    ,No hi ha causa mediata
2021S000765    ,No hi ha causa mediata
2021S000766    ,No hi ha causa mediata
2021S000772    ,Alcoholèmia
2021S000782    ,No hi ha causa mediata
2021S000776    ,Alcoholèmia
2021S000783    ,Alcoholèmia
2021S000784    ,No hi ha causa mediata
2021S000773    ,No hi ha causa mediata
2021S000780    ,No hi ha causa mediata
2021S000775    ,Alcoholèmia
2021S000785    ,No hi ha causa mediata
2021S000781    ,No hi ha causa mediata
2021S000779    ,No hi ha causa mediata
2021S000794    ,No hi ha causa mediata
2021S000788    ,Calçada en mal estat
2021S000792    ,No hi ha causa mediata
2021S000796    ,No hi ha causa mediata
2021S000800    ,Alcoholèmia
2021S000793    ,No hi ha causa mediata
2021S000786    ,No hi ha causa mediata
2021S000803    ,No hi ha causa mediata
2021S000798    ,No hi ha causa mediata
2021S000789    ,Calçada en mal estat
2021S000804    ,No hi ha causa mediata
2021S000802    ,No hi ha causa mediata
2021S000797    ,No hi ha causa mediata
2021S000805    ,No hi ha causa mediata
2021S000791    ,No hi ha causa mediata
2021S000787    ,No hi ha causa mediata
2021S000795    ,No hi ha causa mediata
2021S000799    ,No hi ha causa mediata
2021S000811    ,No hi ha causa mediata
2021S000816    ,No hi ha causa mediata
2021S000825    ,No hi ha causa mediata
2021S000818    ,Calçada en mal estat
2021S000837    ,No hi ha causa mediata
2021S000823    ,No hi ha causa mediata
2021S000824    ,Alcoholèmia
2021S000819    ,No hi ha causa mediata
2021S000812    ,No hi ha causa mediata
2021S000815    ,No hi ha causa mediata
2021S000822    ,No hi ha causa mediata
2021S000807    ,No hi ha causa mediata
2021S000808    ,No hi ha causa mediata
2021S000821    ,No hi ha causa mediata
2021S000809    ,No hi ha causa mediata
2021S000813    ,No hi ha causa mediata
2021S000806    ,No hi ha causa mediata
2021S000814    ,No hi ha causa mediata
2021S000810    ,No hi ha causa mediata
2021S000817    ,No hi ha causa mediata
2021S000820    ,No hi ha causa mediata
2021S000836    ,No hi ha causa mediata
2021S000834    ,No hi ha causa mediata
2021S000842    ,No hi ha causa mediata
2021S001108    ,No hi ha causa mediata
2021S000841    ,No hi ha causa mediata
2021S000829    ,No hi ha causa mediata
2021S000840    ,No hi ha causa mediata
2021S000827    ,No hi ha causa mediata
2021S000833    ,No hi ha causa mediata
2021S000828    ,No hi ha causa mediata
2021S000839    ,No hi ha causa mediata
2021S000835    ,No hi ha causa mediata
2021S000830    ,No hi ha causa mediata
2021S000832    ,No hi ha causa mediata
2021S000826    ,No hi ha causa mediata
2021S000838    ,No hi ha causa mediata
2021S000831    ,No hi ha causa mediata
2021S000843    ,No hi ha causa mediata
2021S000851    ,No hi ha causa mediata
2021S000846    ,No hi ha causa mediata
2021S000855    ,No hi ha causa mediata
2021S000849    ,No hi ha causa mediata
2021S000848    ,No hi ha causa mediata
2021S000858    ,No hi ha causa mediata
2021S000850    ,No hi ha causa mediata
2021S000856    ,No hi ha causa mediata
2021S000844    ,No hi ha causa mediata
2021S000860    ,No hi ha causa mediata
2021S000845    ,No hi ha causa mediata
2021S000852    ,No hi ha causa mediata
2021S000857    ,No hi ha causa mediata
2021S000853    ,No hi ha causa mediata
2021S000847    ,No hi ha causa mediata
2021S000859    ,No hi ha causa mediata
2021S000854    ,No hi ha causa mediata
2021S000871    ,No hi ha causa mediata
2021S000875    ,No hi ha causa mediata
2021S000877    ,No hi ha causa mediata
2021S000873    ,No hi ha causa mediata
2021S000884    ,No hi ha causa mediata
2021S000879    ,No hi ha causa mediata
2021S000882    ,No hi ha causa mediata
2021S000865    ,No hi ha causa mediata
2021S000872    ,No hi ha causa mediata
2021S000867    ,No hi ha causa mediata
2021S000889    ,No hi ha causa mediata
2021S000886    ,No hi ha causa mediata
2021S000864    ,No hi ha causa mediata
2021S000869    ,No hi ha causa mediata
2021S000883    ,No hi ha causa mediata
2021S000868    ,No hi ha causa mediata
2021S000887    ,No hi ha causa mediata
2021S000880    ,Estat de la senyalització
2021S000866    ,No hi ha causa mediata
2021S000876    ,No hi ha causa mediata
2021S000861    ,No hi ha causa mediata
2021S000874    ,No hi ha causa mediata
2021S000862    ,No hi ha causa mediata
2021S000888    ,No hi ha causa mediata
2021S000881    ,No hi ha causa mediata
2021S000885    ,No hi ha causa mediata
2021S000878    ,No hi ha causa mediata
2021S000890    ,No hi ha causa mediata
2021S000870    ,No hi ha causa mediata
2021S000863    ,No hi ha causa mediata
2021S000898    ,No hi ha causa mediata
2021S000892    ,No hi ha causa mediata
2021S000894    ,No hi ha causa mediata
2021S000897    ,No hi ha causa mediata
2021S000896    ,No hi ha causa mediata
2021S000899    ,No hi ha causa mediata
2021S000895    ,No hi ha causa mediata
2021S000893    ,Alcoholèmia
2021S000891    ,Alcoholèmia
2021S000903    ,Alcoholèmia
2021S000902    ,Alcoholèmia
2021S000901    ,No hi ha causa mediata
2021S000904    ,No hi ha causa mediata
2021S000900    ,No hi ha causa mediata
2021S000905    ,No hi ha causa mediata
2021S000908    ,No hi ha causa mediata
2021S000941    ,No hi ha causa mediata
2021S000790    ,No hi ha causa mediata
2021S000907    ,No hi ha causa mediata
2021S000914    ,No hi ha causa mediata
2021S000948    ,No hi ha causa mediata
2021S000909    ,No hi ha causa mediata
2021S000913    ,No hi ha causa mediata
2021S000918    ,No hi ha causa mediata
2021S000906    ,No hi ha causa mediata
2021S000915    ,No hi ha causa mediata
2021S000917    ,No hi ha causa mediata
2021S000911    ,No hi ha causa mediata
2021S000910    ,No hi ha causa mediata
2021S000912    ,No hi ha causa mediata
2021S000916    ,No hi ha causa mediata
2021S000943    ,No hi ha causa mediata
2021S000937    ,Alcoholèmia
2021S000932    ,No hi ha causa mediata
2021S000920    ,No hi ha causa mediata
2021S000927    ,No hi ha causa mediata
2021S000933    ,No hi ha causa mediata
2021S000928    ,No hi ha causa mediata
2021S000935    ,No hi ha causa mediata
2021S000936    ,No hi ha causa mediata
2021S000919    ,No hi ha causa mediata
2021S000921    ,No hi ha causa mediata
2021S000940    ,No hi ha causa mediata
2021S000934    ,No hi ha causa mediata
2021S000926    ,No hi ha causa mediata
2021S000924    ,No hi ha causa mediata
2021S000938    ,No hi ha causa mediata
2021S000939    ,No hi ha causa mediata
2021S000930    ,No hi ha causa mediata
2021S000922    ,No hi ha causa mediata
2021S000942    ,No hi ha causa mediata
2021S000925    ,No hi ha causa mediata
2021S000923    ,No hi ha causa mediata
2021S000931    ,No hi ha causa mediata
2021S000929    ,No hi ha causa mediata
2021S000960    ,No hi ha causa mediata
2021S000951    ,No hi ha causa mediata
2021S000945    ,No hi ha causa mediata
2021S000970    ,No hi ha causa mediata
2021S000963    ,No hi ha causa mediata
2021S001082    ,No hi ha causa mediata
2021S000962    ,No hi ha causa mediata
2021S000949    ,No hi ha causa mediata
2021S000961    ,Alcoholèmia
2021S000953    ,No hi ha causa mediata
2021S000956    ,No hi ha causa mediata
2021S000966    ,No hi ha causa mediata
2021S000958    ,No hi ha causa mediata
2021S000971    ,Alcoholèmia
2021S000967    ,No hi ha causa mediata
2021S000946    ,No hi ha causa mediata
2021S000969    ,No hi ha causa mediata
2021S000944    ,No hi ha causa mediata
2021S000972    ,No hi ha causa mediata
2021S000954    ,No hi ha causa mediata
2021S000955    ,No hi ha causa mediata
2021S000957    ,No hi ha causa mediata
2021S000965    ,No hi ha causa mediata
2021S000968    ,Alcoholèmia
2021S000952    ,No hi ha causa mediata
2021S000959    ,No hi ha causa mediata
2021S000950    ,No hi ha causa mediata
2021S000964    ,No hi ha causa mediata
2021S000973    ,No hi ha causa mediata
2021S000947    ,No hi ha causa mediata
2021S000984    ,No hi ha causa mediata
2021S000991    ,No hi ha causa mediata
2021S000974    ,No hi ha causa mediata
2021S000987    ,No hi ha causa mediata
2021S000985    ,No hi ha causa mediata
2021S000981    ,No hi ha causa mediata
2021S000986    ,No hi ha causa mediata
2021S000975    ,No hi ha causa mediata
2021S000993    ,No hi ha causa mediata
2021S000977    ,No hi ha causa mediata
2021S000979    ,No hi ha causa mediata
2021S000980    ,No hi ha causa mediata
2021S000988    ,No hi ha causa mediata
2021S000983    ,No hi ha causa mediata
2021S000992    ,No hi ha causa mediata
2021S000976    ,No hi ha causa mediata
2021S000978    ,No hi ha causa mediata
2021S000989    ,No hi ha causa mediata
2021S000982    ,No hi ha causa mediata
2021S000990    ,No hi ha causa mediata
2021S000996    ,No hi ha causa mediata
2021S001013    ,No hi ha causa mediata
2021S001018    ,No hi ha causa mediata
2021S001048    ,No hi ha causa mediata
2021S001012    ,No hi ha causa mediata
2021S001005    ,No hi ha causa mediata
2021S000995    ,No hi ha causa mediata
2021S000998    ,No hi ha causa mediata
2021S000999    ,No hi ha causa mediata
2021S001001    ,No hi ha causa mediata
2021S001026    ,No hi ha causa mediata
2021S001003    ,No hi ha causa mediata
2021S001006    ,No hi ha causa mediata
2021S000997    ,No hi ha causa mediata
2021S001016    ,No hi ha causa mediata
2021S000994    ,No hi ha causa mediata
2021S001017    ,No hi ha causa mediata
2021S001015    ,No hi ha causa mediata
2021S001010    ,No hi ha causa mediata
2021S001004    ,No hi ha causa mediata
2021S001014    ,No hi ha causa mediata
2021S001002    ,No hi ha causa mediata
2021S001000    ,No hi ha causa mediata
2021S001007    ,No hi ha causa mediata
2021S001011    ,No hi ha causa mediata
2021S001009    ,No hi ha causa mediata
2021S001008    ,Drogues o medicaments
2021S001029    ,No hi ha causa mediata
2021S001022    ,No hi ha causa mediata
2021S001035    ,No hi ha causa mediata
2021S001037    ,No hi ha causa mediata
2021S001041    ,No hi ha causa mediata
2021S001039    ,No hi ha causa mediata
2021S001024    ,No hi ha causa mediata
2021S001019    ,No hi ha causa mediata
2021S001038    ,No hi ha causa mediata
2021S001020    ,No hi ha causa mediata
2021S001032    ,No hi ha causa mediata
2021S001030    ,No hi ha causa mediata
2021S001031    ,No hi ha causa mediata
2021S001023    ,No hi ha causa mediata
2021S001033    ,No hi ha causa mediata
2021S001034    ,No hi ha causa mediata
2021S001021    ,Alcoholèmia
2021S001043    ,No hi ha causa mediata
2021S001028    ,No hi ha causa mediata
2021S001025    ,No hi ha causa mediata
2021S001027    ,No hi ha causa mediata
2021S001044    ,No hi ha causa mediata
2021S001036    ,No hi ha causa mediata
2021S001045    ,Alcoholèmia
2021S001042    ,No hi ha causa mediata
2021S001040    ,No hi ha causa mediata
2021S001046    ,Alcoholèmia
2021S001049    ,No hi ha causa mediata
2021S001060    ,No hi ha causa mediata
2021S001059    ,No hi ha causa mediata
2021S001054    ,No hi ha causa mediata
2021S001050    ,No hi ha causa mediata
2021S001058    ,No hi ha causa mediata
2021S001051    ,No hi ha causa mediata
2021S001053    ,No hi ha causa mediata
2021S001057    ,No hi ha causa mediata
2021S001052    ,No hi ha causa mediata
2021S001055    ,No hi ha causa mediata
2021S001047    ,No hi ha causa mediata
2021S001056    ,No hi ha causa mediata
2021S001096    ,No hi ha causa mediata
2021S001067    ,No hi ha causa mediata
2021S001084    ,No hi ha causa mediata
2021S001062    ,No hi ha causa mediata
2021S001061    ,No hi ha causa mediata
2021S001068    ,No hi ha causa mediata
2021S001073    ,No hi ha causa mediata
2021S001064    ,No hi ha causa mediata
2021S001072    ,No hi ha causa mediata
2021S001063    ,No hi ha causa mediata
2021S001071    ,No hi ha causa mediata
2021S001070    ,No hi ha causa mediata
2021S001066    ,No hi ha causa mediata
2021S001065    ,No hi ha causa mediata
2021S001069    ,No hi ha causa mediata
2021S001093    ,No hi ha causa mediata
2021S001092    ,No hi ha causa mediata
2021S001081    ,No hi ha causa mediata
2021S001075    ,No hi ha causa mediata
2021S001086    ,No hi ha causa mediata
2021S001091    ,No hi ha causa mediata
2021S001089    ,No hi ha causa mediata
2021S001095    ,No hi ha causa mediata
2021S001080    ,No hi ha causa mediata
2021S001094    ,No hi ha causa mediata
2021S001087    ,No hi ha causa mediata
2021S001079    ,No hi ha causa mediata
2021S001076    ,No hi ha causa mediata
2021S001078    ,No hi ha causa mediata
2021S001085    ,No hi ha causa mediata
2021S001077    ,No hi ha causa mediata
2021S001083    ,No hi ha causa mediata
2021S001088    ,No hi ha causa mediata
2021S001074    ,No hi ha causa mediata
2021S001090    ,No hi ha causa mediata
2021S001105    ,No hi ha causa mediata
2021S001117    ,No hi ha causa mediata
2021S001119    ,Alcoholèmia
2021S001131    ,No hi ha causa mediata
2021S001111    ,Alcoholèmia
2021S001100    ,No hi ha causa mediata
2021S001101    ,No hi ha causa mediata
2021S001099    ,No hi ha causa mediata
2021S001113    ,No hi ha causa mediata
2021S001114    ,No hi ha causa mediata
2021S001116    ,No hi ha causa mediata
2021S001097    ,No hi ha causa mediata
2021S001110    ,No hi ha causa mediata
2021S001107    ,No hi ha causa mediata
2021S001102    ,No hi ha causa mediata
2021S001103    ,No hi ha causa mediata
2021S001115    ,No hi ha causa mediata
2021S001256    ,No hi ha causa mediata
2021S001106    ,No hi ha causa mediata
2021S001109    ,No hi ha causa mediata
2021S001118    ,No hi ha causa mediata
2021S001112    ,No hi ha causa mediata
2021S001120    ,No hi ha causa mediata
2021S001104    ,No hi ha causa mediata
2021S001098    ,No hi ha causa mediata
2021S001140    ,Alcoholèmia
2021S001133    ,No hi ha causa mediata
2021S001123    ,No hi ha causa mediata
2021S001130    ,No hi ha causa mediata
2021S001134    ,No hi ha causa mediata
2021S001135    ,No hi ha causa mediata
2021S001128    ,No hi ha causa mediata
2021S001125    ,No hi ha causa mediata
2021S001126    ,No hi ha causa mediata
2021S001124    ,No hi ha causa mediata
2021S001121    ,No hi ha causa mediata
2021S001129    ,No hi ha causa mediata
