Numero_expedient,Descripcio_causa_mediata
2022S000568    ,No hi ha causa mediata
2022S000549    ,No hi ha causa mediata
2022S000546    ,No hi ha causa mediata
2022S000562    ,No hi ha causa mediata
2022S000564    ,No hi ha causa mediata
2022S000548    ,No hi ha causa mediata
2022S000504    ,No hi ha causa mediata
2022S000565    ,No hi ha causa mediata
2022S000598    ,No hi ha causa mediata
2022S000545    ,No hi ha causa mediata
2022S000569    ,No hi ha causa mediata
2022S000566    ,No hi ha causa mediata
2022S000594    ,No hi ha causa mediata
2022S000560    ,No hi ha causa mediata
2022S000551    ,No hi ha causa mediata
2022S000559    ,No hi ha causa mediata
2022S000553    ,No hi ha causa mediata
2022S000563    ,No hi ha causa mediata
2022S000583    ,No hi ha causa mediata
2022S000579    ,No hi ha causa mediata
2022S000603    ,No hi ha causa mediata
2022S000578    ,No hi ha causa mediata
2022S000585    ,No hi ha causa mediata
2022S000589    ,No hi ha causa mediata
2022S000595    ,No hi ha causa mediata
2022S000587    ,No hi ha causa mediata
2022S000580    ,No hi ha causa mediata
2022S000573    ,No hi ha causa mediata
2022S000572    ,No hi ha causa mediata
2022S000586    ,No hi ha causa mediata
2022S000596    ,No hi ha causa mediata
2022S000602    ,No hi ha causa mediata
2022S000576    ,No hi ha causa mediata
2022S000593    ,No hi ha causa mediata
2022S000591    ,No hi ha causa mediata
2022S000582    ,No hi ha causa mediata
2022S000588    ,No hi ha causa mediata
2022S000592    ,No hi ha causa mediata
2022S000584    ,No hi ha causa mediata
2022S000590    ,No hi ha causa mediata
2022S000574    ,No hi ha causa mediata
2022S000581    ,No hi ha causa mediata
2022S000577    ,No hi ha causa mediata
2022S000597    ,No hi ha causa mediata
2022S000623    ,No hi ha causa mediata
2022S000631    ,No hi ha causa mediata
2022S000616    ,No hi ha causa mediata
2022S000651    ,No hi ha causa mediata
2022S000627    ,Alcoholèmia
2022S000632    ,No hi ha causa mediata
2022S000615    ,No hi ha causa mediata
2022S000609    ,No hi ha causa mediata
2022S000570    ,Alcoholèmia
2022S000608    ,No hi ha causa mediata
2022S000599    ,Objectes o animals a la calçada
2022S000625    ,No hi ha causa mediata
2022S000626    ,No hi ha causa mediata
2022S000618    ,No hi ha causa mediata
2022S000628    ,No hi ha causa mediata
2022S000619    ,No hi ha causa mediata
2022S000612    ,No hi ha causa mediata
2022S000613    ,No hi ha causa mediata
2022S000629    ,No hi ha causa mediata
2022S000610    ,No hi ha causa mediata
2022S000605    ,No hi ha causa mediata
2022S000600    ,No hi ha causa mediata
2022S000614    ,Excés de velocitat o inadequada
2022S000604    ,No hi ha causa mediata
2022S000620    ,No hi ha causa mediata
2022S000607    ,No hi ha causa mediata
2022S000606    ,No hi ha causa mediata
2022S000624    ,No hi ha causa mediata
2022S000611    ,No hi ha causa mediata
2022S000657    ,No hi ha causa mediata
2022S000646    ,No hi ha causa mediata
2022S000633    ,Alcoholèmia
2022S000645    ,No hi ha causa mediata
2022S000634    ,No hi ha causa mediata
2022S000661    ,No hi ha causa mediata
2022S000641    ,No hi ha causa mediata
2022S000638    ,No hi ha causa mediata
2022S000642    ,No hi ha causa mediata
2022S000640    ,No hi ha causa mediata
2022S000648    ,No hi ha causa mediata
2022S000655    ,No hi ha causa mediata
2022S000636    ,No hi ha causa mediata
2022S000649    ,No hi ha causa mediata
2022S000923    ,No hi ha causa mediata
2022S000644    ,No hi ha causa mediata
2022S000653    ,No hi ha causa mediata
2022S000635    ,No hi ha causa mediata
2022S000662    ,No hi ha causa mediata
2022S000637    ,No hi ha causa mediata
2022S000650    ,No hi ha causa mediata
2022S000654    ,No hi ha causa mediata
2022S000647    ,No hi ha causa mediata
2022S000677    ,No hi ha causa mediata
2022S000643    ,No hi ha causa mediata
2022S000639    ,No hi ha causa mediata
2022S000656    ,No hi ha causa mediata
2022S000659    ,No hi ha causa mediata
2022S000680    ,No hi ha causa mediata
2022S000663    ,No hi ha causa mediata
2022S000681    ,No hi ha causa mediata
2022S000679    ,No hi ha causa mediata
2022S000675    ,No hi ha causa mediata
2022S000690    ,No hi ha causa mediata
2022S000674    ,No hi ha causa mediata
2022S000685    ,No hi ha causa mediata
2022S000668    ,No hi ha causa mediata
2022S000672    ,No hi ha causa mediata
2022S000683    ,No hi ha causa mediata
2022S000667    ,No hi ha causa mediata
2022S000688    ,Alcoholèmia
2022S000686    ,No hi ha causa mediata
2022S000664    ,No hi ha causa mediata
2022S000687    ,No hi ha causa mediata
2022S000684    ,Alcoholèmia
2022S000665    ,Alcoholèmia
2022S000673    ,No hi ha causa mediata
2022S000695    ,No hi ha causa mediata
2022S000692    ,No hi ha causa mediata
2022S000658    ,No hi ha causa mediata
2022S000669    ,No hi ha causa mediata
2022S000671    ,No hi ha causa mediata
2022S000678    ,No hi ha causa mediata
2022S000670    ,No hi ha causa mediata
2022S000660    ,No hi ha causa mediata
2022S000682    ,No hi ha causa mediata
2022S000694    ,No hi ha causa mediata
2022S000693    ,No hi ha causa mediata
2022S000691    ,No hi ha causa mediata
2022S000697    ,No hi ha causa mediata
2022S000696    ,No hi ha causa mediata
2022S000702    ,No hi ha causa mediata
2022S000689    ,Alcoholèmia
2022S000706    ,Alcoholèmia
2022S000699    ,No hi ha causa mediata
2022S000705    ,No hi ha causa mediata
2022S000703    ,No hi ha causa mediata
2022S000698    ,No hi ha causa mediata
2022S000704    ,No hi ha causa mediata
2022S000716    ,No hi ha causa mediata
2022S000701    ,No hi ha causa mediata
2022S000707    ,No hi ha causa mediata
2022S000700    ,No hi ha causa mediata
2022S000723    ,No hi ha causa mediata
2022S000720    ,Alcoholèmia
2022S000725    ,No hi ha causa mediata
2022S000708    ,Alcoholèmia
2022S000711    ,No hi ha causa mediata
2022S000719    ,No hi ha causa mediata
2022S000718    ,No hi ha causa mediata
2022S000724    ,No hi ha causa mediata
2022S000709    ,No hi ha causa mediata
2022S000726    ,No hi ha causa mediata
2022S000710    ,No hi ha causa mediata
2022S000714    ,No hi ha causa mediata
2022S000722    ,No hi ha causa mediata
2022S000721    ,No hi ha causa mediata
2022S000715    ,No hi ha causa mediata
2022S000713    ,No hi ha causa mediata
2022S000712    ,No hi ha causa mediata
2022S000727    ,No hi ha causa mediata
2022S000736    ,No hi ha causa mediata
2022S000739    ,No hi ha causa mediata
2022S000742    ,No hi ha causa mediata
2022S000738    ,No hi ha causa mediata
2022S000735    ,No hi ha causa mediata
2022S000730    ,No hi ha causa mediata
2022S000729    ,No hi ha causa mediata
2022S000740    ,No hi ha causa mediata
2022S000733    ,No hi ha causa mediata
2022S000731    ,No hi ha causa mediata
2022S001044    ,No hi ha causa mediata
2022S000737    ,No hi ha causa mediata
2022S000728    ,No hi ha causa mediata
2022S000734    ,No hi ha causa mediata
2022S000732    ,No hi ha causa mediata
2022S000741    ,No hi ha causa mediata
2022S000753    ,No hi ha causa mediata
2022S000751    ,No hi ha causa mediata
2022S000752    ,No hi ha causa mediata
2022S000744    ,No hi ha causa mediata
2022S000750    ,No hi ha causa mediata
2022S000758    ,Calçada en mal estat
2022S000763    ,No hi ha causa mediata
2022S000754    ,No hi ha causa mediata
2022S000761    ,No hi ha causa mediata
2022S000749    ,No hi ha causa mediata
2022S000757    ,No hi ha causa mediata
2022S000760    ,No hi ha causa mediata
2022S000756    ,No hi ha causa mediata
2022S000762    ,No hi ha causa mediata
2022S000743    ,No hi ha causa mediata
2022S000748    ,No hi ha causa mediata
2022S000764    ,No hi ha causa mediata
2022S000747    ,No hi ha causa mediata
2022S000746    ,No hi ha causa mediata
2022S000745    ,No hi ha causa mediata
2022S000765    ,No hi ha causa mediata
2022S000759    ,No hi ha causa mediata
2022S000755    ,No hi ha causa mediata
2022S000783    ,Excés de velocitat o inadequada
2022S000772    ,No hi ha causa mediata
2022S000775    ,No hi ha causa mediata
2022S000778    ,No hi ha causa mediata
2022S000767    ,No hi ha causa mediata
2022S000769    ,No hi ha causa mediata
2022S000786    ,No hi ha causa mediata
2022S000770    ,No hi ha causa mediata
2022S000776    ,No hi ha causa mediata
2022S000768    ,No hi ha causa mediata
2022S000780    ,No hi ha causa mediata
2022S000785    ,No hi ha causa mediata
2022S000766    ,No hi ha causa mediata
2022S000787    ,No hi ha causa mediata
2022S000782    ,No hi ha causa mediata
2022S000777    ,No hi ha causa mediata
2022S001105    ,No hi ha causa mediata
2022S000774    ,No hi ha causa mediata
2022S000788    ,No hi ha causa mediata
2022S000771    ,No hi ha causa mediata
2022S000807    ,No hi ha causa mediata
2022S000781    ,No hi ha causa mediata
2022S000779    ,No hi ha causa mediata
2022S000784    ,No hi ha causa mediata
2022S000773    ,No hi ha causa mediata
2022S000789    ,No hi ha causa mediata
2022S000795    ,No hi ha causa mediata
2022S000798    ,No hi ha causa mediata
2022S000811    ,No hi ha causa mediata
2022S000806    ,No hi ha causa mediata
2022S000808    ,No hi ha causa mediata
2022S000810    ,No hi ha causa mediata
2022S000792    ,No hi ha causa mediata
2022S000802    ,No hi ha causa mediata
2022S000809    ,No hi ha causa mediata
2022S000790    ,No hi ha causa mediata
2022S000800    ,No hi ha causa mediata
2022S000796    ,No hi ha causa mediata
2022S000804    ,No hi ha causa mediata
2022S000797    ,No hi ha causa mediata
2022S000794    ,No hi ha causa mediata
2022S000793    ,No hi ha causa mediata
2022S000791    ,No hi ha causa mediata
2022S000913    ,No hi ha causa mediata
2022S000799    ,No hi ha causa mediata
2022S000801    ,No hi ha causa mediata
2022S000823    ,No hi ha causa mediata
2022S000818    ,No hi ha causa mediata
2022S000812    ,No hi ha causa mediata
2022S000872    ,No hi ha causa mediata
2022S000813    ,No hi ha causa mediata
2022S000832    ,No hi ha causa mediata
2022S000815    ,No hi ha causa mediata
2022S000824    ,No hi ha causa mediata
2022S000833    ,No hi ha causa mediata
2022S000834    ,No hi ha causa mediata
2022S000828    ,No hi ha causa mediata
2022S000820    ,Alcoholèmia
2022S000822    ,No hi ha causa mediata
2022S000830    ,No hi ha causa mediata
2022S000827    ,No hi ha causa mediata
2022S000819    ,No hi ha causa mediata
2022S000831    ,No hi ha causa mediata
2022S000826    ,No hi ha causa mediata
2022S000816    ,No hi ha causa mediata
2022S000881    ,Calçada en mal estat
2022S000829    ,No hi ha causa mediata
2022S000817    ,No hi ha causa mediata
2022S000821    ,Calçada en mal estat
2022S000835    ,No hi ha causa mediata
2022S000825    ,No hi ha causa mediata
2022S000814    ,No hi ha causa mediata
2022S000842    ,No hi ha causa mediata
2022S000844    ,No hi ha causa mediata
2022S000837    ,Alcoholèmia
2022S000846    ,No hi ha causa mediata
2022S000852    ,No hi ha causa mediata
2022S000848    ,No hi ha causa mediata
2022S000845    ,No hi ha causa mediata
2022S000841    ,Alcoholèmia
2022S000866    ,No hi ha causa mediata
2022S000843    ,No hi ha causa mediata
2022S000847    ,No hi ha causa mediata
2022S000840    ,No hi ha causa mediata
2022S000838    ,No hi ha causa mediata
2022S000850    ,No hi ha causa mediata
2022S000851    ,No hi ha causa mediata
2022S000849    ,No hi ha causa mediata
2022S000878    ,No hi ha causa mediata
2022S000854    ,No hi ha causa mediata
2022S000865    ,No hi ha causa mediata
2022S000871    ,No hi ha causa mediata
2022S000868    ,No hi ha causa mediata
2022S000862    ,No hi ha causa mediata
2022S000870    ,No hi ha causa mediata
2022S000853    ,Alcoholèmia
2022S000860    ,Excés de velocitat o inadequada
2022S000857    ,Alcoholèmia
2022S000856    ,No hi ha causa mediata
2022S000863    ,No hi ha causa mediata
2022S000867    ,No hi ha causa mediata
2022S000855    ,Alcoholèmia
2022S000836    ,No hi ha causa mediata
2022S000858    ,No hi ha causa mediata
2022S000864    ,No hi ha causa mediata
2022S000859    ,No hi ha causa mediata
2022S000873    ,No hi ha causa mediata
2022S000861    ,No hi ha causa mediata
2022S000869    ,No hi ha causa mediata
2022S000894    ,No hi ha causa mediata
2022S000877    ,No hi ha causa mediata
2022S000717    ,No hi ha causa mediata
2022S000888    ,No hi ha causa mediata
2022S000876    ,No hi ha causa mediata
2022S000887    ,No hi ha causa mediata
2022S000882    ,No hi ha causa mediata
2022S000884    ,No hi ha causa mediata
2022S000895    ,No hi ha causa mediata
2022S000891    ,No hi ha causa mediata
2022S000880    ,No hi ha causa mediata
2022S000879    ,No hi ha causa mediata
2022S000883    ,No hi ha causa mediata
2022S000890    ,No hi ha causa mediata
2022S000875    ,No hi ha causa mediata
2022S000885    ,No hi ha causa mediata
2022S000892    ,No hi ha causa mediata
2022S000893    ,No hi ha causa mediata
2022S000874    ,No hi ha causa mediata
2022S000886    ,No hi ha causa mediata
2022S000889    ,No hi ha causa mediata
2022S000896    ,No hi ha causa mediata
2022S000897    ,No hi ha causa mediata
2022S000899    ,No hi ha causa mediata
2022S000908    ,No hi ha causa mediata
2022S000901    ,No hi ha causa mediata
2022S000915    ,No hi ha causa mediata
2022S000903    ,No hi ha causa mediata
2022S000911    ,No hi ha causa mediata
2022S000902    ,No hi ha causa mediata
2022S000959    ,No hi ha causa mediata
2022S000917    ,No hi ha causa mediata
2022S000904    ,No hi ha causa mediata
2022S000909    ,No hi ha causa mediata
2022S000905    ,No hi ha causa mediata
2022S000912    ,No hi ha causa mediata
2022S000907    ,No hi ha causa mediata
2022S000910    ,No hi ha causa mediata
2022S000914    ,No hi ha causa mediata
2022S000900    ,No hi ha causa mediata
2022S000898    ,Alcoholèmia
2022S000916    ,No hi ha causa mediata
2022S000906    ,No hi ha causa mediata
2022S000924    ,No hi ha causa mediata
2022S001166    ,No hi ha causa mediata
2022S000928    ,No hi ha causa mediata
2022S000931    ,No hi ha causa mediata
2022S000918    ,No hi ha causa mediata
2022S000921    ,No hi ha causa mediata
2022S000936    ,No hi ha causa mediata
2022S000933    ,No hi ha causa mediata
2022S000934    ,No hi ha causa mediata
2022S000925    ,No hi ha causa mediata
2022S000937    ,No hi ha causa mediata
2022S000950    ,No hi ha causa mediata
2022S001027    ,No hi ha causa mediata
2022S000930    ,No hi ha causa mediata
2022S000939    ,No hi ha causa mediata
2022S000942    ,No hi ha causa mediata
2022S000920    ,No hi ha causa mediata
2022S000932    ,No hi ha causa mediata
2022S000935    ,No hi ha causa mediata
2022S000929    ,No hi ha causa mediata
2022S000927    ,No hi ha causa mediata
2022S000943    ,No hi ha causa mediata
2022S000926    ,No hi ha causa mediata
2022S000922    ,No hi ha causa mediata
2022S000938    ,No hi ha causa mediata
2022S000839    ,No hi ha causa mediata
2022S000970    ,No hi ha causa mediata
2022S000958    ,No hi ha causa mediata
2022S000940    ,No hi ha causa mediata
2022S000965    ,No hi ha causa mediata
2022S000963    ,No hi ha causa mediata
2022S000960    ,No hi ha causa mediata
2022S000966    ,No hi ha causa mediata
2022S000953    ,No hi ha causa mediata
2022S000954    ,Excés de velocitat o inadequada
2022S000967    ,No hi ha causa mediata
2022S000969    ,No hi ha causa mediata
2022S000945    ,No hi ha causa mediata
2022S000952    ,No hi ha causa mediata
2022S000946    ,No hi ha causa mediata
2022S000955    ,No hi ha causa mediata
2022S000972    ,No hi ha causa mediata
2022S000971    ,No hi ha causa mediata
2022S000968    ,No hi ha causa mediata
2022S000948    ,No hi ha causa mediata
2022S000962    ,No hi ha causa mediata
2022S000919    ,No hi ha causa mediata
2022S000951    ,No hi ha causa mediata
2022S000964    ,No hi ha causa mediata
2022S000982    ,No hi ha causa mediata
2022S000956    ,No hi ha causa mediata
2022S000947    ,No hi ha causa mediata
2022S000957    ,No hi ha causa mediata
2022S000961    ,No hi ha causa mediata
2022S000941    ,No hi ha causa mediata
2022S000944    ,Alcoholèmia
2022S000949    ,No hi ha causa mediata
2022S000983    ,No hi ha causa mediata
2022S000980    ,No hi ha causa mediata
2022S000975    ,No hi ha causa mediata
2022S000994    ,No hi ha causa mediata
2022S000984    ,No hi ha causa mediata
2022S000976    ,Calçada en mal estat
2022S000990    ,No hi ha causa mediata
2022S000977    ,No hi ha causa mediata
2022S000992    ,No hi ha causa mediata
2022S001000    ,No hi ha causa mediata
2022S000993    ,No hi ha causa mediata
2022S000981    ,No hi ha causa mediata
2022S000979    ,No hi ha causa mediata
2022S000995    ,No hi ha causa mediata
2022S000996    ,No hi ha causa mediata
2022S000974    ,No hi ha causa mediata
2022S000985    ,No hi ha causa mediata
2022S001004    ,No hi ha causa mediata
2022S000991    ,No hi ha causa mediata
2022S000986    ,No hi ha causa mediata
2022S000978    ,No hi ha causa mediata
2022S000989    ,No hi ha causa mediata
2022S000997    ,Alcoholèmia
2022S000988    ,No hi ha causa mediata
2022S000999    ,No hi ha causa mediata
2022S000987    ,No hi ha causa mediata
2022S000973    ,No hi ha causa mediata
2022S000998    ,No hi ha causa mediata
2022S001001    ,Alcoholèmia
2022S001003    ,Calçada en mal estat
2022S001009    ,No hi ha causa mediata
2022S001006    ,No hi ha causa mediata
2022S001005    ,No hi ha causa mediata
2022S001011    ,No hi ha causa mediata
2022S001008    ,No hi ha causa mediata
2022S001010    ,No hi ha causa mediata
2022S001007    ,No hi ha causa mediata
2022S001013    ,No hi ha causa mediata
2022S001025    ,No hi ha causa mediata
2022S001026    ,No hi ha causa mediata
2022S001020    ,No hi ha causa mediata
2022S001012    ,No hi ha causa mediata
2022S001023    ,No hi ha causa mediata
2022S001031    ,No hi ha causa mediata
2022S001016    ,No hi ha causa mediata
2022S001024    ,No hi ha causa mediata
2022S001021    ,No hi ha causa mediata
2022S001032    ,No hi ha causa mediata
2022S001061    ,No hi ha causa mediata
2022S001030    ,Alcoholèmia
2022S001014    ,Alcoholèmia
2022S001017    ,No hi ha causa mediata
2022S001029    ,No hi ha causa mediata
2022S001022    ,No hi ha causa mediata
2022S001019    ,No hi ha causa mediata
2022S001018    ,No hi ha causa mediata
2022S001015    ,No hi ha causa mediata
2022S001028    ,No hi ha causa mediata
2022S001033    ,No hi ha causa mediata
2022S001056    ,No hi ha causa mediata
2022S001035    ,No hi ha causa mediata
2022S001040    ,No hi ha causa mediata
2022S001052    ,No hi ha causa mediata
2022S001049    ,No hi ha causa mediata
2022S001086    ,No hi ha causa mediata
2022S001046    ,No hi ha causa mediata
2022S001036    ,No hi ha causa mediata
2022S001050    ,No hi ha causa mediata
2022S001047    ,No hi ha causa mediata
2022S001053    ,No hi ha causa mediata
2022S001042    ,No hi ha causa mediata
2022S001060    ,No hi ha causa mediata
2022S001057    ,No hi ha causa mediata
2022S001034    ,No hi ha causa mediata
2022S001059    ,No hi ha causa mediata
2022S001041    ,No hi ha causa mediata
2022S001037    ,No hi ha causa mediata
2022S001081    ,No hi ha causa mediata
2022S001058    ,No hi ha causa mediata
2022S001051    ,Estat de la senyalització
2022S001039    ,No hi ha causa mediata
2022S001054    ,No hi ha causa mediata
2022S001045    ,No hi ha causa mediata
2022S001043    ,No hi ha causa mediata
2022S001048    ,No hi ha causa mediata
2022S001038    ,No hi ha causa mediata
2022S001055    ,No hi ha causa mediata
2022S001085    ,No hi ha causa mediata
2022S001078    ,No hi ha causa mediata
2022S001074    ,No hi ha causa mediata
2022S001083    ,No hi ha causa mediata
2022S001062    ,No hi ha causa mediata
2022S001073    ,No hi ha causa mediata
2022S001079    ,No hi ha causa mediata
2022S001063    ,No hi ha causa mediata
2022S001070    ,No hi ha causa mediata
2022S001084    ,No hi ha causa mediata
2022S001082    ,No hi ha causa mediata
2022S001088    ,No hi ha causa mediata
2022S001072    ,No hi ha causa mediata
2022S001066    ,No hi ha causa mediata
2022S001068    ,No hi ha causa mediata
2022S001080    ,No hi ha causa mediata
2022S000031    ,No hi ha causa mediata
2022S001077    ,No hi ha causa mediata
2022S001067    ,No hi ha causa mediata
2022S001065    ,No hi ha causa mediata
2022S001064    ,No hi ha causa mediata
2022S001076    ,No hi ha causa mediata
2022S001069    ,No hi ha causa mediata
2022S001075    ,No hi ha causa mediata
2022S001092    ,No hi ha causa mediata
2022S001112    ,No hi ha causa mediata
2022S001087    ,Alcoholèmia
2022S001091    ,No hi ha causa mediata
2022S001113    ,No hi ha causa mediata
2022S001093    ,No hi ha causa mediata
2022S001097    ,No hi ha causa mediata
2022S001101    ,No hi ha causa mediata
2022S001106    ,No hi ha causa mediata
2022S001228    ,No hi ha causa mediata
2022S000652    ,No hi ha causa mediata
2022S001098    ,No hi ha causa mediata
2022S001089    ,No hi ha causa mediata
2022S001107    ,No hi ha causa mediata
2022S001096    ,No hi ha causa mediata
2022S001100    ,No hi ha causa mediata
2022S001103    ,No hi ha causa mediata
2022S001104    ,No hi ha causa mediata
2022S001090    ,No hi ha causa mediata
2022S001095    ,No hi ha causa mediata
2022S001102    ,No hi ha causa mediata
2022S001099    ,No hi ha causa mediata
2022S001094    ,No hi ha causa mediata
2022S001111    ,No hi ha causa mediata
2022S001109    ,No hi ha causa mediata
2022S001108    ,No hi ha causa mediata
2022S001120    ,No hi ha causa mediata
2022S001116    ,No hi ha causa mediata
2022S001128    ,No hi ha causa mediata
2022S001133    ,No hi ha causa mediata
2022S001123    ,Alcoholèmia
2022S001121    ,Calçada en mal estat
2022S001071    ,No hi ha causa mediata
2022S001114    ,Alcoholèmia
2022S001115    ,No hi ha causa mediata
2022S001117    ,No hi ha causa mediata
2022S001157    ,No hi ha causa mediata
2022S001129    ,No hi ha causa mediata
2022S001126    ,No hi ha causa mediata
2022S001110    ,No hi ha causa mediata
2022S001130    ,No hi ha causa mediata
2022S001127    ,No hi ha causa mediata
2022S001119    ,No hi ha causa mediata
2022S001131    ,No hi ha causa mediata
2022S001125    ,No hi ha causa mediata
2022S001124    ,No hi ha causa mediata
2022S001122    ,No hi ha causa mediata
2022S001137    ,No hi ha causa mediata
2022S001153    ,No hi ha causa mediata
2022S001138    ,No hi ha causa mediata
2022S001136    ,No hi ha causa mediata
2022S001149    ,No hi ha causa mediata
2022S001154    ,No hi ha causa mediata
2022S001151    ,No hi ha causa mediata
2022S001159    ,No hi ha causa mediata
2022S001140    ,No hi ha causa mediata
2022S001144    ,No hi ha causa mediata
2022S001156    ,No hi ha causa mediata
2022S001152    ,No hi ha causa mediata
2022S001141    ,No hi ha causa mediata
2022S001135    ,No hi ha causa mediata
2022S001132    ,No hi ha causa mediata
2022S001134    ,No hi ha causa mediata
2022S001143    ,No hi ha causa mediata
2022S001175    ,No hi ha causa mediata
2022S001139    ,No hi ha causa mediata
2022S001162    ,No hi ha causa mediata
2022S001148    ,No hi ha causa mediata
2022S001146    ,No hi ha causa mediata
2022S001142    ,No hi ha causa mediata
2022S001163    ,No hi ha causa mediata
2022S001160    ,No hi ha causa mediata
2022S001147    ,No hi ha causa mediata
2022S001161    ,No hi ha causa mediata
2022S001150    ,No hi ha causa mediata
2022S001158    ,No hi ha causa mediata
2022S001145    ,No hi ha causa mediata
2022S001155    ,No hi ha causa mediata
2022S001176    ,No hi ha causa mediata
2022S001164    ,No hi ha causa mediata
2022S001180    ,No hi ha causa mediata
2022S001168    ,No hi ha causa mediata
2022S001171    ,No hi ha causa mediata
2022S001167    ,Alcoholèmia
2022S001169    ,No hi ha causa mediata
2022S001191    ,No hi ha causa mediata
2022S001170    ,No hi ha causa mediata
2022S001165    ,No hi ha causa mediata
2022S001174    ,No hi ha causa mediata
2022S001183    ,No hi ha causa mediata
2022S001173    ,No hi ha causa mediata
2022S001182    ,No hi ha causa mediata
2022S001178    ,No hi ha causa mediata
2022S001177    ,No hi ha causa mediata
2022S001172    ,No hi ha causa mediata
2022S001179    ,Alcoholèmia
2022S001181    ,No hi ha causa mediata
2022S001189    ,No hi ha causa mediata
2022S001184    ,No hi ha causa mediata
2022S001192    ,No hi ha causa mediata
2022S001187    ,No hi ha causa mediata
2022S001193    ,No hi ha causa mediata
2022S001196    ,No hi ha causa mediata
2022S001188    ,No hi ha causa mediata
2022S001190    ,No hi ha causa mediata
2022S001194    ,No hi ha causa mediata
2022S001185    ,No hi ha causa mediata
2022S001186    ,No hi ha causa mediata
2022S001206    ,No hi ha causa mediata
2022S001205    ,No hi ha causa mediata
2022S001220    ,No hi ha causa mediata
2022S001207    ,No hi ha causa mediata
2022S001212    ,No hi ha causa mediata
2022S001201    ,No hi ha causa mediata
2022S001200    ,No hi ha causa mediata
2022S001208    ,No hi ha causa mediata
2022S001209    ,No hi ha causa mediata
2022S001215    ,No hi ha causa mediata
2022S001218    ,No hi ha causa mediata
2022S001246    ,No hi ha causa mediata
2022S001197    ,No hi ha causa mediata
2022S001203    ,No hi ha causa mediata
2022S001210    ,No hi ha causa mediata
2022S001202    ,No hi ha causa mediata
2022S001204    ,No hi ha causa mediata
2022S001214    ,No hi ha causa mediata
2022S001213    ,No hi ha causa mediata
2022S001219    ,No hi ha causa mediata
2022S001198    ,No hi ha causa mediata
2022S001234    ,No hi ha causa mediata
2022S001199    ,No hi ha causa mediata
2022S001217    ,No hi ha causa mediata
2022S001232    ,No hi ha causa mediata
2022S001225    ,No hi ha causa mediata
2022S001256    ,No hi ha causa mediata
2022S001245    ,No hi ha causa mediata
2022S001248    ,No hi ha causa mediata
2022S001247    ,No hi ha causa mediata
2022S001237    ,No hi ha causa mediata
2022S001249    ,No hi ha causa mediata
2022S001239    ,No hi ha causa mediata
2022S001252    ,No hi ha causa mediata
2022S001236    ,No hi ha causa mediata
2022S001231    ,No hi ha causa mediata
2022S001238    ,No hi ha causa mediata
2022S001226    ,No hi ha causa mediata
2022S001241    ,No hi ha causa mediata
2022S001230    ,No hi ha causa mediata
2022S001227    ,No hi ha causa mediata
2022S001244    ,No hi ha causa mediata
2022S001221    ,No hi ha causa mediata
2022S001243    ,No hi ha causa mediata
2022S001229    ,No hi ha causa mediata
2022S001250    ,No hi ha causa mediata
2022S001235    ,No hi ha causa mediata
2022S001242    ,No hi ha causa mediata
2022S001224    ,No hi ha causa mediata
2022S001240    ,No hi ha causa mediata
2022S001253    ,No hi ha causa mediata
2022S001211    ,Calçada en mal estat
2022S001233    ,No hi ha causa mediata
2022S001222    ,No hi ha causa mediata
2022S001264    ,No hi ha causa mediata
2022S001268    ,No hi ha causa mediata
2022S001266    ,No hi ha causa mediata
2022S001273    ,No hi ha causa mediata
2022S001262    ,No hi ha causa mediata
2022S001263    ,No hi ha causa mediata
2022S001270    ,No hi ha causa mediata
2022S001260    ,No hi ha causa mediata
2022S001255    ,No hi ha causa mediata
2022S001265    ,No hi ha causa mediata
2022S001269    ,No hi ha causa mediata
2022S001257    ,Alcoholèmia
2022S001272    ,No hi ha causa mediata
2022S001258    ,No hi ha causa mediata
2022S001254    ,No hi ha causa mediata
2022S001259    ,No hi ha causa mediata
2022S001267    ,No hi ha causa mediata
2022S001261    ,No hi ha causa mediata
2022S001251    ,No hi ha causa mediata
2022S001288    ,No hi ha causa mediata
2022S001281    ,No hi ha causa mediata
2022S001284    ,No hi ha causa mediata
2022S001276    ,No hi ha causa mediata
2022S001274    ,No hi ha causa mediata
2022S001290    ,No hi ha causa mediata
2022S001287    ,No hi ha causa mediata
2022S001292    ,No hi ha causa mediata
2022S001283    ,No hi ha causa mediata
2022S001275    ,No hi ha causa mediata
2022S001277    ,No hi ha causa mediata
2022S001286    ,No hi ha causa mediata
2022S001280    ,No hi ha causa mediata
2022S001291    ,No hi ha causa mediata
2022S001279    ,No hi ha causa mediata
2022S001278    ,No hi ha causa mediata
2022S001271    ,No hi ha causa mediata
2022S001282    ,Alcoholèmia
2022S001285    ,No hi ha causa mediata
2022S001289    ,No hi ha causa mediata
2022S001295    ,Excés de velocitat o inadequada
2022S001294    ,No hi ha causa mediata
2022S001316    ,No hi ha causa mediata
2022S001318    ,No hi ha causa mediata
2022S001298    ,No hi ha causa mediata
2022S001320    ,No hi ha causa mediata
2022S001314    ,No hi ha causa mediata
2022S001299    ,No hi ha causa mediata
2022S001313    ,No hi ha causa mediata
2022S001306    ,No hi ha causa mediata
2022S001315    ,No hi ha causa mediata
2022S001302    ,No hi ha causa mediata
2022S001308    ,No hi ha causa mediata
2022S001312    ,No hi ha causa mediata
