EMA;DATA;TM;TX;Data Extrem TX;TN;Data Extrem TN;HRM;HRX;Data Extrem HRX;HRN;Data Extrem HRN;PM;PX;Data Extrem PX;PN;Data Extrem PN;PPT;RS24h;VVM10;DVM10;VVX10;Data Extrem VVX10;DVVX10
X4;22/09/2021;21,8;24,4;2021-09-22 13:17:00;19,7;2021-09-22 02:55:00;56;68;2021-09-22 19:00:00;47;2021-09-22 09:08:00;1016,5;1018,7;2021-09-22 00:05:00;1014,9;2021-09-22 16:27:00;0;11,8;2,7;59;10,4;2021-09-22 11:34:00;81
X4;23/09/2021;21,9;24,9;2021-09-23 14:04:00;19,4;2021-09-23 08:15:00;59;77;2021-09-23 07:15:00;48;2021-09-23 14:02:00;1015,6;1017,4;2021-09-23 10:01:00;1014,5;2021-09-23 23:30:00;4,1;10,4;2,5;64;9,2;2021-09-23 15:32:00;81
X4;24/09/2021;22,4;25,1;2021-09-24 10:43:00;19,3;2021-09-24 05:14:00;66;90;2021-09-24 18:16:00;47;2021-09-24 10:41:00;1013,4;1014,8;2021-09-24 01:55:00;1011,5;2021-09-24 16:07:00;0;9,3;1,8;54;7,8;2021-09-24 16:11:00;83
X4;25/09/2021;24,7;27,9;2021-09-25 13:24:00;22,1;2021-09-25 02:44:00;72;91;2021-09-25 23:48:00;57;2021-09-25 07:47:00;1012,5;1013,4;2021-09-25 09:32:00;1011,5;2021-09-25 16:56:00;0;16,3;1,5;234;7,1;2021-09-25 15:13:00;222
X4;26/09/2021;24,7;30,1;2021-09-26 11:30:00;22,3;2021-09-26 23:41:00;61;90;2021-09-26 00:00:00;30;2021-09-26 11:30:00;1014,3;1016,9;2021-09-26 23:01:00;1012,2;2021-09-26 03:19:00;0;18,4;2,1;264;7,7;2021-09-26 15:28:00;94
X4;27/09/2021;24,7;30;2021-09-27 12:19:00;21,2;2021-09-27 04:44:00;61;88;2021-09-27 19:30:00;39;2021-09-27 11:04:00;1016,1;1018,9;2021-09-27 22:01:00;1014,7;2021-09-27 04:30:00;0;18,4;1,7;255;7,5;2021-09-27 13:31:00;232
X4;28/09/2021;23,8;27;2021-09-28 11:39:00;21,6;2021-09-28 05:37:00;68;82;2021-09-28 01:16:00;48;2021-09-28 12:23:00;1016,9;1019;2021-09-28 00:30:00;1015;2021-09-28 16:32:00;0;18,2;2,2;261;9;2021-09-28 12:25:00;231
X4;29/09/2021;22;24,4;2021-09-29 10:31:00;18,9;2021-09-29 11:32:00;73;100;2021-09-29 11:30:00;61;2021-09-29 10:31:00;1020;1022,7;2021-09-29 21:31:00;1016,3;2021-09-29 00:07:00;14,9;9,4;1,4;183;6,2;2021-09-29 14:57:00;221
X4;30/09/2021;21,9;24,5;2021-09-30 14:08:00;20,2;2021-09-30 06:00:00;68;78;2021-09-30 05:31:00;52;2021-09-30 07:55:00;1020,2;1022,3;2021-09-30 09:31:00;1018,2;2021-09-30 16:54:00;0;14,5;1,7;273;7,6;2021-09-30 12:35:00;217
X4;01/10/2021;21,3;23,8;2021-10-01 12:39:00;18,9;2021-10-01 05:36:00;76;87;2021-10-01 03:06:00;65;2021-10-01 12:42:00;1016,5;1019;2021-10-01 00:09:00;1014,8;2021-10-01 17:03:00;0;14,5;1,6;65;6,4;2021-10-01 11:48:00;72
X4;02/10/2021;22,5;25,3;2021-10-02 10:50:00;19;2021-10-02 06:01:00;72;87;2021-10-02 23:01:00;56;2021-10-02 10:35:00;1012,3;1015,8;2021-10-02 00:13:00;1008,5;2021-10-02 23:57:00;0,2;17,2;1,9;221;7,7;2021-10-02 14:40:00;234
X4;03/10/2021;23,4;25,6;2021-10-03 13:01:00;17,5;2021-10-03 23:48:00;72;100;2021-10-03 23:57:00;52;2021-10-03 22:15:00;1006,4;1009,4;2021-10-03 23:56:00;1004,9;2021-10-03 16:06:00;5,5;9,6;3;240;10,1;2021-10-03 07:22:00;220
X4;04/10/2021;17;18,8;2021-10-04 16:39:00;14,3;2021-10-04 08:43:00;84;100;2021-10-04 08:31:00;62;2021-10-04 15:06:00;1012,3;1015,1;2021-10-04 23:29:00;1009;2021-10-04 03:14:00;20,7;6;1,4;315;6,8;2021-10-04 13:04:00;300
X4;05/10/2021;20,4;25,4;2021-10-05 15:32:00;15,1;2021-10-05 03:13:00;53;81;2021-10-05 00:39:00;33;2021-10-05 12:22:00;1013,7;1016,3;2021-10-05 23:49:00;1011,9;2021-10-05 14:13:00;0;18;2,3;289;8,6;2021-10-05 13:59:00;216
X4;06/10/2021;19,9;21,9;2021-10-06 12:00:00;18,3;2021-10-06 23:36:00;66;76;2021-10-06 23:13:00;56;2021-10-06 14:33:00;1018;1019,5;2021-10-06 10:57:00;1015,6;2021-10-06 03:00:00;0,3;12,5;1,7;215;8,5;2021-10-06 15:30:00;223
X4;07/10/2021;19,9;23,1;2021-10-07 14:45:00;17;2021-10-07 05:52:00;60;75;2021-10-07 02:20:00;44;2021-10-07 23:59:00;1016,2;1018,8;2021-10-07 01:16:00;1013,6;2021-10-07 16:17:00;0;16,9;1,7;232;7,6;2021-10-07 23:16:00;141
X4;08/10/2021;19,7;22;2021-10-08 12:00:00;17,2;2021-10-08 05:08:00;58;70;2021-10-08 23:59:00;44;2021-10-08 00:04:00;1016,1;1017,1;2021-10-08 22:01:00;1015,2;2021-10-08 16:30:00;0;16,9;1,6;247;6,5;2021-10-08 13:35:00;180
X4;09/10/2021;19,2;21,2;2021-10-09 11:18:00;18;2021-10-09 17:02:00;70;82;2021-10-09 17:03:00;60;2021-10-09 11:19:00;1017,1;1018,6;2021-10-09 23:30:00;1015,8;2021-10-09 04:37:00;0;6,9;1,5;103;6,4;2021-10-09 07:33:00;139
X4;10/10/2021;19,1;20,5;2021-10-10 12:00:00;17,6;2021-10-10 04:47:00;64;74;2021-10-10 03:00:00;52;2021-10-10 13:42:00;1018,2;1019,1;2021-10-10 10:31:00;1017,4;2021-10-10 17:06:00;0;6,1;1,2;102;5,2;2021-10-10 11:39:00;69
X4;11/10/2021;19,5;22,9;2021-10-11 15:05:00;15,9;2021-10-11 05:43:00;62;74;2021-10-11 05:44:00;44;2021-10-11 10:37:00;1017,6;1019,2;2021-10-11 09:58:00;1016,4;2021-10-11 16:00:00;0;16,7;1,4;255;6,5;2021-10-11 17:00:00;240
X4;12/10/2021;19,6;23,7;2021-10-12 10:31:00;15,4;2021-10-12 06:10:00;60;77;2021-10-12 05:25:00;37;2021-10-12 10:36:00;1013,8;1016,9;2021-10-12 00:43:00;1011,5;2021-10-12 16:15:00;0;16,1;1,1;113;6,6;2021-10-12 12:37:00;160
X4;13/10/2021;19,4;21,6;2021-10-13 14:03:00;17,3;2021-10-13 06:00:00;60;82;2021-10-13 02:01:00;46;2021-10-13 17:30:00;1015;1018,1;2021-10-13 22:43:00;1012,5;2021-10-13 04:05:00;0;13,6;1,4;105;6,6;2021-10-13 16:14:00;140
X4;14/10/2021;18,7;20,6;2021-10-14 13:06:00;16,7;2021-10-14 06:37:00;59;73;2021-10-14 23:58:00;46;2021-10-14 11:25:00;1018,8;1020,4;2021-10-14 10:31:00;1017,5;2021-10-14 02:01:00;0;15,4;1,5;90;5,5;2021-10-14 09:55:00;141
X4;15/10/2021;20;24,6;2021-10-15 12:40:00;16,7;2021-10-15 05:11:00;72;95;2021-10-15 21:08:00;51;2021-10-15 13:33:00;1014;1017,7;2021-10-15 00:01:00;1011,6;2021-10-15 16:08:00;0;10,7;1,4;171;6,1;2021-10-15 14:33:00;222
X4;16/10/2021;19,5;21,9;2021-10-16 11:41:00;18,3;2021-10-16 05:30:00;73;92;2021-10-16 01:00:00;57;2021-10-16 10:09:00;1013,9;1015,2;2021-10-16 22:19:00;1012,4;2021-10-16 03:30:00;0;14,2;1,5;100;5,4;2021-10-16 13:21:00;116
X4;17/10/2021;19,3;21,8;2021-10-17 13:02:00;17,2;2021-10-17 06:01:00;71;80;2021-10-17 23:59:00;63;2021-10-17 13:04:00;1015,6;1018,1;2021-10-17 23:01:00;1013,8;2021-10-17 04:08:00;0;13,4;1,4;70;5,9;2021-10-17 13:04:00;141
X4;18/10/2021;20,3;23;2021-10-18 14:37:00;18,2;2021-10-18 05:45:00;77;89;2021-10-18 23:46:00;63;2021-10-18 09:31:00;1019,7;1022,4;2021-10-18 23:30:00;1017,4;2021-10-18 03:00:00;0;9,9;1,1;95;4,6;2021-10-18 10:32:00;86
X4;19/10/2021;21;24,5;2021-10-19 12:30:00;18,3;2021-10-19 05:41:00;74;90;2021-10-19 05:44:00;56;2021-10-19 12:30:00;1022,2;1023,6;2021-10-19 10:18:00;1021;2021-10-19 16:15:00;0;14;1,9;245;8,7;2021-10-19 12:49:00;234
X4;20/10/2021;21,1;23,6;2021-10-20 14:00:00;19,6;2021-10-20 23:55:00;69;79;2021-10-20 01:33:00;57;2021-10-20 13:59:00;1017,9;1021,5;2021-10-20 00:01:00;1013,7;2021-10-20 23:55:00;0;10;2,6;248;10;2021-10-20 13:15:00;240
X4;21/10/2021;19,5;21;2021-10-21 09:57:00;17,8;2021-10-21 23:34:00;72;81;2021-10-21 04:00:00;65;2021-10-21 23:59:00;1013,5;1015,1;2021-10-21 22:33:00;1011,9;2021-10-21 03:30:00;0,2;5,7;1,5;69;6,1;2021-10-21 10:20:00;127
X4;22/10/2021;18,5;21,6;2021-10-22 11:02:00;16,6;2021-10-22 23:59:00;64;74;2021-10-22 22:56:00;49;2021-10-22 11:02:00;1015,2;1017,1;2021-10-22 22:11:00;1013,6;2021-10-22 03:30:00;0;9,7;1,2;46;5,5;2021-10-22 09:32:00;344
X4;23/10/2021;16,9;19,8;2021-10-23 10:22:00;14,3;2021-10-23 06:00:00;60;74;2021-10-23 02:32:00;42;2021-10-23 10:44:00;1017,7;1019,5;2021-10-23 22:58:00;1015,8;2021-10-23 02:30:00;0;12,9;1,2;58;5,9;2021-10-23 08:16:00;358
X4;24/10/2021;18,1;22,3;2021-10-24 10:43:00;14,3;2021-10-24 02:04:00;61;83;2021-10-24 20:32:00;40;2021-10-24 09:44:00;1018,6;1020;2021-10-24 10:01:00;1017,5;2021-10-24 15:31:00;0;13,8;1,2;68;5;2021-10-24 12:26:00;116
X4;25/10/2021;18;20,4;2021-10-25 11:39:00;15,3;2021-10-25 05:54:00;72;80;2021-10-25 23:42:00;58;2021-10-25 09:10:00;1017,9;1019,1;2021-10-25 23:13:00;1016,4;2021-10-25 15:44:00;0;13,6;1,2;70;5,3;2021-10-25 11:48:00;87
X4;26/10/2021;18,4;21,8;2021-10-26 14:46:00;14,7;2021-10-26 05:32:00;66;86;2021-10-26 05:37:00;47;2021-10-26 15:12:00;1018,9;1020,3;2021-10-26 10:24:00;1017,5;2021-10-26 15:16:00;0;13,6;1,5;271;7,8;2021-10-26 14:58:00;232
X4;27/10/2021;17,4;20,4;2021-10-27 12:20:00;15,1;2021-10-27 04:31:00;64;70;2021-10-27 17:13:00;50;2021-10-27 11:10:00;1018,4;1019,9;2021-10-27 09:34:00;1016,8;2021-10-27 23:59:00;0;11,6;1,7;50;6;2021-10-27 14:27:00;97
X4;28/10/2021;17,4;20,4;2021-10-28 10:46:00;15;2021-10-28 05:45:00;66;79;2021-10-28 23:43:00;48;2021-10-28 10:01:00;1014,2;1017,1;2021-10-28 00:04:00;1011,7;2021-10-28 23:59:00;0;13,3;1,4;42;5,4;2021-10-28 07:32:00;24
X4;29/10/2021;18,5;22,6;2021-10-29 13:13:00;15,9;2021-10-29 01:16:00;77;100;2021-10-29 22:00:00;53;2021-10-29 13:14:00;1008,9;1011,7;2021-10-29 00:00:00;1006,3;2021-10-29 23:51:00;18,6;7,6;1,4;220;10,3;2021-10-29 21:56:00;263
X4;30/10/2021;19,3;22,1;2021-10-30 14:46:00;17;2021-10-30 03:07:00;93;100;2021-10-30 11:30:00;79;2021-10-30 15:08:00;1004,2;1006,7;2021-10-30 00:01:00;1002,4;2021-10-30 14:33:00;11,3;3,2;2;262;10,7;2021-10-30 09:01:00;244
X4;31/10/2021;20,4;26,1;2021-10-31 14:33:00;17,5;2021-10-31 06:30:00;83;100;2021-10-31 20:02:00;47;2021-10-31 14:36:00;1004,4;1006;2021-10-31 00:01:00;1002,3;2021-10-31 14:19:00;0,1;10,9;1,3;305;7;2021-10-31 15:01:00;243
X4;01/11/2021;19,7;24,5;2021-11-01 14:17:00;15,8;2021-11-01 23:56:00;58;100;2021-11-01 04:30:00;30;2021-11-01 15:30:00;1003,7;1006,7;2021-11-01 23:31:00;1000,9;2021-11-01 04:46:00;1,4;12,2;2,2;275;9,8;2021-11-01 15:43:00;295
X4;02/11/2021;16,3;20,2;2021-11-02 13:05:00;13,9;2021-11-02 07:02:00;46;57;2021-11-02 23:57:00;35;2021-11-02 13:06:00;1004,7;1008,2;2021-11-02 09:24:00;999,4;2021-11-02 23:59:00;0;10;2;290;10,1;2021-11-02 05:20:00;269
X4;03/11/2021;14,7;17,7;2021-11-03 13:01:00;12,2;2021-11-03 23:54:00;55;70;2021-11-03 05:50:00;39;2021-11-03 13:03:00;999,9;1004,2;2021-11-03 23:57:00;997,9;2021-11-03 13:38:00;0,5;8,2;2,3;314;9,2;2021-11-03 13:14:00;341
X4;04/11/2021;13,2;16,7;2021-11-04 12:55:00;10,7;2021-11-04 06:26:00;60;76;2021-11-04 23:05:00;52;2021-11-04 10:51:00;1008,4;1012,9;2021-11-04 23:35:00;1004,1;2021-11-04 00:10:00;0,4;7,4;1,5;4;6;2021-11-04 00:14:00;301
X4;05/11/2021;12,9;15,6;2021-11-05 15:04:00;9,8;2021-11-05 06:32:00;57;73;2021-11-05 00:24:00;45;2021-11-05 23:25:00;1015,1;1018,8;2021-11-05 23:31:00;1012,5;2021-11-05 02:40:00;0;11,5;1,5;359;7,1;2021-11-05 23:58:00;8
X4;06/11/2021;13,3;18,8;2021-11-06 13:39:00;9,4;2021-11-06 05:32:00;37;50;2021-11-06 01:33:00;22;2021-11-06 11:13:00;1018;1019,8;2021-11-06 09:31:00;1016,6;2021-11-06 14:30:00;0;13;2;18;8,8;2021-11-06 15:08:00;84
X4;07/11/2021;13,8;19,2;2021-11-07 14:37:00;9;2021-11-07 06:30:00;39;52;2021-11-07 00:41:00;24;2021-11-07 12:27:00;1013,7;1016,8;2021-11-07 00:00:00;1011,7;2021-11-07 16:05:00;0;12,6;1,3;252;7,7;2021-11-07 13:31:00;306
X4;08/11/2021;15;18,9;2021-11-08 10:37:00;10,3;2021-11-08 06:01:00;54;70;2021-11-08 21:33:00;34;2021-11-08 10:39:00;1010,8;1012,7;2021-11-08 23:05:00;1009;2021-11-08 15:30:00;0;12,3;1,1;237;5,4;2021-11-08 23:26:00;337
X4;09/11/2021;14,7;17,1;2021-11-09 15:21:00;11,4;2021-11-09 05:21:00;53;66;2021-11-09 00:00:00;34;2021-11-09 14:38:00;1013,6;1014,8;2021-11-09 19:00:00;1012,2;2021-11-09 04:09:00;0,3;4,5;2,1;33;10,8;2021-11-09 20:42:00;44
X4;10/11/2021;15,3;16,4;2021-11-10 11:31:00;13,1;2021-11-10 15:13:00;72;99;2021-11-10 15:33:00;58;2021-11-10 01:21:00;1012,2;1014,5;2021-11-10 00:01:00;1009,8;2021-11-10 13:57:00;12,6;1,7;2,1;23;8;2021-11-10 05:01:00;36
X4;11/11/2021;16,7;18,3;2021-11-11 13:43:00;14,6;2021-11-11 08:30:00;71;88;2021-11-11 08:31:00;61;2021-11-11 05:08:00;1012,3;1014;2021-11-11 18:31:00;1010,4;2021-11-11 03:36:00;2,8;4,3;3,3;48;13,8;2021-11-11 14:29:00;76
X4;12/11/2021;17,5;20,8;2021-11-12 14:54:00;15,8;2021-11-12 09:11:00;60;69;2021-11-12 21:30:00;45;2021-11-12 14:52:00;1011,6;1013;2021-11-12 20:41:00;1010,4;2021-11-12 14:32:00;0,2;5,7;1,4;350;8,2;2021-11-12 12:58:00;58
X4;13/11/2021;17,2;20,4;2021-11-13 11:33:00;16;2021-11-13 23:30:00;63;77;2021-11-13 23:30:00;48;2021-11-13 09:34:00;1013,5;1014,9;2021-11-13 10:41:00;1012,1;2021-11-13 01:38:00;0;8,9;1,3;51;5,2;2021-11-13 10:41:00;87
X4;14/11/2021;15;17,2;2021-11-14 10:42:00;12,2;2021-11-14 23:01:00;71;100;2021-11-14 23:00:00;55;2021-11-14 09:44:00;1011,1;1012,9;2021-11-14 00:07:00;1009,9;2021-11-14 15:43:00;4,7;5,4;1,7;59;6,7;2021-11-14 20:33:00;69
X4;15/11/2021;13,8;15,9;2021-11-15 12:05:00;11,2;2021-11-15 07:04:00;68;98;2021-11-15 00:00:00;49;2021-11-15 14:24:00;1011,2;1013,4;2021-11-15 22:01:00;1009,6;2021-11-15 05:50:00;0,1;4,2;1,4;317;6;2021-11-15 06:04:00;304
X4;16/11/2021;13,2;16,5;2021-11-16 15:09:00;11,2;2021-11-16 09:49:00;62;79;2021-11-16 10:16:00;52;2021-11-16 07:50:00;1013,3;1014,7;2021-11-16 10:12:00;1012,1;2021-11-16 05:45:00;1,5;3,7;1,3;291;5,3;2021-11-16 22:23:00;318
X4;17/11/2021;13,6;17,6;2021-11-17 12:17:00;10,7;2021-11-17 07:14:00;60;75;2021-11-17 21:26:00;43;2021-11-17 12:17:00;1016,2;1020,4;2021-11-17 23:27:00;1013,1;2021-11-17 03:15:00;0;10,7;1,6;289;8,2;2021-11-17 10:13:00;337
X4;18/11/2021;13,1;16,4;2021-11-18 13:46:00;9,8;2021-11-18 05:04:00;59;71;2021-11-18 23:30:00;43;2021-11-18 10:25:00;1022,8;1025,9;2021-11-18 23:01:00;1020;2021-11-18 00:30:00;0;10,4;1;232;5;2021-11-18 00:15:00;312
X4;19/11/2021;13,4;16,5;2021-11-19 13:06:00;9,9;2021-11-19 06:10:00;70;85;2021-11-19 22:16:00;56;2021-11-19 08:16:00;1024,9;1026,7;2021-11-19 10:47:00;1024;2021-11-19 19:36:00;0;10,2;0,8;190;3,8;2021-11-19 13:34:00;136
X4;20/11/2021;13,8;16,9;2021-11-20 11:46:00;10,3;2021-11-20 06:57:00;69;84;2021-11-20 00:30:00;56;2021-11-20 11:45:00;1019,7;1024,5;2021-11-20 00:18:00;1014,4;2021-11-20 23:57:00;0;6,4;0,7;154;3,1;2021-11-20 13:40:00;233
X4;21/11/2021;14,8;17,4;2021-11-21 11:14:00;13,1;2021-11-21 06:46:00;73;89;2021-11-21 23:34:00;50;2021-11-21 10:26:00;1009,2;1014,8;2021-11-21 00:01:00;1005,8;2021-11-21 23:53:00;0;7,1;0,9;60;4,6;2021-11-21 11:51:00;85
X4;22/11/2021;13,6;15,3;2021-11-22 11:16:00;11,3;2021-11-22 07:09:00;68;86;2021-11-22 00:00:00;57;2021-11-22 23:34:00;1007,5;1011;2021-11-22 23:49:00;1005;2021-11-22 05:30:00;0,8;6,7;2;70;7,1;2021-11-22 11:31:00;62
X4;23/11/2021;13,1;15;2021-11-23 19:09:00;11,5;2021-11-23 20:04:00;76;100;2021-11-23 20:30:00;57;2021-11-23 07:26:00;1009,8;1011;2021-11-23 09:24:00;1008,4;2021-11-23 14:35:00;27,9;2,3;3,4;78;14,1;2021-11-23 13:49:00;83
X4;24/11/2021;12,3;15,3;2021-11-24 14:15:00;9,7;2021-11-24 21:54:00;84;100;2021-11-24 15:02:00;64;2021-11-24 20:17:00;1006;1010,3;2021-11-24 01:07:00;1002,2;2021-11-24 23:56:00;15,6;2,9;2,5;69;11,1;2021-11-24 15:22:00;75
X4;25/11/2021;11,5;14,1;2021-11-25 15:53:00;8,9;2021-11-25 03:21:00;70;100;2021-11-25 09:30:00;54;2021-11-25 15:43:00;1000,8;1002,6;2021-11-25 23:33:00;999,5;2021-11-25 13:34:00;10,2;4,5;1,9;9;11,1;2021-11-25 03:47:00;120
X4;26/11/2021;10,8;14,3;2021-11-26 13:55:00;8,6;2021-11-26 07:43:00;59;70;2021-11-26 01:07:00;48;2021-11-26 15:23:00;1001;1002,4;2021-11-26 00:01:00;999,1;2021-11-26 23:45:00;0;10;2,5;311;9,5;2021-11-26 12:52:00;318
X4;27/11/2021;9,8;13,8;2021-11-27 12:46:00;6,6;2021-11-27 23:19:00;57;67;2021-11-27 04:19:00;47;2021-11-27 15:06:00;996,1;999,5;2021-11-27 23:31:00;993,4;2021-11-27 13:06:00;0;5,5;3,1;301;12,6;2021-11-27 11:59:00;336
X4;28/11/2021;7,9;11,5;2021-11-28 14:48:00;5,8;2021-11-28 05:43:00;54;65;2021-11-28 23:55:00;39;2021-11-28 15:11:00;1001,3;1003,6;2021-11-28 20:31:00;998,4;2021-11-28 01:30:00;0;7,8;4,6;303;16,7;2021-11-28 16:25:00;307
X4;29/11/2021;10;14,8;2021-11-29 14:20:00;6,1;2021-11-29 05:30:00;52;66;2021-11-29 18:42:00;34;2021-11-29 12:42:00;1008,7;1017,4;2021-11-29 23:49:00;1001,5;2021-11-29 00:17:00;0;10;2,6;291;12,7;2021-11-29 01:17:00;322
X4;30/11/2021;11,1;15;2021-11-30 14:15:00;7,8;2021-11-30 02:49:00;65;74;2021-11-30 21:40:00;56;2021-11-30 15:10:00;1020,4;1022,8;2021-11-30 11:01:00;1017,3;2021-11-30 00:00:00;0;6,1;0,8;234;4,6;2021-11-30 13:56:00;241
X4;01/12/2021;11,7;15,6;2021-12-01 14:35:00;9;2021-12-01 06:00:00;63;76;2021-12-01 18:00:00;48;2021-12-01 14:37:00;1011,4;1019,2;2021-12-01 00:00:00;1003,6;2021-12-01 23:56:00;1;7,4;2,5;317;9,7;2021-12-01 16:55:00;315
X4;02/12/2021;11,8;15,3;2021-12-02 14:15:00;9,1;2021-12-02 23:13:00;51;76;2021-12-02 03:10:00;20;2021-12-02 20:34:00;1003,6;1008,2;2021-12-02 22:54:00;1001,6;2021-12-02 05:00:00;0,2;9,4;2,1;330;9,7;2021-12-02 20:25:00;355
X4;03/12/2021;10,6;14,6;2021-12-03 13:34:00;7,6;2021-12-03 06:29:00;51;63;2021-12-03 23:59:00;32;2021-12-03 00:00:00;1012,3;1016,4;2021-12-03 20:45:00;1007,1;2021-12-03 03:20:00;0;9,4;1,8;280;11,5;2021-12-03 02:23:00;328
X4;04/12/2021;13,5;18,3;2021-12-04 13:14:00;9,9;2021-12-04 00:58:00;55;72;2021-12-04 03:02:00;41;2021-12-04 13:14:00;1010,9;1015,2;2021-12-04 00:26:00;1008,3;2021-12-04 19:23:00;0;8;2,4;294;11,8;2021-12-04 12:56:00;318
X4;05/12/2021;10,6;12,9;2021-12-05 14:33:00;7,4;2021-12-05 23:59:00;48;58;2021-12-05 05:50:00;33;2021-12-05 21:30:00;1007;1010,5;2021-12-05 23:06:00;1003,4;2021-12-05 13:01:00;0;8,7;4,8;312;18,4;2021-12-05 10:48:00;319
X4;06/12/2021;10,6;14,8;2021-12-06 14:44:00;6,8;2021-12-06 04:55:00;49;68;2021-12-06 23:48:00;32;2021-12-06 14:30:00;1013,1;1014,9;2021-12-06 19:41:00;1010,1;2021-12-06 00:09:00;0;8,3;2,2;280;10,8;2021-12-06 13:36:00;320
X4;07/12/2021;12,4;15,9;2021-12-07 12:28:00;8,3;2021-12-07 07:42:00;67;79;2021-12-07 19:53:00;44;2021-12-07 11:10:00;1011,1;1016,4;2021-12-07 07:59:00;1002,3;2021-12-07 23:57:00;0;8,8;1,4;229;6,8;2021-12-07 14:05:00;242
X4;08/12/2021;12,3;14,7;2021-12-08 03:30:00;8,2;2021-12-08 23:59:00;46;81;2021-12-08 02:08:00;32;2021-12-08 16:01:00;1002,3;1005,8;2021-12-08 23:54:00;1000,6;2021-12-08 13:08:00;0;9,4;4,6;293;17,6;2021-12-08 12:06:00;271
X4;09/12/2021;9,4;12,6;2021-12-09 13:07:00;6,8;2021-12-09 06:34:00;54;69;2021-12-09 23:57:00;39;2021-12-09 13:15:00;1008,4;1011;2021-12-09 10:05:00;1005,6;2021-12-09 00:02:00;0;6;3,4;310;15,9;2021-12-09 06:32:00;320
X4;10/12/2021;14,2;17,5;2021-12-10 12:21:00;10,4;2021-12-10 00:00:00;56;73;2021-12-10 01:44:00;41;2021-12-10 15:00:00;1003,6;1009;2021-12-10 23:50:00;1001;2021-12-10 13:45:00;0;4,9;5;313;15,7;2021-12-10 09:20:00;319
X4;11/12/2021;11,7;14,8;2021-12-11 10:25:00;8;2021-12-11 04:42:00;63;71;2021-12-11 23:59:00;49;2021-12-11 10:27:00;1014,2;1019,9;2021-12-11 23:30:00;1008,7;2021-12-11 00:48:00;0;8,8;1,2;44;5;2021-12-11 15:06:00;83
X4;12/12/2021;13,4;17,6;2021-12-12 13:27:00;10,9;2021-12-12 05:20:00;62;75;2021-12-12 07:04:00;47;2021-12-12 13:27:00;1021,5;1023;2021-12-12 10:02:00;1019,4;2021-12-12 00:36:00;0;8,9;1,5;297;6,6;2021-12-12 13:42:00;301
X4;13/12/2021;12,7;17;2021-12-13 13:17:00;9,2;2021-12-13 06:02:00;73;88;2021-12-13 23:48:00;57;2021-12-13 10:01:00;1022,1;1023,7;2021-12-13 09:30:00;1020,5;2021-12-13 14:48:00;0;8,8;1,2;259;8,3;2021-12-13 13:34:00;226
X4;14/12/2021;11,7;15,4;2021-12-14 10:26:00;8,5;2021-12-14 04:30:00;79;96;2021-12-14 23:56:00;58;2021-12-14 10:26:00;1022,3;1023,8;2021-12-14 10:30:00;1021,4;2021-12-14 14:08:00;0;8,4;0,8;85;4,7;2021-12-14 01:22:00;337
X4;15/12/2021;12,3;17,4;2021-12-15 12:20:00;8,1;2021-12-15 07:10:00;66;96;2021-12-15 00:02:00;40;2021-12-15 12:09:00;1022,7;1025;2021-12-15 22:55:00;1021,5;2021-12-15 05:03:00;0;8,8;0,6;121;3;2021-12-15 14:05:00;136
X4;16/12/2021;11,5;14,6;2021-12-16 11:16:00;8,5;2021-12-16 05:53:00;74;94;2021-12-16 22:55:00;54;2021-12-16 10:57:00;1025,3;1026,9;2021-12-16 09:59:00;1024,4;2021-12-16 03:34:00;0;7,6;0,8;89;4,1;2021-12-16 13:33:00;150
X4;17/12/2021;11,8;14,4;2021-12-17 10:52:00;10,4;2021-12-17 23:57:00;73;82;2021-12-17 00:00:00;59;2021-12-17 10:52:00;1026,2;1028;2021-12-17 09:50:00;1025,2;2021-12-17 14:04:00;0;7,9;1,2;67;4,4;2021-12-17 18:01:00;96
X4;18/12/2021;11,5;14,6;2021-12-18 11:01:00;8,3;2021-12-18 06:08:00;72;80;2021-12-18 03:05:00;55;2021-12-18 11:03:00;1025,6;1027;2021-12-18 23:30:00;1024,1;2021-12-18 04:15:00;0;8,4;0,9;71;3,8;2021-12-18 00:09:00;2
X4;19/12/2021;11,1;14,1;2021-12-19 13:44:00;7,8;2021-12-19 06:39:00;72;84;2021-12-19 06:40:00;59;2021-12-19 11:06:00;1022,4;1026,7;2021-12-19 00:00:00;1018,5;2021-12-19 23:55:00;0;8,3;1,2;263;6;2021-12-19 14:30:00;241
X4;20/12/2021;11;16,1;2021-12-20 14:51:00;8,5;2021-12-20 04:17:00;53;75;2021-12-20 00:38:00;42;2021-12-20 12:28:00;1016,4;1018,6;2021-12-20 00:17:00;1015;2021-12-20 17:31:00;0;8,7;2,7;295;10,5;2021-12-20 19:41:00;316
X4;21/12/2021;10,8;13,2;2021-12-21 11:44:00;6,7;2021-12-21 04:55:00;70;81;2021-12-21 23:39:00;56;2021-12-21 00:00:00;1016,2;1017,4;2021-12-21 23:07:00;1015,1;2021-12-21 03:49:00;0;5,7;1,3;54;5,1;2021-12-21 14:07:00;82
X4;22/12/2021;11,2;11,9;2021-12-22 01:00:00;10,6;2021-12-22 17:48:00;85;100;2021-12-22 20:30:00;74;2021-12-22 10:00:00;1017,8;1019,3;2021-12-22 22:30:00;1016,1;2021-12-22 05:11:00;0,2;1,4;1,2;60;4,3;2021-12-22 15:06:00;88
