Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_Lloc_atropellament_vianant,Descripcio_Motiu_desplaçament_vianant,Descripcio_Motiu_desplaçament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Dia,Holiday,Accidents,Franja_horaria,Dies_Festa,Ponts,Estació,Estacio
2022S001706    ,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,0105 0107,Divendres,2022,3,Març,25,Matí,9,No és causa del  vianant,Ciclomotor,Dona,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,431982.02,4586241.07,2022-03-25,Not Holiday,2022S001706    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001707    ,8,Nou Barris,48,la Guineueta,351901,Valldaura,0131 0131,Divendres,2022,3,Març,25,Matí,10,No és causa del  vianant,Ciclomotor,Dona,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,430344.77,4588090.88,2022-03-25,Not Holiday,2022S001707    ,Matí,False,Res,Hivern,Primavera
2022S001708    ,1,Ciutat Vella,1,el Raval,308709,Sant Pau,0004 0004,Divendres,2022,3,Març,25,Matí,10,Creuar per fora pas de vianants,Turisme,Dona,68,Vianant,Fora del pas                                                                                                                                          ,Oci i entreteniment,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,430487.32,4580979.67,2022-03-25,Not Holiday,2022S001708    ,Matí,False,Res,Hivern,Primavera
2022S001709    ,6,Gràcia,31,la Vila de Gràcia,344101,Gràcia,0183 0183,Divendres,2022,3,Març,25,Matí,11,No és causa del  vianant,Motocicleta,Home,53,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,429795.52,4583952.72,2022-03-25,Not Holiday,2022S001709    ,Matí,False,Res,Hivern,Primavera
2022S001710    ,2,Eixample,5,el Fort Pienc,197302,Marina,0210 0210,Divendres,2022,3,Març,25,Matí,11,No és causa del  vianant,Autobús articulat,Dona,60,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,431495.18,4583791.03,2022-03-25,Not Holiday,2022S001710    ,Matí,False,Res,Hivern,Primavera
2022S001711    ,6,Gràcia,31,la Vila de Gràcia,344000,Dalt,0036 0036,Divendres,2022,3,Març,25,Matí,12,No és causa del  vianant,Motocicleta,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,429350.22,4584692.4,2022-03-25,Not Holiday,2022S001711    ,Matí,False,Res,Hivern,Primavera
2022S001714    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0098X0098X,Divendres,2022,3,Març,25,Matí,12,No és causa del  vianant,Ciclomotor,Dona,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,433570.71,4584516.23,2022-03-25,Not Holiday,2022S001714    ,Matí,False,Res,Hivern,Primavera
2022S001712    ,9,Sant Andreu,59,el Bon Pastor,701266,Litoral (Llobregat),"3,00E+01",Divendres,2022,3,Març,25,Matí,13,No és causa del  vianant,Motocicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,433753.46,4588457.97,2022-03-25,Not Holiday,2022S001712    ,Matí,False,Res,Hivern,Primavera
2022S001713    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre,0079 0079,Divendres,2022,3,Març,25,Tarda,14,No és causa del  vianant,Ciclomotor,Dona,22,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427631.78,4583561.46,2022-03-25,Not Holiday,2022S001713    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001715    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,0015 0015,Divendres,2022,3,Març,25,Tarda,15,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428726.9,4583074.47,2022-03-25,Not Holiday,2022S001715    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001716    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),860000,Divendres,2022,3,Març,25,Tarda,16,No és causa del  vianant,Turisme,Dona,23,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,432972.61,4582415.18,2022-03-25,Not Holiday,2022S001716    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001718    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,90105,Copèrnic,0093 0093,Divendres,2022,3,Març,25,Tarda,17,No és causa del  vianant,Motocicleta,Home,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,428559.89,4584020.57,2022-03-25,Not Holiday,2022S001718    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001719    ,4,Les Corts,19,les Corts,40300,Berlín,0051 0053,Divendres,2022,3,Març,25,Tarda,17,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428067.09,4581852.36,2022-03-25,Not Holiday,2022S001719    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001723    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0580 0584,Divendres,2022,3,Març,25,Tarda,18,No és causa del  vianant,Motocicleta,Home,12,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432163.17,4588427.75,2022-03-25,Not Holiday,2022S001723    ,Tarda,False,Res,Hivern,Primavera
2022S001720    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0111 0111,Divendres,2022,3,Març,25,Tarda,19,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429499.5,4582528.61,2022-03-25,Not Holiday,2022S001720    ,Tarda,False,Res,Hivern,Primavera
2022S001721    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,0200 0200,Divendres,2022,3,Març,25,Tarda,20,No és causa del  vianant,Motocicleta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,430196.15,4584162.28,2022-03-25,Not Holiday,2022S001721    ,Tarda,False,Res,Hivern,Primavera
2022S001722    ,10,Sant Martí,68,el Poblenou,183603,Llacuna,0023 0023,Divendres,2022,3,Març,25,Tarda,21,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,433379.2,4583531.35,2022-03-25,Not Holiday,2022S001722    ,Tarda,False,Res,Hivern,Primavera
2022S001724    ,8,Nou Barris,50,les Roquetes,120807,Favència,0288B0288B,Divendres,2022,3,Març,25,Nit,23,No és causa del  vianant,Turisme,Home,30,Vianant,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431355.47,4588730.51,2022-03-25,Not Holiday,2022S001724    ,Oci,False,Res,Hivern,Primavera
2022S001725    ,10,Sant Martí,65,el Clot,209900,Meridiana,0156 0156,Divendres,2022,3,Març,25,Nit,23,No és causa del  vianant,Ciclomotor,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,432161.14,4584843.22,2022-03-25,Not Holiday,2022S001725    ,Oci,False,Res,Hivern,Primavera
2022S001726    ,6,Gràcia,31,la Vila de Gràcia,341908,Torrijos,0010 0010,Divendres,2022,3,Març,25,Nit,23,No és causa del  vianant,Turisme,Dona,17,Vianant,En pas sense regular                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,429857.86,4583995.78,2022-03-25,Not Holiday,2022S001726    ,Oci,False,Res,Hivern,Primavera
2022S001788    ,1,Ciutat Vella,1,el Raval,330300,Tàpies,0002 0002,Divendres,2022,3,Març,25,Nit,23,No és causa del  vianant,Motocicleta,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430810.68,4581156.11,2022-03-25,Not Holiday,2022S001788    ,Oci,False,Res,Hivern,Primavera
2022S001729    ,9,Sant Andreu,60,Sant Andreu,25001,Arquímedes,0032 0032,Dissabte,2022,3,Març,26,Nit,5,No és causa del  vianant,Taxi,Home,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432208.27,4588137.9,2022-03-26,Not Holiday,2022S001729    ,Matinada,True,Res,Hivern,Primavera
2022S001728    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,9992 9992,Dissabte,2022,3,Març,26,Matí,6,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,429180.18,4583085.72,2022-03-26,Not Holiday,2022S001728    ,Entrada Feina,True,Res,Hivern,Primavera
2022S001727    ,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,0285 0285,Dissabte,2022,3,Març,26,Matí,11,No és causa del  vianant,Ciclomotor,Home,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,430322.89,4583269.85,2022-03-26,Not Holiday,2022S001727    ,Matí,True,Res,Hivern,Primavera
2022S001730    ,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0012 0012,Dissabte,2022,3,Març,26,Matí,11,No és causa del  vianant,Motocicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,430061.44,4581418.15,2022-03-26,Not Holiday,2022S001730    ,Matí,True,Res,Hivern,Primavera
2022S001732    ,2,Eixample,5,el Fort Pienc,325005,Sicília,0186 0186,Dissabte,2022,3,Març,26,Tarda,14,No és causa del  vianant,Furgoneta,Dona,90,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431555.8,4583326.28,2022-03-26,Not Holiday,2022S001732    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001733    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,18505,Aragó,0597 0597,Dissabte,2022,3,Març,26,Tarda,14,No és causa del  vianant,Motocicleta,Dona,8,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432064.44,4584595.33,2022-03-26,Not Holiday,2022S001733    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001734    ,4,Les Corts,19,les Corts,40300,Berlín,0069 0069,Dissabte,2022,3,Març,26,Tarda,15,No és causa del  vianant,Motocicleta,Home,56,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Rebutja assistència sanitària,428165.36,4581919.09,2022-03-26,Not Holiday,2022S001734    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001741    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0061 0061,Dissabte,2022,3,Març,26,Tarda,15,No és causa del  vianant,Furgoneta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429171.15,4583706.66,2022-03-26,Not Holiday,2022S001741    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001735    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0231 0231,Dissabte,2022,3,Març,26,Tarda,16,No és causa del  vianant,Ciclomotor,Dona,23,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429811.05,4582954.96,2022-03-26,Not Holiday,2022S001735    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001736    ,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda,0201 0201,Dissabte,2022,3,Març,26,Tarda,16,No és causa del  vianant,Turisme,Home,59,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,433092.12,4584771.86,2022-03-26,Not Holiday,2022S001736    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001738    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0162 0164,Dissabte,2022,3,Març,26,Tarda,16,No és causa del  vianant,Motocicleta,Dona,24,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430241.72,4583138.63,2022-03-26,Not Holiday,2022S001738    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001740    ,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Dissabte,2022,3,Març,26,Tarda,20,No és causa del  vianant,Motocicleta,Dona,26,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,-1.0,-1.0,2022-03-26,Not Holiday,2022S001740    ,Tarda,True,Res,Hivern,Primavera
2022S001739    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,0107 0107,Dissabte,2022,3,Març,26,Tarda,21,No és causa del  vianant,Motocicleta,Home,21,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429798.61,4582796.94,2022-03-26,Not Holiday,2022S001739    ,Tarda,True,Res,Hivern,Primavera
2022S001742    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),990000,Dissabte,2022,3,Març,26,Nit,23,No és causa del  vianant,Ciclomotor,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,431949.84,4581626.15,2022-03-26,Not Holiday,2022S001742    ,Oci,True,Res,Hivern,Primavera
2022S001745    ,5,Sarrià-Sant Gervasi,23,Sarrià,309600,Sant Pere Claver,0007 0007,Diumenge,2022,3,Març,27,Nit,1,No és causa del  vianant,Motocicleta,Dona,21,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,426347.86,4584389.91,2022-03-27,Not Holiday,2022S001745    ,Oci,True,Res,Hivern,Primavera
2022S001767    ,10,Sant Martí,68,el Poblenou,30500,Badajoz,0025 0025,Diumenge,2022,3,Març,27,Nit,1,No és causa del  vianant,Motocicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Rebutja assistència sanitària,433141.83,4583199.05,2022-03-27,Not Holiday,2022S001767    ,Oci,True,Res,Hivern,Primavera
2022S001751    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76807,Sardenya,0349 0349,Diumenge,2022,3,Març,27,Matí,6,No és causa del  vianant,Motocicleta,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430768.77,4584285.18,2022-03-27,Not Holiday,2022S001751    ,Entrada Feina,True,Res,Hivern,Primavera
2022S001750    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,0016 0018,Diumenge,2022,3,Març,27,Matí,9,No és causa del  vianant,Ciclomotor,Home,19,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431493.17,4581859.34,2022-03-27,Not Holiday,2022S001750    ,Entrada Feina,True,Res,Hivern,Primavera
2022S001752    ,1,Ciutat Vella,3,la Barceloneta,132908,Ramon Trias Fargas,0008S0008S,Diumenge,2022,3,Març,27,Matí,13,No és causa del  vianant,Taxi,Home,75,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432849.98,4582216.28,2022-03-27,Not Holiday,2022S001752    ,Matí,True,Res,Hivern,Primavera
2022S001753    ,1,Ciutat Vella,3,la Barceloneta,197903,Marítim de la Barceloneta,0018 0018,Diumenge,2022,3,Març,27,Tarda,15,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,46,Vianant,Altres                                                                                                                                                ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,432802.19,4581840.92,2022-03-27,Not Holiday,2022S001753    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001754    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,9999 9999,Diumenge,2022,3,Març,27,Tarda,17,No és causa del  vianant,Motocicleta,Dona,46,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430557.83,4582516.3,2022-03-27,Not Holiday,2022S001754    ,Sortida Feina,True,Res,Hivern,Primavera
2022S001757    ,9,Sant Andreu,60,Sant Andreu,242509,Palomar,0039X0039X,Diumenge,2022,3,Març,27,Nit,22,No és causa del  vianant,Motocicleta,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432730.62,4588396.61,2022-03-27,Not Holiday,2022S001757    ,Oci,True,Res,Hivern,Primavera
2022S001759    ,3,Sants-Montjuïc,13,la Marina de Port,230601,Mare de Déu de Port,0148V0148V,Diumenge,2022,3,Març,27,Nit,22,No és causa del  vianant,Motocicleta,Home,58,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428472.52,4579046.34,2022-03-27,Not Holiday,2022S001759    ,Oci,True,Res,Hivern,Primavera
2022S001758    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0522 0522,Dilluns,2022,3,Març,28,Nit,1,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429734.86,4581684.35,2022-03-28,Not Holiday,2022S001758    ,Oci,False,Res,Hivern,Primavera
2022S001760    ,8,Nou Barris,50,les Roquetes,701268,Dalt (Llobregat),1480000,Dilluns,2022,3,Març,28,Nit,4,No és causa del  vianant,Motocicleta,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431529.78,4588779.95,2022-03-28,Not Holiday,2022S001760    ,Matinada,False,Res,Hivern,Primavera
2022S001761    ,9,Sant Andreu,58,Baró de Viver,314100,Santa Coloma,0112 0112,Dilluns,2022,3,Març,28,Matí,7,Desobeir el senyal del semàfor,Turisme,Dona,16,Vianant,En pas regulat per semàfor                                                                                                                            ,Altres activitats,Desconegut,Ferit lleu: Hospitalització fins a 24h,433282.4,4589056.15,2022-03-28,Not Holiday,2022S001761    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001764    ,7,Horta-Guinardó,35,el Guinardó,310008,Sant Quintí,0102 0102,Dilluns,2022,3,Març,28,Matí,8,No és causa del  vianant,Bicicleta,Dona,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,431201.53,4585410.61,2022-03-28,Not Holiday,2022S001764    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001765    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0661 0661,Dilluns,2022,3,Març,28,Matí,8,No és causa del  vianant,Tot terreny,Home,53,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Rebutja assistència sanitària,431015.19,4583010.59,2022-03-28,Not Holiday,2022S001765    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001769    ,4,Les Corts,20,la Maternitat i Sant Ramon,701434,Mig (Descendent),260000,Dilluns,2022,3,Març,28,Matí,8,No és causa del  vianant,Motocicleta,Dona,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427119.04,4582386.35,2022-03-28,Not Holiday,2022S001769    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001763    ,3,Sants-Montjuïc,18,Sants,30602,Badal,0112 0114,Dilluns,2022,3,Març,28,Matí,10,No és causa del  vianant,Furgoneta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,427539.94,4580521.03,2022-03-28,Not Holiday,2022S001763    ,Matí,False,Res,Hivern,Primavera
2022S001762    ,2,Eixample,6,la Sagrada Família,350308,València,0472 0472,Dilluns,2022,3,Març,28,Matí,11,No és causa del  vianant,Furgoneta,Dona,88,Vianant,Fora del pas                                                                                                                                          ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431395.02,4584095.46,2022-03-28,Not Holiday,2022S001762    ,Matí,False,Res,Hivern,Primavera
2022S001766    ,7,Horta-Guinardó,35,el Guinardó,340009,Torre Vélez,0002 0002,Dilluns,2022,3,Març,28,Matí,11,No és causa del  vianant,Motocicleta,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431373.83,4585492.86,2022-03-28,Not Holiday,2022S001766    ,Matí,False,Res,Hivern,Primavera
2022S001768    ,3,Sants-Montjuïc,11,el Poble-sec,207304,Mèxic,0001 0001,Dilluns,2022,3,Març,28,Matí,11,No és causa del  vianant,Autobús,Dona,71,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428815.62,4580773.48,2022-03-28,Not Holiday,2022S001768    ,Matí,False,Res,Hivern,Primavera
2022S001770    ,5,Sarrià-Sant Gervasi,23,Sarrià,28000,Augusta,0321X0321X,Dilluns,2022,3,Març,28,Matí,13,No és causa del  vianant,Motocicleta,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,426858.74,4583667.33,2022-03-28,Not Holiday,2022S001770    ,Matí,False,Res,Hivern,Primavera
2022S001771    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0664 0668,Dilluns,2022,3,Març,28,Matí,13,No és causa del  vianant,Turisme,Dona,72,Vianant,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,430835.49,4582761.9,2022-03-28,Not Holiday,2022S001771    ,Matí,False,Res,Hivern,Primavera
2022S001772    ,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron,0084 0084,Dilluns,2022,3,Març,28,Matí,13,No és causa del  vianant,Autobús,Dona,68,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428290.4,4586049.01,2022-03-28,Not Holiday,2022S001772    ,Matí,False,Res,Hivern,Primavera
2022S001773    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,186703,Llull,0032X0034X,Dilluns,2022,3,Març,28,Matí,13,Altres,Furgoneta,Home,23,Vianant,En pas sense regular                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432451.17,4582863.89,2022-03-28,Not Holiday,2022S001773    ,Matí,False,Res,Hivern,Primavera
2022S001774    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina,0027 0027,Dilluns,2022,3,Març,28,Matí,13,No és causa del  vianant,Autobús,Home,92,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428839.56,4584612.68,2022-03-28,Not Holiday,2022S001774    ,Matí,False,Res,Hivern,Primavera
2022S001775    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,101904,Doctor Fleming,0030 0030,Dilluns,2022,3,Març,28,Matí,13,No és causa del  vianant,Motocicleta,Home,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Rebutja assistència sanitària,427750.7,4583208.29,2022-03-28,Not Holiday,2022S001775    ,Matí,False,Res,Hivern,Primavera
2022S001776    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provença,0184 0184,Dilluns,2022,3,Març,28,Matí,13,No és causa del  vianant,Ambulància,Dona,20,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429383.74,4582503.37,2022-03-28,Not Holiday,2022S001776    ,Matí,False,Res,Hivern,Primavera
2022S001777    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0098X0098X,Dilluns,2022,3,Març,28,Tarda,14,No és causa del  vianant,Bicicleta,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,433570.71,4584516.23,2022-03-28,Not Holiday,2022S001777    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001778    ,10,Sant Martí,72,Sant Martí de Provençals,115603,Espronceda,0214 0222,Dilluns,2022,3,Març,28,Tarda,15,No és causa del  vianant,Motocicleta,Dona,16,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432939.83,4584967.63,2022-03-28,Not Holiday,2022S001778    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001783    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,0143 0143,Dilluns,2022,3,Març,28,Tarda,15,No és causa del  vianant,Ciclomotor,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429520.95,4582297.93,2022-03-28,Not Holiday,2022S001783    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001779    ,5,Sarrià-Sant Gervasi,23,Sarrià,44709,Bonanova,0096 0096,Dilluns,2022,3,Març,28,Tarda,16,No és causa del  vianant,Motocicleta,Home,24,Vianant,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,426822.03,4583866.92,2022-03-28,Not Holiday,2022S001779    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001780    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0433 0433,Dilluns,2022,3,Març,28,Tarda,16,No és causa del  vianant,Motocicleta,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429142.1,4583070.28,2022-03-28,Not Holiday,2022S001780    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001784    ,9,Sant Andreu,62,el Congrés i els Indians,274505,Ramon Albó,0002B0002B,Dilluns,2022,3,Març,28,Tarda,16,No és causa del  vianant,Motocicleta,Home,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431366.62,4586375.04,2022-03-28,Not Holiday,2022S001784    ,Sortida Feina,False,Res,Hivern,Primavera
