Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_Lloc_atropellament_vianant,Descripcio_Motiu_desplaçament_vianant,Descripcio_Motiu_desplaçament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Dia,Holiday,Accidents,Franja_horaria,Dies_Festa,Ponts,Estació,Estacio
2022S006762    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0574 0578,Dilluns,2022,11,Novembre,7,Matí,7,No és causa del  vianant,Autocar,Dona,49,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432156.47,4588400.76,2022-11-07,Not Holiday,2022S006762    ,Entrada Feina,False,Res,Hivern,Tardor
2022S006757    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0572 0572,Dilluns,2022,11,Novembre,7,Matí,8,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428927.86,4583055.33,2022-11-07,Not Holiday,2022S006757    ,Entrada Feina,False,Res,Hivern,Tardor
2022S006758    ,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0152 0152,Dilluns,2022,11,Novembre,7,Matí,9,No és causa del  vianant,Motocicleta,Dona,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430267.57,4583494.11,2022-11-07,Not Holiday,2022S006758    ,Entrada Feina,False,Res,Hivern,Tardor
2022S006761    ,9,Sant Andreu,63,Navas,121402,Felip II,0135 0135,Dilluns,2022,11,Novembre,7,Matí,9,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,82,Vianant,En pas regulat per semàfor                                                                                                                            ,Altres activitats,Desconegut,Ferit lleu: Hospitalització fins a 24h,431961.46,4586122.72,2022-11-07,Not Holiday,2022S006761    ,Entrada Feina,False,Res,Hivern,Tardor
2022S006759    ,6,Gràcia,31,la Vila de Gràcia,28000,Augusta,0074 0074,Dilluns,2022,11,Novembre,7,Matí,10,No és causa del  vianant,Motocicleta,Dona,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429167.96,4583769.47,2022-11-07,Not Holiday,2022S006759    ,Matí,False,Res,Hivern,Tardor
2022S006764    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0046 0046,Dilluns,2022,11,Novembre,7,Matí,10,No és causa del  vianant,Motocicleta,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,429091.06,4581650.21,2022-11-07,Not Holiday,2022S006764    ,Matí,False,Res,Hivern,Tardor
2022S006766    ,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Dilluns,2022,11,Novembre,7,Matí,10,No és causa del  vianant,Motocicleta,Dona,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,En pràctiques d'autoescola,Ferit lleu: Amb assistència sanitària en lloc d'accident,-1.0,-1.0,2022-11-07,Not Holiday,2022S006766    ,Matí,False,Res,Hivern,Tardor
2022S006769    ,1,Ciutat Vella,3,la Barceloneta,197903,Marítim de la Barceloneta,0009 0009,Dilluns,2022,11,Novembre,7,Matí,10,No és causa del  vianant,Motocicleta,Home,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,"Bombers, policia, ambulància",Ferit lleu: Hospitalització fins a 24h,432583.22,4581468.3,2022-11-07,Not Holiday,2022S006769    ,Matí,False,Res,Hivern,Tardor
2022S006770    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0251 0251,Dilluns,2022,11,Novembre,7,Matí,10,No és causa del  vianant,Motocicleta,Home,54,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,428848.62,4582810.83,2022-11-07,Not Holiday,2022S006770    ,Matí,False,Res,Hivern,Tardor
2022S006760    ,2,Eixample,5,el Fort Pienc,305100,Sant Joan,0002 0002,Dilluns,2022,11,Novembre,7,Matí,11,Creuar per fora pas de vianants,Bicicleta,Home,54,Vianant,Fora del pas                                                                                                                                          ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431566.73,4582770.24,2022-11-07,Not Holiday,2022S006760    ,Matí,False,Res,Hivern,Tardor
2022S006763    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0060 0060,Dilluns,2022,11,Novembre,7,Matí,12,No és causa del  vianant,Motocicleta,Home,54,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430155.34,4582746.49,2022-11-07,Not Holiday,2022S006763    ,Matí,False,Res,Hivern,Tardor
2022S006765    ,2,Eixample,9,la Nova Esquerra de l'Eixample,89004,Consell de Cent,0080 0080,Dilluns,2022,11,Novembre,7,Matí,12,No és causa del  vianant,Motocicleta,Home,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429052.5,4581432.04,2022-11-07,Not Holiday,2022S006765    ,Matí,False,Res,Hivern,Tardor
2022S006767    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0225 0227,Dilluns,2022,11,Novembre,7,Matí,12,No és causa del  vianant,Autobús,Dona,86,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431477.56,4584146.97,2022-11-07,Not Holiday,2022S006767    ,Matí,False,Res,Hivern,Tardor
2022S006772    ,2,Eixample,6,la Sagrada Família,68900,Cartagena,0299 0303,Dilluns,2022,11,Novembre,7,Matí,12,No és causa del  vianant,Motocicleta,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Rebutja assistència sanitària,431192.02,4584812.55,2022-11-07,Not Holiday,2022S006772    ,Matí,False,Res,Hivern,Tardor
2022S006768    ,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0027 0027,Dilluns,2022,11,Novembre,7,Tarda,14,No és causa del  vianant,Bicicleta,Dona,19,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432752.53,4585285.36,2022-11-07,Not Holiday,2022S006768    ,Sortida Feina,False,Res,Hivern,Tardor
2022S006774    ,10,Sant Martí,65,el Clot,217104,Muntanya,0036 0036,Dilluns,2022,11,Novembre,7,Tarda,15,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432162.2,4584927.58,2022-11-07,Not Holiday,2022S006774    ,Sortida Feina,False,Res,Hivern,Tardor
2022S006775    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0630B0630B,Dilluns,2022,11,Novembre,7,Tarda,17,No és causa del  vianant,Motocicleta,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428026.02,4582780.31,2022-11-07,Not Holiday,2022S006775    ,Sortida Feina,False,Res,Hivern,Tardor
2022S006776    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0669A0669A,Dilluns,2022,11,Novembre,7,Tarda,18,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,49,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431232.14,4583226.53,2022-11-07,Not Holiday,2022S006776    ,Tarda,False,Res,Hivern,Tardor
2022S006778    ,2,Eixample,5,el Fort Pienc,89004,Consell de Cent,0484 0484,Dilluns,2022,11,Novembre,7,Tarda,18,No és causa del  vianant,Ciclomotor,Dona,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431388.32,4583719.13,2022-11-07,Not Holiday,2022S006778    ,Tarda,False,Res,Hivern,Tardor
2022S006779    ,9,Sant Andreu,60,Sant Andreu,701268,Dalt (Llobregat),1560000,Dilluns,2022,11,Novembre,7,Tarda,20,No és causa del  vianant,Motocicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432317.81,4588883.27,2022-11-07,Not Holiday,2022S006779    ,Tarda,False,Res,Hivern,Tardor
2022S006780    ,4,Les Corts,21,Pedralbes,144601,Diagonal,0684 0684,Dilluns,2022,11,Novembre,7,Tarda,20,No és causa del  vianant,Motocicleta,Home,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,426608.6,4582318.0,2022-11-07,Not Holiday,2022S006780    ,Tarda,False,Res,Hivern,Tardor
2022S006781    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0704 0706,Dilluns,2022,11,Novembre,7,Tarda,20,No és causa del  vianant,Bicicleta,Dona,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit greu: hospitalització superior a 24h,431112.06,4583023.89,2022-11-07,Not Holiday,2022S006781    ,Tarda,False,Res,Hivern,Tardor
